source,target,kind,layer_from,layer_to
s099/sid413373,s099/sid413372,host,99,99
s099/sid413374,s099/sid413373,host,99,99
s099/sid413376,s099/sid413373,host,99,99
s099/sid413377,s099/sid413374,host,99,99
s099/sid413378,s099/sid413373,host,99,99
s099/sid413380,s099/sid413372,host,99,99
s099/sid413381,s099/sid413373,host,99,99
s099/sid413382,s099/sid413372,host,99,99
s099/sid413385,s099/sid413372,host,99,99
s099/sid413386,s099/sid413372,host,99,99
s099/sid413387,s099/sid413372,host,99,99
s099/sid413388,s099/sid413372,host,99,99
s099/sid413389,s099/sid413373,host,99,99
s099/sid413391,s099/sid413372,host,99,99
s099/sid413392,s099/sid413372,host,99,99
s099/sid413393,s099/sid413372,host,99,99
s099/sid413394,s099/sid413373,host,99,99
s099/sid413395,s099/sid413372,host,99,99
s099/sid413397,s099/sid413372,host,99,99
s099/sid413402,s099/sid413373,host,99,99
s099/sid413403,s099/sid413372,host,99,99
s099/sid413405,s099/sid413372,host,99,99
s099/sid413406,s099/sid413372,host,99,99
s091/sid391510,s099/sid413376,time,91,99
s091/sid391510,s091/sid391508,host,91,91
s091/sid391524,s099/sid413391,time,91,99
s091/sid391524,s091/sid391508,host,91,91
s091/sid994835,s099/sid413397,time,91,99
s091/sid391518,s099/sid413378,time,91,99
s091/sid391518,s091/sid391509,host,91,91
s091/sid1014482,s099/sid413403,time,91,99
s091/sid391535,s099/sid413402,time,91,99
s091/sid391516,s099/sid413382,time,91,99
s091/sid391516,s091/sid391507,host,91,91
s091/sid391536,s099/sid413405,time,91,99
s091/sid391536,s091/sid391507,host,91,91
s091/sid391508,s099/sid413373,time,91,99
s091/sid391508,s091/sid391507,host,91,91
s091/sid391512,s099/sid413373,time,91,99
s091/sid391512,s091/sid391508,host,91,91
s091/sid391511,s099/sid413380,time,91,99
s091/sid391527,s099/sid413394,time,91,99
s091/sid391522,s099/sid413387,time,91,99
s091/sid391515,s099/sid413381,time,91,99
s091/sid391515,s091/sid391508,host,91,91
s091/sid391517,s099/sid413386,time,91,99
s091/sid391526,s099/sid413388,time,91,99
s091/sid391526,s091/sid391507,host,91,91
s091/sid391507,s099/sid413372,time,91,99
s091/sid944085,s099/sid413393,time,91,99
s091/sid391533,s099/sid413395,time,91,99
