id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid371126,99,371126,1,1,0,1,341.9674987792969
s099/sid371133,99,371133,0,1,1,1,0.5563933849334717
s099/sid371134,99,371134,0,1,1,0,0.13213993608951569
s099/sid371137,99,371137,0,1,1,1,0.21261729300022125
s099/sid371138,99,371138,0,1,1,1,0.21529442071914673
s099/sid371139,99,371139,0,1,1,1,0.21972309052944183
s099/sid371146,99,371146,0,1,1,1,0.11809872090816498
s099/sid371147,99,371147,0,1,1,1,0.10278137028217316
s091/sid341273,91,341273,0,1,0,0,0.10307058691978455
s091/sid341251,91,341251,0,1,0,1,364.5386657714844
s091/sid341260,91,341260,0,1,1,1,0.2923694849014282
s091/sid341263,91,341263,0,1,0,1,0.22175189852714539
s091/sid341255,91,341255,0,1,0,1,0.9064568877220154
s091/sid764670,91,764670,0,1,0,1,2.4139487743377686
s091/sid341267,91,341267,0,1,0,1,0.1569577157497406
s091/sid341254,91,341254,0,1,1,1,3.4388766288757324
s091/sid341264,91,341264,0,1,1,0,0.20651580393314362
s091/sid341272,91,341272,0,1,1,1,0.10054800659418106
s084/sid1009052,84,1009052,0,1,0,1,0.15483923256397247
s084/sid300738,84,300738,0,1,1,1,8.560430526733398
s084/sid942367,84,942367,0,1,0,1,0.2612488269805908
s084/sid300734,84,300734,0,1,0,1,359.1640625
s084/sid300737,84,300737,0,1,1,1,4.830790996551514
s084/sid300739,84,300739,0,1,1,0,0.2675509750843048
s084/sid300751,84,300751,0,1,1,1,0.12018052488565445
s084/sid300745,84,300745,0,1,1,1,0.2926478087902069
s084/sid740006,84,740006,0,1,0,1,2.498091220855713
s084/sid799884,84,799884,0,1,0,1,0.9298019409179688
s084/sid300735,84,300735,0,1,1,1,35.47764205932617
s084/sid300736,84,300736,0,1,1,1,15.482690811157227
s084/sid300740,84,300740,0,1,1,0,0.1232948824763298
s084/sid300742,84,300742,0,1,1,0,0.46692490577697754
s084/sid300748,84,300748,0,1,1,0,0.18693655729293823
s084/sid300749,84,300749,0,1,1,0,0.15318308770656586
s084/sid300752,84,300752,0,1,1,0,0.12532515823841095
s078/sid933209,78,933209,0,1,0,1,0.2583962082862854
s078/sid290735,78,290735,0,1,1,1,0.11774996668100357
s078/sid986628,78,986628,0,1,0,1,0.15705493092536926
s078/sid720173,78,720173,0,1,0,1,2.5042660236358643
s078/sid791910,78,791910,0,1,0,1,0.8937084078788757
s078/sid290716,78,290716,0,1,0,1,284.3127136230469
s078/sid290718,78,290718,0,1,1,1,32.711177825927734
s078/sid290723,78,290723,0,1,1,1,0.3868155777454376
s078/sid290717,78,290717,0,1,1,1,27.596248626708984
s078/sid290719,78,290719,0,1,1,1,16.302715301513672
s078/sid587681,78,587681,0,1,0,1,11.228227615356445
s078/sid290721,78,290721,0,1,1,0,0.48982807993888855
s078/sid290726,78,290726,0,1,1,0,0.18012896180152893
s078/sid290736,78,290736,0,1,1,1,0.12799717485904694
s078/sid290738,78,290738,0,1,1,1,0.12175581604242325
s078/sid290742,78,290742,0,1,1,0,0.10560285300016403
s078/sid290743,78,290743,0,1,1,1,0.10134893655776978
s078/sid290744,78,290744,0,1,1,0,0.10239723324775696
s078/sid587682,78,587682,0,1,1,1,0.2210783064365387
s072/sid276948,72,276948,0,1,0,1,0.17282602190971375
s072/sid276951,72,276951,0,1,0,1,0.13943153619766235
s072/sid276935,72,276935,0,1,0,1,48.34238815307617
s072/sid276957,72,276957,0,1,1,1,0.10611486434936523
s072/sid782792,72,782792,0,1,0,1,0.8431532979011536
s072/sid276939,72,276939,0,1,0,1,0.7579351663589478
s072/sid708410,72,708410,0,1,0,1,2.3304412364959717
s072/sid578014,72,578014,0,1,1,1,0.24270883202552795
s072/sid276934,72,276934,0,1,1,1,55.599830627441406
s072/sid276936,72,276936,0,1,0,1,19.412979125976562
s072/sid276933,72,276933,0,1,0,1,204.69952392578125
s072/sid276937,72,276937,0,1,1,1,6.387805461883545
s072/sid276938,72,276938,0,1,1,1,2.4124674797058105
s072/sid276956,72,276956,0,1,1,1,0.11188779771327972
s072/sid935010,72,935010,0,1,0,1,0.2521390914916992
s072/sid276952,72,276952,0,0,0,1,0.13478899002075195
s072/sid578013,72,578013,0,1,0,1,10.900609970092773
