source,target,kind,layer_from,layer_to
s099/sid300904,s099/sid300903,host,99,99
s099/sid300907,s099/sid300904,host,99,99
s099/sid300911,s099/sid300907,host,99,99
s099/sid300912,s099/sid300903,host,99,99
s099/sid300913,s099/sid300903,host,99,99
s099/sid300915,s099/sid300907,host,99,99
s099/sid300917,s099/sid300915,host,99,99
s099/sid300918,s099/sid300903,host,99,99
s099/sid300922,s099/sid300903,host,99,99
s099/sid300923,s099/sid300903,host,99,99
s099/sid300925,s099/sid300903,host,99,99
s099/sid300929,s099/sid300907,host,99,99
s099/sid300930,s099/sid300904,host,99,99
s099/sid300931,s099/sid300903,host,99,99
s099/sid300933,s099/sid300929,host,99,99
s099/sid300937,s099/sid300903,host,99,99
s099/sid300938,s099/sid300903,host,99,99
s099/sid300940,s099/sid300917,host,99,99
s099/sid300942,s099/sid300903,host,99,99
s099/sid300945,s099/sid300903,host,99,99
s099/sid300946,s099/sid300903,host,99,99
s099/sid300948,s099/sid300903,host,99,99
s099/sid300951,s099/sid300903,host,99,99
s099/sid300954,s099/sid300903,host,99,99
s099/sid300955,s099/sid300907,host,99,99
s099/sid300958,s099/sid300903,host,99,99
s099/sid300959,s099/sid300903,host,99,99
s099/sid300960,s099/sid300903,host,99,99
s099/sid300964,s099/sid300903,host,99,99
s099/sid300966,s099/sid300903,host,99,99
s099/sid300967,s099/sid300903,host,99,99
s099/sid300970,s099/sid300903,host,99,99
s099/sid300974,s099/sid300903,host,99,99
s099/sid300975,s099/sid300903,host,99,99
s099/sid300976,s099/sid300903,host,99,99
s099/sid300980,s099/sid300903,host,99,99
s099/sid300981,s099/sid300903,host,99,99
s099/sid300985,s099/sid300903,host,99,99
s099/sid300992,s099/sid300903,host,99,99
s099/sid300993,s099/sid300903,host,99,99
s099/sid300994,s099/sid300903,host,99,99
s099/sid300996,s099/sid300903,host,99,99
s099/sid301002,s099/sid300903,host,99,99
s099/sid301006,s099/sid300903,host,99,99
s099/sid301008,s099/sid300903,host,99,99
s099/sid301012,s099/sid300903,host,99,99
s099/sid301017,s099/sid300904,host,99,99
s099/sid301018,s099/sid300903,host,99,99
s099/sid301020,s099/sid300903,host,99,99
s099/sid301022,s099/sid300903,host,99,99
s099/sid301023,s099/sid300903,host,99,99
s099/sid301027,s099/sid300903,host,99,99
s099/sid301030,s099/sid300903,host,99,99
s099/sid301031,s099/sid300903,host,99,99
s099/sid301032,s099/sid300903,host,99,99
s091/sid277688,s099/sid300903,time,91,99
s091/sid277691,s099/sid300903,time,91,99
s091/sid277691,s091/sid277688,host,91,91
s091/sid277692,s099/sid300903,time,91,99
s091/sid277692,s091/sid277691,host,91,91
s091/sid277726,s099/sid300903,time,91,99
s091/sid277726,s091/sid277688,host,91,91
s091/sid277699,s099/sid300923,time,91,99
s091/sid277699,s091/sid277688,host,91,91
s091/sid277695,s099/sid300913,time,91,99
s091/sid277695,s091/sid277688,host,91,91
s091/sid277743,s099/sid300974,time,91,99
s091/sid277743,s091/sid277688,host,91,91
s091/sid869333,s099/sid300975,time,91,99
s091/sid277791,s099/sid301031,time,91,99
s091/sid1010775,s099/sid301018,time,91,99
s091/sid992915,s099/sid301023,time,91,99
s091/sid277704,s099/sid300925,time,91,99
s091/sid277704,s091/sid277688,host,91,91
s091/sid277761,s099/sid301017,time,91,99
s091/sid277711,s099/sid300946,time,91,99
s091/sid277711,s091/sid277690,host,91,91
s091/sid277689,s099/sid300904,time,91,99
s091/sid277689,s091/sid277688,host,91,91
s091/sid277696,s099/sid300912,time,91,99
s091/sid277696,s091/sid277688,host,91,91
s091/sid1001461,s099/sid301012,time,91,99
s091/sid277694,s099/sid300918,time,91,99
s091/sid277694,s091/sid277688,host,91,91
s091/sid277751,s099/sid300981,time,91,99
s091/sid277751,s091/sid277688,host,91,91
s091/sid277755,s099/sid300994,time,91,99
s091/sid277755,s091/sid277688,host,91,91
s091/sid277765,s099/sid301006,time,91,99
s091/sid277765,s091/sid277688,host,91,91
s091/sid277731,s099/sid300959,time,91,99
s091/sid277758,s099/sid301008,time,91,99
s091/sid902122,s099/sid300980,time,91,99
s091/sid277713,s099/sid300951,time,91,99
s091/sid277783,s099/sid301030,time,91,99
s091/sid277783,s091/sid277689,host,91,91
s091/sid277771,s099/sid301022,time,91,99
s091/sid277771,s091/sid277688,host,91,91
s091/sid277775,s099/sid301032,time,91,99
s091/sid277775,s091/sid277688,host,91,91
s091/sid277710,s099/sid300945,time,91,99
s091/sid277710,s091/sid277689,host,91,91
s091/sid277762,s099/sid300996,time,91,99
s091/sid277753,s099/sid300985,time,91,99
s091/sid277753,s091/sid277688,host,91,91
s091/sid277712,s099/sid300942,time,91,99
s091/sid277712,s091/sid277688,host,91,91
s091/sid277781,s099/sid301027,time,91,99
s091/sid277763,s099/sid301020,time,91,99
s091/sid277763,s091/sid277688,host,91,91
s091/sid277740,s099/sid300967,time,91,99
s091/sid277740,s091/sid277688,host,91,91
s091/sid277718,s099/sid300948,time,91,99
s091/sid978981,s099/sid300992,time,91,99
s091/sid840316,s099/sid300931,time,91,99
s091/sid277707,s099/sid300930,time,91,99
s091/sid277707,s091/sid277688,host,91,91
s091/sid277702,s099/sid300922,time,91,99
s091/sid277702,s091/sid277688,host,91,91
s091/sid277720,s099/sid300954,time,91,99
s091/sid889813,s099/sid300958,time,91,99
s091/sid965814,s099/sid300970,time,91,99
s091/sid277719,s099/sid300955,time,91,99
s091/sid277719,s091/sid277688,host,91,91
s091/sid277728,s099/sid301002,time,91,99
s091/sid277728,s091/sid277688,host,91,91
s091/sid277757,s099/sid300993,time,91,99
s091/sid277757,s091/sid277688,host,91,91
s091/sid277717,s099/sid300938,time,91,99
s091/sid277717,s091/sid277688,host,91,91
s091/sid277735,s099/sid300964,time,91,99
s091/sid277735,s091/sid277688,host,91,91
s091/sid277697,s099/sid300911,time,91,99
s091/sid277697,s091/sid277692,host,91,91
s091/sid277721,s099/sid300960,time,91,99
s091/sid277721,s091/sid277688,host,91,91
s091/sid277745,s099/sid300976,time,91,99
s091/sid928198,s099/sid300966,time,91,99
s091/sid277723,s099/sid300937,time,91,99
s091/sid277723,s091/sid277688,host,91,91
s091/sid277690,s091/sid277688,host,91,91
s091/sid277693,s091/sid277688,host,91,91
s091/sid277698,s091/sid277690,host,91,91
s091/sid277701,s091/sid277698,host,91,91
s091/sid277703,s091/sid277688,host,91,91
s091/sid277709,s091/sid277689,host,91,91
s091/sid277714,s091/sid277688,host,91,91
s091/sid277715,s091/sid277689,host,91,91
