id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid372754,99,372754,1,1,0,1,348.8834228515625
s099/sid372756,99,372756,0,1,1,1,1.3829312324523926
s099/sid372757,99,372757,0,1,1,1,1.0395874977111816
s099/sid372761,99,372761,0,1,1,1,0.4594059884548187
s099/sid372766,99,372766,0,1,1,1,0.19464486837387085
s099/sid372768,99,372768,0,1,1,1,0.31816744804382324
s099/sid372771,99,372771,0,1,1,1,0.2781127691268921
s099/sid372777,99,372777,0,1,1,1,0.10730570554733276
s099/sid372780,99,372780,0,1,1,1,0.1631496548652649
s099/sid372781,99,372781,0,1,1,1,0.15973857045173645
s099/sid372790,99,372790,0,1,1,1,0.11649717390537262
s099/sid372794,99,372794,0,1,1,1,0.10719463974237442
s099/sid372797,99,372797,0,1,1,1,0.10706016421318054
s099/sid372798,99,372798,0,1,1,1,0.10696998983621597
s099/sid372799,99,372799,0,1,1,1,0.10439236462116241
s099/sid372804,99,372804,0,1,1,1,0.100021593272686
s091/sid500930,91,500930,0,1,0,1,0.13014361262321472
s091/sid372911,91,372911,0,1,1,1,1.378005862236023
s091/sid372928,91,372928,0,1,1,1,0.18884806334972382
s091/sid372933,91,372933,0,1,1,1,0.15255692601203918
s091/sid372929,91,372929,0,1,1,1,0.11291699856519699
s091/sid372919,91,372919,0,1,0,1,0.2839127480983734
s091/sid372913,91,372913,0,1,1,1,0.5440266132354736
s091/sid372938,91,372938,0,1,1,1,0.1265169084072113
s091/sid372931,91,372931,0,1,1,1,0.15845312178134918
s091/sid372916,91,372916,0,1,1,1,0.20599621534347534
s091/sid372935,91,372935,0,1,0,1,0.13020701706409454
s091/sid372930,91,372930,0,1,0,1,0.18513688445091248
s091/sid372909,91,372909,0,1,0,1,354.06134033203125
s091/sid372918,91,372918,0,1,1,1,0.38774994015693665
s091/sid372922,91,372922,0,1,0,1,0.24086947739124298
s091/sid372910,91,372910,0,1,0,1,1.5514084100723267
s091/sid372912,91,372912,0,1,1,1,0.9387573003768921
s091/sid372914,91,372914,0,1,1,1,0.5001939535140991
s091/sid372920,91,372920,0,1,1,1,0.2400503307580948
s091/sid372921,91,372921,0,1,1,0,0.23933975398540497
s091/sid372923,91,372923,0,1,1,1,0.2195681482553482
s091/sid372924,91,372924,0,1,1,1,0.23195615410804749
s091/sid372939,91,372939,0,1,1,1,0.1058611050248146
s091/sid372940,91,372940,0,1,1,1,0.12068437784910202
s091/sid372942,91,372942,0,1,1,1,0.10957232117652893
s091/sid372943,91,372943,0,1,1,1,0.11042140424251556
s091/sid372944,91,372944,0,1,1,1,0.10821541398763657
s091/sid372946,91,372946,0,1,1,1,0.10333000123500824
s084/sid327502,84,327502,0,1,0,1,0.19383756816387177
s084/sid327514,84,327514,0,1,1,1,0.10983915627002716
s084/sid327485,84,327485,0,1,0,1,366.2840881347656
s084/sid327491,84,327491,0,1,1,1,0.35860955715179443
s084/sid327511,84,327511,0,1,1,1,0.10118882358074188
s084/sid327498,84,327498,0,1,0,1,0.22081957757472992
s084/sid327510,84,327510,0,1,1,1,0.11196812987327576
s084/sid996022,84,996022,0,1,0,1,0.13835082948207855
s084/sid974504,84,974504,0,1,0,1,0.159380242228508
s084/sid327486,84,327486,0,1,0,1,1.494291067123413
s084/sid327497,84,327497,0,1,1,1,0.251554936170578
s084/sid1035669,84,1035669,0,1,0,1,0.12808619439601898
s084/sid327494,84,327494,0,1,0,1,0.41843101382255554
s084/sid897429,84,897429,0,1,0,1,0.2634616196155548
s084/sid959933,84,959933,0,1,0,1,0.23084968328475952
s084/sid468636,84,468636,0,1,0,1,0.13340182602405548
s084/sid327509,84,327509,0,1,1,1,0.1300218254327774
s084/sid894239,84,894239,0,1,0,1,0.3506239354610443
s084/sid977309,84,977309,0,1,0,1,0.20167431235313416
s084/sid327496,84,327496,0,1,1,1,0.22178952395915985
s084/sid327487,84,327487,0,1,1,1,1.3207061290740967
s084/sid327490,84,327490,0,1,1,1,0.832986056804657
s084/sid327489,84,327489,0,1,1,1,0.7903996706008911
s084/sid327488,84,327488,0,1,1,1,1.0702730417251587
s084/sid327516,84,327516,0,1,1,1,0.10083584487438202
s084/sid327501,84,327501,0,1,1,1,0.12318553775548935
s084/sid327503,84,327503,0,1,1,1,0.17577220499515533
s084/sid327493,84,327493,0,1,1,0,0.4641436040401459
s084/sid327495,84,327495,0,1,1,0,0.3038661777973175
