source,target,kind,layer_from,layer_to
s099/sid435758,s099/sid435752,host,99,99
s099/sid435760,s099/sid435752,host,99,99
s099/sid435761,s099/sid435752,host,99,99
s099/sid435762,s099/sid435752,host,99,99
s099/sid435766,s099/sid435752,host,99,99
s099/sid435778,s099/sid435752,host,99,99
s099/sid435780,s099/sid435752,host,99,99
s099/sid435784,s099/sid435752,host,99,99
s099/sid435789,s099/sid435752,host,99,99
s099/sid435790,s099/sid435752,host,99,99
s099/sid435796,s099/sid435752,host,99,99
s091/sid412223,s099/sid435760,time,91,99
s091/sid412223,s091/sid412218,host,91,91
s091/sid970291,s099/sid435784,time,91,99
s091/sid765195,s099/sid435780,time,91,99
s091/sid412216,s099/sid435752,time,91,99
s091/sid998053,s099/sid435789,time,91,99
s091/sid412236,s099/sid435790,time,91,99
s091/sid412236,s091/sid412216,host,91,91
s091/sid412221,s099/sid435766,time,91,99
s091/sid412221,s091/sid412216,host,91,91
s091/sid892713,s099/sid435778,time,91,99
s091/sid412220,s099/sid435758,time,91,99
s091/sid412220,s091/sid412216,host,91,91
s091/sid412238,s099/sid435796,time,91,99
s091/sid412238,s091/sid412216,host,91,91
s091/sid412218,s091/sid412216,host,91,91
s091/sid412224,s091/sid412216,host,91,91
s091/sid412225,s091/sid412216,host,91,91
s091/sid412226,s091/sid412216,host,91,91
s091/sid412228,s091/sid412216,host,91,91
s091/sid412229,s091/sid412218,host,91,91
s091/sid412231,s091/sid412216,host,91,91
s091/sid412234,s091/sid412216,host,91,91
s091/sid412242,s091/sid412216,host,91,91
s091/sid412251,s091/sid412216,host,91,91
s084/sid388003,s091/sid412223,time,84,91
s084/sid388003,s084/sid387995,host,84,84
s084/sid387997,s091/sid412218,time,84,91
s084/sid387997,s084/sid387995,host,84,84
s084/sid388000,s091/sid412221,time,84,91
s084/sid387999,s091/sid412231,time,84,91
s084/sid388013,s091/sid412242,time,84,91
s084/sid388013,s084/sid387995,host,84,84
s084/sid388005,s091/sid412228,time,84,91
s084/sid973066,s091/sid998053,time,84,91
s084/sid878643,s091/sid892713,time,84,91
s084/sid387995,s091/sid412216,time,84,91
s084/sid387996,s091/sid412216,time,84,91
s084/sid387996,s084/sid387995,host,84,84
s084/sid388001,s091/sid412224,time,84,91
s084/sid388001,s084/sid387995,host,84,84
s084/sid388009,s091/sid412238,time,84,91
s084/sid388007,s091/sid412234,time,84,91
s084/sid388007,s084/sid387995,host,84,84
s084/sid957532,s091/sid970291,time,84,91
s084/sid961598,s091/sid412236,time,84,91
s084/sid388002,s091/sid412220,time,84,91
s084/sid388006,s091/sid412229,time,84,91
s084/sid388019,s091/sid412251,time,84,91
s084/sid731342,s091/sid765195,time,84,91
s084/sid387998,s084/sid387995,host,84,84
s084/sid388021,s084/sid387995,host,84,84
s084/sid388023,s084/sid388005,host,84,84
s078/sid361954,s084/sid388002,time,78,84
s078/sid361954,s078/sid361950,host,78,78
s078/sid616827,s084/sid387999,time,78,84
s078/sid945583,s084/sid957532,time,78,84
s078/sid958326,s084/sid961598,time,78,84
s078/sid361956,s084/sid388003,time,78,84
s078/sid361956,s078/sid361950,host,78,78
s078/sid616826,s084/sid387997,time,78,84
s078/sid361971,s084/sid388021,time,78,84
s078/sid361957,s084/sid388007,time,78,84
s078/sid973734,s084/sid973066,time,78,84
s078/sid873522,s084/sid878643,time,78,84
s078/sid361960,s084/sid388013,time,78,84
s078/sid361960,s078/sid361950,host,78,78
s078/sid361959,s084/sid388009,time,78,84
s078/sid361969,s084/sid388019,time,78,84
s078/sid823094,s084/sid388005,time,78,84
s078/sid803632,s084/sid388006,time,78,84
s078/sid906827,s084/sid731342,time,78,84
s078/sid361955,s084/sid388000,time,78,84
s078/sid361951,s084/sid387996,time,78,84
s078/sid361951,s078/sid361950,host,78,78
s078/sid361953,s084/sid387998,time,78,84
s078/sid361953,s078/sid361950,host,78,78
s078/sid361950,s084/sid387995,time,78,84
s078/sid773365,s084/sid388001,time,78,84
s078/sid361964,s078/sid361950,host,78,78
s078/sid361970,s078/sid361950,host,78,78
s078/sid361972,s078/sid361950,host,78,78
s072/sid343520,s078/sid361964,time,72,78
s072/sid952530,s078/sid958326,time,72,78
s072/sid343513,s078/sid361957,time,72,78
s072/sid343525,s078/sid361969,time,72,78
s072/sid343525,s072/sid343506,host,72,72
s072/sid788825,s078/sid803632,time,72,78
s072/sid758685,s078/sid773365,time,72,78
s072/sid343507,s078/sid361951,time,72,78
s072/sid343507,s072/sid343506,host,72,72
s072/sid343512,s078/sid361955,time,72,78
s072/sid343511,s078/sid361956,time,72,78
s072/sid343511,s072/sid343506,host,72,72
s072/sid895911,s078/sid906827,time,72,78
s072/sid343518,s078/sid361960,time,72,78
s072/sid343518,s072/sid343506,host,72,72
s072/sid343506,s078/sid361950,time,72,78
s072/sid343519,s078/sid361959,time,72,78
s072/sid343519,s072/sid343507,host,72,72
s072/sid979281,s078/sid973734,time,72,78
s072/sid343510,s078/sid361954,time,72,78
s072/sid343510,s072/sid343507,host,72,72
s072/sid599194,s078/sid616826,time,72,78
s072/sid813713,s078/sid823094,time,72,78
s072/sid343508,s078/sid361953,time,72,78
s072/sid1019627,s078/sid361971,time,72,78
s072/sid865037,s078/sid873522,time,72,78
s072/sid929721,s078/sid945583,time,72,78
s072/sid599195,s078/sid616827,time,72,78
s072/sid343515,s072/sid343506,host,72,72
s072/sid343521,s072/sid343506,host,72,72
s072/sid343524,s072/sid343506,host,72,72
s072/sid343526,s072/sid343506,host,72,72
s072/sid343527,s072/sid343510,host,72,72
s067/sid321040,s072/sid343507,time,67,72
s067/sid321040,s067/sid321039,host,67,67
s067/sid321049,s072/sid343519,time,67,72
s067/sid321049,s067/sid321039,host,67,67
s067/sid321043,s072/sid343511,time,67,72
s067/sid321051,s072/sid343518,time,67,72
s067/sid321051,s067/sid321039,host,67,67
s067/sid982115,s072/sid979281,time,67,72
s067/sid587662,s072/sid599194,time,67,72
s067/sid587663,s072/sid599195,time,67,72
s067/sid321044,s072/sid343512,time,67,72
s067/sid321044,s067/sid321039,host,67,67
s067/sid780755,s072/sid788825,time,67,72
s067/sid321039,s072/sid343506,time,67,72
s067/sid321045,s072/sid343506,time,67,72
s067/sid321045,s067/sid321039,host,67,67
s067/sid853013,s072/sid865037,time,67,72
s067/sid321041,s072/sid343510,time,67,72
s067/sid321052,s072/sid343520,time,67,72
s067/sid321052,s067/sid321039,host,67,67
s067/sid321056,s072/sid343525,time,67,72
s067/sid321056,s067/sid321039,host,67,67
s067/sid749570,s072/sid758685,time,67,72
s067/sid321046,s072/sid343513,time,67,72
s067/sid635070,s072/sid343508,time,67,72
s067/sid321054,s072/sid343527,time,67,72
s067/sid948088,s072/sid952530,time,67,72
s067/sid321057,s072/sid343526,time,67,72
s067/sid540807,s072/sid813713,time,67,72
s067/sid979161,s072/sid1019627,time,67,72
s067/sid828755,s072/sid929721,time,67,72
s067/sid884665,s072/sid895911,time,67,72
s067/sid321042,s067/sid321040,host,67,67
s067/sid321047,s067/sid321039,host,67,67
s067/sid321050,s067/sid321039,host,67,67
s067/sid321055,s067/sid321039,host,67,67
s067/sid321060,s067/sid321039,host,67,67
s059/sid953650,s067/sid948088,time,59,67
s059/sid284837,s067/sid321056,time,59,67
s059/sid937167,s067/sid321057,time,59,67
s059/sid984358,s067/sid982115,time,59,67
s059/sid615073,s067/sid635070,time,59,67
s059/sid284833,s067/sid321046,time,59,67
s059/sid284833,s059/sid284826,host,59,59
s059/sid284835,s067/sid321051,time,59,67
s059/sid284838,s067/sid321055,time,59,67
s059/sid688646,s067/sid587663,time,59,67
s059/sid284826,s067/sid321039,time,59,67
s059/sid284829,s067/sid321042,time,59,67
s059/sid886178,s067/sid884665,time,59,67
s059/sid284836,s067/sid828755,time,59,67
s059/sid284836,s059/sid284827,host,59,59
s059/sid284832,s067/sid321043,time,59,67
s059/sid284832,s059/sid284826,host,59,59
s059/sid795690,s067/sid540807,time,59,67
s059/sid731149,s067/sid749570,time,59,67
s059/sid284828,s067/sid321045,time,59,67
s059/sid284828,s059/sid284826,host,59,59
s059/sid284827,s067/sid321040,time,59,67
s059/sid284827,s059/sid284826,host,59,59
s059/sid870024,s067/sid321054,time,59,67
s059/sid865061,s067/sid321049,time,59,67
s059/sid284844,s067/sid321060,time,59,67
s059/sid284844,s059/sid284826,host,59,59
s059/sid284831,s067/sid321044,time,59,67
s059/sid769925,s067/sid780755,time,59,67
s059/sid844242,s067/sid853013,time,59,67
s059/sid284830,s067/sid321041,time,59,67
s059/sid594730,s067/sid587662,time,59,67
s059/sid284834,s059/sid284826,host,59,59
s059/sid284840,s059/sid284826,host,59,59
s059/sid284841,s059/sid284827,host,59,59
s059/sid284847,s059/sid284826,host,59,59
s050/sid249058,s059/sid284847,time,50,59
s050/sid249058,s050/sid249046,host,50,50
s050/sid868871,s059/sid886178,time,50,59
s050/sid992548,s059/sid984358,time,50,59
s050/sid249054,s059/sid284837,time,50,59
s050/sid249054,s050/sid249043,host,50,50
s050/sid580139,s059/sid615073,time,50,59
s050/sid249056,s059/sid284844,time,50,59
s050/sid249056,s050/sid249043,host,50,50
s050/sid562398,s059/sid284832,time,50,59
s050/sid249047,s059/sid284830,time,50,59
s050/sid249052,s059/sid284840,time,50,59
s050/sid695481,s059/sid731149,time,50,59
s050/sid249048,s059/sid284829,time,50,59
s050/sid763218,s059/sid284836,time,50,59
s050/sid956125,s059/sid953650,time,50,59
s050/sid838633,s059/sid844242,time,50,59
s050/sid249046,s059/sid284828,time,50,59
s050/sid249046,s050/sid249043,host,50,50
s050/sid249055,s059/sid937167,time,50,59
s050/sid249055,s050/sid249043,host,50,50
s050/sid950066,s059/sid870024,time,50,59
s050/sid687534,s059/sid284833,time,50,59
s050/sid249049,s059/sid284835,time,50,59
s050/sid249049,s050/sid249043,host,50,50
s050/sid933018,s059/sid284838,time,50,59
s050/sid249043,s059/sid284826,time,50,59
s050/sid249045,s059/sid284826,time,50,59
s050/sid249045,s050/sid249043,host,50,50
s050/sid249044,s059/sid284827,time,50,59
s050/sid782124,s059/sid795690,time,50,59
s050/sid563364,s059/sid594730,time,50,59
s050/sid805113,s059/sid865061,time,50,59
