id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid432106,99,432106,1,1,0,1,186.4698944091797
s099/sid432107,99,432107,0,1,1,1,5.862066745758057
s099/sid432110,99,432110,0,1,1,1,1.0470499992370605
s099/sid432112,99,432112,0,1,1,1,0.27814528346061707
s099/sid432117,99,432117,0,1,1,1,0.3877047300338745
s099/sid432118,99,432118,0,1,1,1,0.29300814867019653
s099/sid432120,99,432120,0,1,1,1,0.3231322169303894
s099/sid432121,99,432121,0,1,1,1,0.29123860597610474
s099/sid432122,99,432122,0,1,1,1,0.23035474121570587
s099/sid432124,99,432124,0,1,1,1,0.16710421442985535
s099/sid432127,99,432127,0,1,1,1,0.1467517912387848
s091/sid402166,91,402166,0,1,1,1,0.1394292116165161
s091/sid402164,91,402164,0,1,1,1,0.12162984162569046
s091/sid402156,91,402156,0,1,1,1,0.2738189995288849
s091/sid402155,91,402155,0,1,1,1,0.36681458353996277
s091/sid402143,91,402143,0,1,1,1,6.723692417144775
s091/sid402157,91,402157,0,1,0,1,0.33303189277648926
s091/sid402151,91,402151,0,1,1,0,0.10768038034439087
s091/sid402146,91,402146,0,1,1,1,1.3879629373550415
s091/sid402159,91,402159,0,1,1,1,0.2686944901943207
s091/sid402142,91,402142,0,1,0,1,184.7090301513672
s091/sid402154,91,402154,0,1,1,1,0.45789316296577454
s091/sid402152,91,402152,0,1,1,1,0.11517077684402466
s091/sid402169,91,402169,0,1,1,1,0.12282921373844147
s091/sid402171,91,402171,0,1,1,1,0.11422355473041534
s091/sid402175,91,402175,0,1,1,1,0.10296817868947983
s084/sid364613,84,364613,0,1,1,1,1.4909355640411377
s084/sid364645,84,364645,0,1,1,1,0.12169582396745682
s084/sid364627,84,364627,0,1,0,1,0.3862559497356415
s084/sid364629,84,364629,0,1,0,1,0.33440908789634705
s084/sid364636,84,364636,0,1,1,1,0.18542572855949402
s084/sid364625,84,364625,0,1,0,1,0.5338761210441589
s084/sid364624,84,364624,0,1,1,1,0.13326942920684814
s084/sid364633,84,364633,0,1,1,1,0.22286522388458252
s084/sid364644,84,364644,0,1,1,1,0.12707124650478363
s084/sid364632,84,364632,0,1,1,1,0.2588213384151459
s084/sid364607,84,364607,0,1,0,1,176.29183959960938
s084/sid364612,84,364612,0,1,1,1,0.7534751296043396
s084/sid364617,84,364617,0,1,1,0,0.22907131910324097
s084/sid364618,84,364618,0,1,1,0,0.22900374233722687
s084/sid364622,84,364622,0,1,1,0,0.11644653230905533
s084/sid364626,84,364626,0,1,0,1,0.4971899390220642
s084/sid364608,84,364608,0,1,0,1,12.143901824951172
s084/sid799433,84,799433,0,1,0,1,0.10601112246513367
s084/sid364616,84,364616,0,1,1,0,0.2579462230205536
s084/sid364620,84,364620,0,1,1,1,0.8821312785148621
s084/sid364630,84,364630,0,1,1,0,0.3372997045516968
s084/sid364635,84,364635,0,1,1,1,0.1945643573999405
s084/sid364639,84,364639,0,1,1,1,0.1514815390110016
s084/sid364641,84,364641,0,1,1,1,0.13554441928863525
s084/sid364642,84,364642,0,1,1,1,0.13204000890254974
s084/sid364643,84,364643,0,1,1,1,0.12692037224769592
s084/sid364649,84,364649,0,1,1,1,0.10635771602392197
s084/sid364651,84,364651,0,1,1,0,0.10524365305900574
s084/sid364652,84,364652,0,1,1,1,0.10111068934202194
s078/sid335524,78,335524,0,1,0,1,168.67868041992188
s078/sid335531,78,335531,0,1,1,0,0.4507758319377899
s078/sid335542,78,335542,0,1,1,0,0.15366744995117188
s078/sid335545,78,335545,0,1,1,0,0.12196720391511917
s078/sid968639,78,968639,0,1,0,1,0.1728600263595581
s078/sid335534,78,335534,0,1,1,0,0.28465357422828674
s078/sid335543,78,335543,0,1,1,0,0.13499964773654938
s078/sid335556,78,335556,0,1,1,1,0.2554972469806671
s078/sid335536,78,335536,0,1,1,1,1.0090463161468506
s078/sid881007,78,881007,0,1,0,1,0.22462503612041473
s078/sid335568,78,335568,0,1,1,1,0.16023880243301392
s078/sid1014048,78,1014048,0,1,0,1,0.10698147118091583
s078/sid335574,78,335574,0,1,0,1,0.12793244421482086
s078/sid335541,78,335541,0,1,1,1,0.23868118226528168
s078/sid335550,78,335550,0,1,0,1,0.4322832524776459
s078/sid335567,78,335567,0,1,1,1,0.167311429977417
s078/sid335578,78,335578,0,1,1,1,0.121052585542202
s078/sid335546,78,335546,0,1,0,1,0.5911011695861816
s078/sid335552,78,335552,0,1,0,1,0.3447509706020355
s078/sid335555,78,335555,0,1,1,1,0.30581504106521606
s078/sid335569,78,335569,0,1,0,1,0.1585460603237152
s078/sid335548,78,335548,0,1,0,1,0.4833499789237976
s078/sid335575,78,335575,0,1,0,1,0.1296846568584442
s078/sid1004660,78,1004660,0,1,0,1,0.11738372594118118
s078/sid335553,78,335553,0,1,1,1,0.2870706021785736
s078/sid335530,78,335530,0,1,1,1,1.984462857246399
s078/sid335525,78,335525,0,1,0,1,12.338683128356934
s078/sid335526,78,335526,0,1,1,1,6.286937236785889
s078/sid335533,78,335533,0,1,1,1,0.9218223094940186
s078/sid335535,78,335535,0,1,1,0,0.2853434383869171
s078/sid335537,78,335537,0,1,1,1,1.0180448293685913
s078/sid335539,78,335539,0,1,1,1,0.17362108826637268
s078/sid335540,78,335540,0,1,1,0,0.1668359637260437
s078/sid335547,78,335547,0,1,1,0,0.5408729314804077
s078/sid335557,78,335557,0,1,1,0,0.2955832779407501
s078/sid335561,78,335561,0,1,1,1,0.2224072962999344
s078/sid335563,78,335563,0,1,1,0,0.17722198367118835
s078/sid335571,78,335571,0,1,1,0,0.15468929708003998
s078/sid335577,78,335577,0,1,1,0,0.12521681189537048
s078/sid335579,78,335579,0,1,1,0,0.11784478276968002
s078/sid335581,78,335581,0,1,1,0,0.10472936928272247
s078/sid335584,78,335584,0,1,1,0,0.10159352421760559
s072/sid316800,72,316800,0,1,0,1,0.24660688638687134
s072/sid316790,72,316790,0,1,0,1,0.4237036108970642
s072/sid316794,72,316794,0,1,1,1,0.3327147960662842
s072/sid316770,72,316770,0,1,1,1,8.896724700927734
s072/sid316813,72,316813,0,1,0,1,0.14616282284259796
s072/sid909616,72,909616,0,1,0,1,0.18160183727741241
s072/sid316785,72,316785,0,1,1,0,0.15692436695098877
s072/sid316796,72,316796,0,1,0,1,0.35640352964401245
s072/sid316789,72,316789,0,1,0,1,0.5320444107055664
s072/sid936179,72,936179,0,1,0,1,0.22831356525421143
s072/sid316808,72,316808,0,1,0,1,0.18439604341983795
s072/sid316782,72,316782,0,1,1,1,0.4034344255924225
s072/sid1014869,72,1014869,0,1,0,1,0.10183092206716537
s072/sid316769,72,316769,0,1,0,1,12.814009666442871
s072/sid316793,72,316793,0,1,0,1,0.40853017568588257
s072/sid316814,72,316814,0,1,0,1,0.13713811337947845
s072/sid316774,72,316774,0,1,1,1,1.7674477100372314
s072/sid316773,72,316773,0,1,0,1,2.9584100246429443
s072/sid316768,72,316768,0,1,0,1,156.3361358642578
s072/sid316778,72,316778,0,1,1,0,0.25932949781417847
s072/sid316810,72,316810,0,1,0,1,0.17678256332874298
s072/sid971733,72,971733,0,1,0,1,0.10572132468223572
s072/sid316787,72,316787,0,1,0,1,0.6746843457221985
s072/sid316780,72,316780,0,1,1,1,0.9144158363342285
s072/sid316776,72,316776,0,1,0,1,1.6826996803283691
s072/sid316811,72,316811,0,1,0,1,0.1694939136505127
s072/sid316817,72,316817,0,1,1,1,0.1329812854528427
s072/sid316797,72,316797,0,1,1,1,0.31522446870803833
s072/sid316775,72,316775,0,1,1,0,1.7127898931503296
s072/sid316779,72,316779,0,1,1,0,0.21761514246463776
s072/sid316783,72,316783,0,1,1,0,0.19264473021030426
s072/sid316798,72,316798,0,1,1,1,0.2146727591753006
s072/sid316799,72,316799,0,1,1,0,0.3181754946708679
s072/sid316805,72,316805,0,1,1,1,0.17329800128936768
s072/sid316809,72,316809,0,1,1,1,0.1838233768939972
s072/sid316812,72,316812,0,1,1,1,0.14745664596557617
s072/sid316816,72,316816,0,1,1,0,0.138637512922287
s072/sid316818,72,316818,0,1,1,1,0.12068348377943039
