source,target,kind,layer_from,layer_to
s099/sid404818,s099/sid404817,host,99,99
s099/sid404819,s099/sid404817,host,99,99
s099/sid404820,s099/sid404817,host,99,99
s099/sid404824,s099/sid404817,host,99,99
s099/sid404826,s099/sid404817,host,99,99
s099/sid404827,s099/sid404817,host,99,99
s099/sid404830,s099/sid404817,host,99,99
s099/sid404831,s099/sid404817,host,99,99
s099/sid404833,s099/sid404817,host,99,99
s099/sid404835,s099/sid404817,host,99,99
s099/sid404840,s099/sid404817,host,99,99
s099/sid404841,s099/sid404817,host,99,99
s099/sid404842,s099/sid404817,host,99,99
s099/sid404843,s099/sid404817,host,99,99
s099/sid404847,s099/sid404817,host,99,99
s099/sid404848,s099/sid404817,host,99,99
s099/sid404849,s099/sid404817,host,99,99
s099/sid404850,s099/sid404817,host,99,99
s099/sid404852,s099/sid404817,host,99,99
s099/sid404853,s099/sid404817,host,99,99
s099/sid404854,s099/sid404817,host,99,99
s099/sid404855,s099/sid404817,host,99,99
s091/sid381941,s099/sid404847,time,91,99
s091/sid381940,s099/sid404849,time,91,99
s091/sid381940,s091/sid381914,host,91,91
s091/sid381934,s099/sid404842,time,91,99
s091/sid381934,s091/sid381914,host,91,91
s091/sid381932,s099/sid404843,time,91,99
s091/sid381945,s099/sid404853,time,91,99
s091/sid381945,s091/sid381914,host,91,91
s091/sid381918,s099/sid404820,time,91,99
s091/sid381918,s091/sid381915,host,91,91
s091/sid381915,s099/sid404818,time,91,99
s091/sid381915,s091/sid381914,host,91,91
s091/sid381947,s099/sid404855,time,91,99
s091/sid381947,s091/sid381914,host,91,91
s091/sid381919,s099/sid404824,time,91,99
s091/sid381924,s099/sid404827,time,91,99
s091/sid909288,s099/sid404835,time,91,99
s091/sid381933,s099/sid404840,time,91,99
s091/sid381933,s091/sid381914,host,91,91
s091/sid381916,s099/sid404819,time,91,99
s091/sid381942,s099/sid404848,time,91,99
s091/sid381942,s091/sid381914,host,91,91
s091/sid381925,s099/sid404831,time,91,99
s091/sid381925,s091/sid381914,host,91,91
s091/sid381929,s099/sid404833,time,91,99
s091/sid381929,s091/sid381921,host,91,91
s091/sid381943,s099/sid404850,time,91,99
s091/sid381920,s099/sid404826,time,91,99
s091/sid381920,s091/sid381914,host,91,91
s091/sid381935,s099/sid404841,time,91,99
s091/sid381935,s091/sid381914,host,91,91
s091/sid1026993,s099/sid404854,time,91,99
s091/sid381944,s099/sid404852,time,91,99
s091/sid381944,s091/sid381914,host,91,91
s091/sid880910,s099/sid404830,time,91,99
s091/sid381914,s099/sid404817,time,91,99
s091/sid381921,s091/sid381914,host,91,91
s091/sid381923,s091/sid381914,host,91,91
s091/sid381926,s091/sid381914,host,91,91
s091/sid381927,s091/sid381915,host,91,91
s091/sid381931,s091/sid381914,host,91,91
s091/sid381937,s091/sid381915,host,91,91
s091/sid381939,s091/sid381914,host,91,91
s091/sid381948,s091/sid381914,host,91,91
s084/sid351332,s091/sid381929,time,84,91
s084/sid351332,s084/sid351320,host,84,84
s084/sid853469,s091/sid880910,time,84,91
s084/sid351330,s091/sid381926,time,84,91
s084/sid351330,s084/sid351320,host,84,84
s084/sid351326,s091/sid381920,time,84,91
s084/sid351326,s084/sid351320,host,84,84
s084/sid837745,s091/sid381924,time,84,91
s084/sid351336,s091/sid381934,time,84,91
s084/sid351336,s084/sid351320,host,84,84
s084/sid351327,s091/sid381921,time,84,91
s084/sid351327,s084/sid351320,host,84,84
s084/sid351321,s091/sid381915,time,84,91
s084/sid351321,s084/sid351320,host,84,84
s084/sid351343,s091/sid381942,time,84,91
s084/sid1011843,s091/sid381943,time,84,91
s084/sid351324,s091/sid381918,time,84,91
s084/sid351324,s084/sid351321,host,84,84
s084/sid954218,s091/sid381932,time,84,91
s084/sid351320,s091/sid381914,time,84,91
s084/sid351323,s091/sid381914,time,84,91
s084/sid351323,s084/sid351320,host,84,84
s084/sid351338,s091/sid381935,time,84,91
s084/sid351338,s084/sid351320,host,84,84
s084/sid351335,s091/sid381937,time,84,91
s084/sid351335,s084/sid351321,host,84,84
s084/sid982754,s091/sid381940,time,84,91
s084/sid351351,s091/sid381948,time,84,91
s084/sid351351,s084/sid351320,host,84,84
s084/sid351342,s091/sid381941,time,84,91
s084/sid351342,s084/sid351320,host,84,84
s084/sid351331,s091/sid381925,time,84,91
s084/sid909177,s091/sid909288,time,84,91
s084/sid994341,s091/sid1026993,time,84,91
s084/sid351344,s091/sid381945,time,84,91
s084/sid351344,s084/sid351321,host,84,84
s084/sid351325,s091/sid381923,time,84,91
s084/sid351325,s084/sid351320,host,84,84
s084/sid351337,s091/sid381933,time,84,91
s084/sid351322,s091/sid381916,time,84,91
s084/sid351334,s091/sid381931,time,84,91
s084/sid351334,s084/sid351320,host,84,84
s084/sid351329,s091/sid381927,time,84,91
s084/sid351329,s084/sid351320,host,84,84
s084/sid351345,s091/sid381944,time,84,91
s084/sid351345,s084/sid351321,host,84,84
s084/sid755654,s091/sid381919,time,84,91
s084/sid351348,s091/sid381947,time,84,91
s084/sid351339,s084/sid351320,host,84,84
s078/sid1012251,s084/sid994341,time,78,84
s078/sid332897,s084/sid351320,time,78,84
s078/sid332924,s084/sid351351,time,78,84
s078/sid332924,s078/sid332898,host,78,78
s078/sid332899,s084/sid351323,time,78,84
s078/sid332899,s078/sid332897,host,78,78
s078/sid332914,s084/sid351336,time,78,84
s078/sid332914,s078/sid332898,host,78,78
s078/sid332902,s084/sid351327,time,78,84
s078/sid332902,s078/sid332897,host,78,78
s078/sid332918,s084/sid351345,time,78,84
s078/sid332918,s078/sid332898,host,78,78
s078/sid332909,s084/sid351335,time,78,84
s078/sid332909,s078/sid332898,host,78,78
s078/sid332900,s084/sid351324,time,78,84
s078/sid332900,s078/sid332898,host,78,78
s078/sid332919,s084/sid351343,time,78,84
s078/sid332903,s084/sid351325,time,78,84
s078/sid332906,s084/sid837745,time,78,84
s078/sid954554,s084/sid351348,time,78,84
s078/sid797185,s084/sid351331,time,78,84
s078/sid332898,s084/sid351321,time,78,84
s078/sid332901,s084/sid351326,time,78,84
s078/sid332901,s078/sid332897,host,78,78
s078/sid332911,s084/sid351342,time,78,84
s078/sid332905,s084/sid351332,time,78,84
s078/sid629959,s084/sid351322,time,78,84
s078/sid906621,s084/sid909177,time,78,84
s078/sid332916,s084/sid351344,time,78,84
s078/sid332917,s084/sid351338,time,78,84
s078/sid332917,s078/sid332897,host,78,78
s078/sid332904,s084/sid351329,time,78,84
s078/sid332904,s078/sid332897,host,78,78
s078/sid833136,s084/sid853469,time,78,84
s078/sid332910,s084/sid351334,time,78,84
s078/sid721521,s084/sid755654,time,78,84
s078/sid1003639,s084/sid1011843,time,78,84
s078/sid985749,s084/sid982754,time,78,84
s078/sid332912,s084/sid351337,time,78,84
s078/sid955623,s084/sid954218,time,78,84
s078/sid808547,s084/sid351330,time,78,84
s078/sid332915,s078/sid332899,host,78,78
s078/sid332922,s078/sid332898,host,78,78
s078/sid332923,s078/sid332898,host,78,78
s078/sid332926,s078/sid332897,host,78,78
s078/sid332927,s078/sid332897,host,78,78
s072/sid307030,s078/sid332901,time,72,78
