source,target,kind,layer_from,layer_to
s099/sid333425,s099/sid333424,host,99,99
s099/sid333427,s099/sid333424,host,99,99
s099/sid333429,s099/sid333424,host,99,99
s099/sid333431,s099/sid333424,host,99,99
s099/sid333432,s099/sid333424,host,99,99
s099/sid333433,s099/sid333424,host,99,99
s099/sid333434,s099/sid333424,host,99,99
s099/sid333435,s099/sid333424,host,99,99
s099/sid333441,s099/sid333424,host,99,99
s099/sid333442,s099/sid333425,host,99,99
s099/sid333446,s099/sid333424,host,99,99
s099/sid333447,s099/sid333424,host,99,99
s099/sid333449,s099/sid333424,host,99,99
s099/sid333451,s099/sid333424,host,99,99
s099/sid333453,s099/sid333424,host,99,99
s099/sid333454,s099/sid333424,host,99,99
s099/sid333458,s099/sid333424,host,99,99
s099/sid333460,s099/sid333432,host,99,99
s099/sid333461,s099/sid333424,host,99,99
s099/sid333463,s099/sid333424,host,99,99
s099/sid333465,s099/sid333424,host,99,99
s099/sid333468,s099/sid333425,host,99,99
s099/sid333469,s099/sid333424,host,99,99
s099/sid333470,s099/sid333424,host,99,99
s099/sid333471,s099/sid333424,host,99,99
s099/sid333472,s099/sid333432,host,99,99
s099/sid333473,s099/sid333424,host,99,99
s099/sid333474,s099/sid333424,host,99,99
s099/sid333475,s099/sid333424,host,99,99
s099/sid333477,s099/sid333424,host,99,99
s099/sid333478,s099/sid333424,host,99,99
s099/sid333479,s099/sid333424,host,99,99
s099/sid333481,s099/sid333424,host,99,99
s099/sid333484,s099/sid333424,host,99,99
s099/sid333485,s099/sid333424,host,99,99
s099/sid333487,s099/sid333424,host,99,99
s099/sid333488,s099/sid333424,host,99,99
s099/sid333491,s099/sid333424,host,99,99
s099/sid333492,s099/sid333424,host,99,99
s099/sid333493,s099/sid333424,host,99,99
s099/sid333495,s099/sid333424,host,99,99
s099/sid333498,s099/sid333424,host,99,99
s099/sid333499,s099/sid333424,host,99,99
s099/sid333500,s099/sid333424,host,99,99
s099/sid333506,s099/sid333424,host,99,99
s099/sid333507,s099/sid333424,host,99,99
s099/sid333508,s099/sid333424,host,99,99
s099/sid333509,s099/sid333424,host,99,99
s099/sid333510,s099/sid333424,host,99,99
s099/sid333511,s099/sid333425,host,99,99
s099/sid333513,s099/sid333424,host,99,99
s099/sid333514,s099/sid333424,host,99,99
s099/sid333518,s099/sid333424,host,99,99
s099/sid333519,s099/sid333424,host,99,99
s099/sid333522,s099/sid333424,host,99,99
s091/sid314027,s099/sid333518,time,91,99
s091/sid314027,s091/sid313950,host,91,91
s091/sid313959,s099/sid333433,time,91,99
s091/sid313959,s091/sid313951,host,91,91
s091/sid940006,s099/sid333478,time,91,99
s091/sid313991,s099/sid333475,time,91,99
s091/sid314005,s099/sid333510,time,91,99
s091/sid314005,s091/sid313950,host,91,91
s091/sid314019,s099/sid333484,time,91,99
s091/sid313960,s099/sid333434,time,91,99
s091/sid313960,s091/sid313959,host,91,91
s091/sid314002,s099/sid333488,time,91,99
s091/sid314002,s091/sid313950,host,91,91
s091/sid993608,s099/sid333485,time,91,99
s091/sid314016,s099/sid333514,time,91,99
s091/sid313962,s099/sid333441,time,91,99
s091/sid313962,s091/sid313950,host,91,91
s091/sid313972,s099/sid333453,time,91,99
s091/sid313975,s099/sid333458,time,91,99
s091/sid313975,s091/sid313950,host,91,91
s091/sid314014,s099/sid333513,time,91,99
s091/sid314014,s091/sid313950,host,91,91
s091/sid314023,s099/sid333506,time,91,99
s091/sid314023,s091/sid313954,host,91,91
s091/sid314013,s099/sid333519,time,91,99
s091/sid314013,s091/sid313950,host,91,91
s091/sid919821,s099/sid333470,time,91,99
s091/sid313979,s099/sid333481,time,91,99
s091/sid313979,s091/sid313950,host,91,91
s091/sid313953,s099/sid333427,time,91,99
