source,target,kind,layer_from,layer_to
s099/sid472549,s099/sid472548,host,99,99
s099/sid472551,s099/sid472548,host,99,99
s099/sid472552,s099/sid472548,host,99,99
s099/sid472553,s099/sid472548,host,99,99
s099/sid472556,s099/sid472548,host,99,99
s099/sid472557,s099/sid472548,host,99,99
s099/sid472559,s099/sid472548,host,99,99
s099/sid472561,s099/sid472548,host,99,99
s099/sid472564,s099/sid472548,host,99,99
s099/sid472568,s099/sid472548,host,99,99
s091/sid445538,s099/sid472548,time,91,99
s091/sid445549,s099/sid472559,time,91,99
s091/sid445549,s091/sid445538,host,91,91
s091/sid445556,s099/sid472564,time,91,99
s091/sid445546,s099/sid472557,time,91,99
s091/sid445540,s099/sid472551,time,91,99
s091/sid445540,s091/sid445538,host,91,91
s091/sid445539,s099/sid472549,time,91,99
s091/sid445539,s091/sid445538,host,91,91
s091/sid445544,s099/sid472553,time,91,99
s091/sid445544,s091/sid445538,host,91,91
s091/sid445553,s099/sid472561,time,91,99
s091/sid445553,s091/sid445538,host,91,91
s091/sid445542,s099/sid472552,time,91,99
s091/sid445542,s091/sid445538,host,91,91
s091/sid445547,s099/sid472556,time,91,99
s091/sid445547,s091/sid445538,host,91,91
s091/sid445545,s091/sid445538,host,91,91
s091/sid445557,s091/sid445538,host,91,91
s084/sid405307,s091/sid445545,time,84,91
s084/sid405307,s084/sid405299,host,84,84
s084/sid405299,s091/sid445538,time,84,91
s084/sid405305,s091/sid445542,time,84,91
s084/sid405305,s084/sid405299,host,84,84
s084/sid405314,s091/sid445553,time,84,91
s084/sid405314,s084/sid405299,host,84,84
s084/sid405319,s091/sid445556,time,84,91
s084/sid405304,s091/sid445544,time,84,91
s084/sid405304,s084/sid405299,host,84,84
s084/sid885779,s091/sid445547,time,84,91
s084/sid405320,s091/sid445557,time,84,91
s084/sid405320,s084/sid405299,host,84,84
s084/sid405312,s091/sid445549,time,84,91
s084/sid405312,s084/sid405299,host,84,84
s084/sid405302,s091/sid445540,time,84,91
s084/sid405302,s084/sid405299,host,84,84
s084/sid885712,s091/sid445546,time,84,91
s084/sid405300,s091/sid445539,time,84,91
s084/sid405315,s084/sid405299,host,84,84
s084/sid405318,s084/sid405299,host,84,84
s084/sid405321,s084/sid405299,host,84,84
s084/sid405323,s084/sid405299,host,84,84
s078/sid362877,s084/sid405319,time,78,84
s078/sid873658,s084/sid885712,time,78,84
s078/sid362875,s084/sid405321,time,78,84
s078/sid362875,s078/sid362852,host,78,78
s078/sid362874,s084/sid405320,time,78,84
s078/sid362874,s078/sid362852,host,78,78
s078/sid362852,s084/sid405299,time,78,84
s078/sid362863,s084/sid405312,time,78,84
s078/sid362863,s078/sid362852,host,78,78
s078/sid362866,s084/sid405314,time,78,84
s078/sid362866,s078/sid362852,host,78,78
s078/sid362856,s084/sid405305,time,78,84
s078/sid362856,s078/sid362852,host,78,78
s078/sid362853,s084/sid405300,time,78,84
s078/sid362853,s078/sid362852,host,78,78
s078/sid362859,s084/sid405307,time,78,84
s078/sid881527,s084/sid885779,time,78,84
s078/sid362854,s084/sid405302,time,78,84
s078/sid362854,s078/sid362852,host,78,78
s078/sid362861,s084/sid405318,time,78,84
s078/sid362858,s084/sid405304,time,78,84
s078/sid362858,s078/sid362852,host,78,78
s078/sid362857,s078/sid362852,host,78,78
s078/sid362865,s078/sid362852,host,78,78
s078/sid362872,s078/sid362852,host,78,78
s078/sid362876,s078/sid362852,host,78,78
s078/sid362882,s078/sid362852,host,78,78
s072/sid824708,s078/sid362859,time,72,78
s072/sid338021,s078/sid362874,time,72,78
s072/sid338023,s078/sid362877,time,72,78
s072/sid338023,s072/sid337996,host,72,72
s072/sid338000,s078/sid362854,time,72,78
s072/sid338000,s072/sid337996,host,72,72
s072/sid337996,s078/sid362852,time,72,78
s072/sid337997,s078/sid362852,time,72,78
s072/sid337997,s072/sid337996,host,72,72
s072/sid854772,s078/sid873658,time,72,78
s072/sid338022,s078/sid362875,time,72,78
s072/sid338022,s072/sid337996,host,72,72
s072/sid338001,s078/sid362858,time,72,78
s072/sid338001,s072/sid337996,host,72,72
