source,target,kind,layer_from,layer_to
s099/sid400979,s099/sid400981,host,99,99
s099/sid400980,s099/sid400973,host,99,99
s099/sid400981,s099/sid400973,host,99,99
s099/sid400983,s099/sid400973,host,99,99
s099/sid400985,s099/sid400973,host,99,99
s099/sid400997,s099/sid400973,host,99,99
s099/sid400999,s099/sid400973,host,99,99
s099/sid401005,s099/sid400973,host,99,99
s091/sid392950,s099/sid400981,time,91,99
s091/sid392950,s091/sid392945,host,91,91
s091/sid392953,s099/sid400980,time,91,99
s091/sid392953,s091/sid392945,host,91,91
s091/sid392957,s099/sid400985,time,91,99
s091/sid392957,s091/sid392945,host,91,91
s091/sid392965,s099/sid400997,time,91,99
s091/sid392966,s099/sid401005,time,91,99
s091/sid392945,s099/sid400973,time,91,99
s091/sid392946,s099/sid400973,time,91,99
s091/sid392946,s091/sid392945,host,91,91
s091/sid392948,s099/sid400983,time,91,99
s091/sid392948,s091/sid392945,host,91,91
s091/sid392963,s099/sid400999,time,91,99
s091/sid392963,s091/sid392945,host,91,91
s091/sid392951,s091/sid392945,host,91,91
s091/sid392956,s091/sid392945,host,91,91
s091/sid392964,s091/sid392945,host,91,91
s091/sid392967,s091/sid392945,host,91,91
s091/sid392968,s091/sid392945,host,91,91
s091/sid392969,s091/sid392945,host,91,91
s091/sid392971,s091/sid392945,host,91,91
s084/sid355954,s091/sid392946,time,84,91
s084/sid355954,s084/sid355953,host,84,84
s084/sid355953,s091/sid392945,time,84,91
s084/sid355957,s091/sid392953,time,84,91
s084/sid355956,s091/sid392948,time,84,91
s084/sid355956,s084/sid355953,host,84,84
s084/sid355966,s091/sid392964,time,84,91
s084/sid355958,s091/sid392967,time,84,91
s084/sid987037,s091/sid392965,time,84,91
s084/sid355960,s091/sid392951,time,84,91
s084/sid355960,s084/sid355954,host,84,84
s084/sid355972,s091/sid392963,time,84,91
s084/sid355972,s084/sid355953,host,84,84
s084/sid355974,s091/sid392966,time,84,91
s084/sid355965,s091/sid392971,time,84,91
s084/sid355959,s091/sid392950,time,84,91
s084/sid355959,s084/sid355954,host,84,84
s084/sid355973,s091/sid392969,time,84,91
s084/sid888748,s091/sid392957,time,84,91
s084/sid355975,s091/sid392968,time,84,91
s084/sid355975,s084/sid355953,host,84,84
s084/sid355962,s084/sid355953,host,84,84
s084/sid355963,s084/sid355953,host,84,84
s084/sid355964,s084/sid355953,host,84,84
s084/sid355969,s084/sid355953,host,84,84
s084/sid355970,s084/sid355953,host,84,84
s084/sid355976,s084/sid355953,host,84,84
s084/sid355979,s084/sid355953,host,84,84
s078/sid327431,s084/sid355960,time,78,84
s078/sid869210,s084/sid355966,time,78,84
s078/sid327448,s084/sid355974,time,78,84
s078/sid327429,s084/sid355956,time,78,84
s078/sid327429,s078/sid327426,host,78,78
s078/sid327426,s084/sid355953,time,78,84
s078/sid327444,s084/sid355975,time,78,84
s078/sid750326,s084/sid355965,time,78,84
s078/sid327427,s084/sid355954,time,78,84
s078/sid327427,s078/sid327426,host,78,78
s078/sid327443,s084/sid987037,time,78,84
s078/sid885254,s084/sid888748,time,78,84
s078/sid327434,s084/sid355962,time,78,84
s078/sid327434,s078/sid327426,host,78,78
s078/sid327442,s084/sid355972,time,78,84
s078/sid327442,s078/sid327427,host,78,78
s078/sid327432,s084/sid355959,time,78,84
s078/sid327432,s078/sid327427,host,78,78
s078/sid327433,s084/sid355957,time,78,84
s078/sid750325,s084/sid355958,time,78,84
s078/sid327445,s084/sid355973,time,78,84
s078/sid327436,s078/sid327426,host,78,78
s078/sid327438,s078/sid327426,host,78,78
s078/sid327441,s078/sid327426,host,78,78
s078/sid327446,s078/sid327426,host,78,78
s078/sid327449,s078/sid327426,host,78,78
s078/sid327450,s078/sid327426,host,78,78
s078/sid327451,s078/sid327427,host,78,78
s072/sid741458,s078/sid750326,time,72,78
