id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid462710,99,462710,1,1,0,1,180.8365020751953
s099/sid462711,99,462711,0,1,1,1,1.8075867891311646
s099/sid462713,99,462713,0,1,1,1,0.9050799608230591
s099/sid462715,99,462715,0,1,1,1,0.5210455060005188
s099/sid462716,99,462716,0,1,1,1,0.3796252906322479
s099/sid462718,99,462718,0,1,1,1,0.11422773450613022
s099/sid462719,99,462719,0,1,1,1,0.29453763365745544
s099/sid462720,99,462720,0,1,1,1,0.2725822329521179
s099/sid462721,99,462721,0,1,1,1,0.12246139347553253
s099/sid462726,99,462726,0,1,1,1,0.14142942428588867
s099/sid462729,99,462729,0,1,1,1,0.11127704381942749
s099/sid462730,99,462730,0,1,1,1,0.10883259028196335
s091/sid430231,91,430231,0,1,0,1,0.1243094652891159
s091/sid954682,91,954682,0,1,0,1,0.20563869178295135
s091/sid430217,91,430217,0,1,1,1,8.474522590637207
s091/sid430216,91,430216,0,1,0,1,164.6781768798828
s091/sid430222,91,430222,0,1,1,1,0.2342810183763504
s091/sid430225,91,430225,0,1,1,1,0.27523329854011536
s091/sid430226,91,430226,0,1,1,1,0.1465110331773758
s091/sid828100,91,828100,0,1,0,1,1.3714523315429688
s091/sid430223,91,430223,0,1,1,1,0.40511301159858704
s091/sid430220,91,430220,0,1,0,1,0.7853294014930725
s091/sid430221,91,430221,0,1,0,1,0.6190299391746521
s091/sid430232,91,430232,0,1,1,1,0.1130431666970253
s084/sid979950,84,979950,0,1,0,1,0.19973737001419067
s084/sid398460,84,398460,0,1,1,1,6.425320625305176
s084/sid835189,84,835189,0,1,0,1,0.8399362564086914
s084/sid398459,84,398459,0,1,0,1,155.42185974121094
s084/sid859099,84,859099,0,1,0,1,0.7029980421066284
s084/sid398464,84,398464,0,1,1,1,0.30443689227104187
s084/sid1015813,84,1015813,0,1,0,1,0.14975954592227936
s084/sid398471,84,398471,0,1,0,1,0.17427660524845123
s084/sid398462,84,398462,0,1,1,1,0.3130009174346924
s084/sid398465,84,398465,0,1,1,1,0.17135532200336456
s084/sid798105,84,798105,0,1,0,1,1.2970788478851318
s084/sid398463,84,398463,0,1,0,1,0.4407132863998413
s084/sid398466,84,398466,0,1,1,1,0.23357678949832916
s084/sid398470,84,398470,0,1,1,1,0.1897943764925003
s084/sid398473,84,398473,0,1,1,0,0.12200821936130524
s078/sid975273,78,975273,0,1,0,1,0.19426092505455017
s078/sid378295,78,378295,0,1,1,1,0.2552465796470642
s078/sid378294,78,378294,0,1,0,1,0.4278116524219513
s078/sid378298,78,378298,0,1,1,1,0.2912707030773163
s078/sid835708,78,835708,0,1,0,1,0.6813951730728149
s078/sid378301,78,378301,0,1,1,1,0.18373940885066986
s078/sid828364,78,828364,0,1,0,1,0.8194360733032227
s078/sid378291,78,378291,0,1,0,1,27.927837371826172
s078/sid378297,78,378297,0,1,1,1,0.37039175629615784
s078/sid1009040,78,1009040,0,1,0,1,0.14742358028888702
s078/sid378302,78,378302,0,1,0,1,0.16247431933879852
s078/sid378290,78,378290,0,1,0,1,124.20683288574219
s078/sid790642,78,790642,0,1,0,1,1.2295180559158325
s078/sid378292,78,378292,0,1,0,1,1.7604749202728271
s078/sid378296,78,378296,0,1,1,1,0.4164162874221802
s078/sid378299,78,378299,0,1,1,1,0.24000145494937897
s078/sid378303,78,378303,0,1,1,1,0.11882028728723526
s078/sid378305,78,378305,0,1,1,1,0.10018792748451233
s072/sid390655,72,390655,0,1,0,1,2.197103500366211
s072/sid498880,72,498880,0,1,0,1,31.063762664794922
s072/sid879482,72,879482,0,1,0,1,0.3887503445148468
s072/sid390654,72,390654,0,1,0,1,107.26532745361328
s072/sid778755,72,778755,0,1,0,1,1.1726609468460083
s072/sid390662,72,390662,0,1,1,1,0.14535029232501984
s072/sid390657,72,390657,0,1,1,1,0.34944790601730347
s072/sid970190,72,970190,0,1,0,1,0.19417829811573029
s072/sid498882,72,498882,0,1,1,1,0.11525908857584
s072/sid390658,72,390658,0,1,1,1,0.26708415150642395
s072/sid868220,72,868220,0,1,0,1,0.461932897567749
s072/sid886396,72,886396,0,1,0,1,0.31092849373817444
s072/sid498881,72,498881,0,1,1,1,0.37742578983306885
s072/sid390663,72,390663,0,1,1,1,0.1194600984454155
s072/sid822631,72,822631,0,1,0,1,0.7029187679290771
s072/sid390656,72,390656,0,1,1,1,0.527642011642456
s072/sid819417,72,819417,0,1,0,1,0.7993770837783813
s072/sid995106,72,995106,0,1,0,1,0.150005504488945
s067/sid365789,67,365789,0,1,0,1,0.4155711531639099
s067/sid365793,67,365793,0,1,0,1,0.14678531885147095
s067/sid482201,67,482201,0,1,0,1,29.51001739501953
s067/sid482204,67,482204,0,1,0,1,0.2166183590888977
s067/sid365785,67,365785,0,1,0,1,100.64787292480469
s067/sid881335,67,881335,0,1,0,1,0.30774158239364624
s067/sid829577,67,829577,0,1,0,1,0.4646482765674591
s067/sid811865,67,811865,0,1,0,1,0.6760547161102295
s067/sid365788,67,365788,0,1,1,1,0.5165485143661499
s067/sid781375,67,781375,0,1,0,1,0.7987751364707947
s067/sid482202,67,482202,0,1,0,1,0.5110700726509094
s067/sid873529,67,873529,0,1,0,1,0.39186426997184753
s067/sid975725,67,975725,0,1,0,1,0.14078451693058014
s067/sid814020,67,814020,0,1,0,1,0.7636094093322754
s067/sid771320,67,771320,0,1,0,1,1.1120305061340332
s067/sid365787,67,365787,0,1,1,1,0.47277337312698364
s067/sid968302,67,968302,0,1,0,1,0.18804141879081726
s067/sid365786,67,365786,0,1,0,1,2.1386897563934326
s067/sid365791,67,365791,0,1,1,0,0.20656456053256989
s067/sid365792,67,365792,0,1,1,1,0.1511191725730896
s067/sid365794,67,365794,0,1,1,1,0.13435490429401398
s059/sid323883,59,323883,0,1,0,1,0.16863970458507538
s059/sid867282,59,867282,0,1,0,1,0.41610145568847656
s059/sid752563,59,752563,0,1,0,1,1.0718482732772827
s059/sid323873,59,323873,0,1,1,1,0.7221924066543579
s059/sid323874,59,323874,0,1,0,1,0.4760265052318573
s059/sid1001357,59,1001357,0,1,0,1,0.13598963618278503
s059/sid916540,59,916540,0,1,0,1,0.24996747076511383
s059/sid796721,59,796721,0,1,0,1,0.7553045749664307
s059/sid973894,59,973894,0,1,0,1,0.17915359139442444
s059/sid664233,59,664233,0,1,0,1,1.9894897937774658
