source,target,kind,layer_from,layer_to
s099/sid436937,s099/sid436932,host,99,99
s099/sid436939,s099/sid436932,host,99,99
s099/sid436940,s099/sid436932,host,99,99
s099/sid436951,s099/sid436932,host,99,99
s099/sid436956,s099/sid436932,host,99,99
s099/sid436967,s099/sid436932,host,99,99
s099/sid436974,s099/sid436932,host,99,99
s099/sid436976,s099/sid436932,host,99,99
s099/sid436978,s099/sid436932,host,99,99
s091/sid410019,s099/sid436932,time,91,99
s091/sid410023,s099/sid436932,time,91,99
s091/sid410023,s091/sid410019,host,91,91
s091/sid410027,s099/sid436932,time,91,99
s091/sid410027,s091/sid410019,host,91,91
s091/sid410054,s099/sid436974,time,91,99
s091/sid410054,s091/sid410019,host,91,91
s091/sid410043,s099/sid436967,time,91,99
s091/sid410043,s091/sid410019,host,91,91
s091/sid410038,s099/sid436951,time,91,99
s091/sid410022,s099/sid436937,time,91,99
s091/sid410022,s091/sid410019,host,91,91
s091/sid410029,s099/sid436940,time,91,99
s091/sid410029,s091/sid410019,host,91,91
s091/sid410025,s099/sid436939,time,91,99
s091/sid410025,s091/sid410019,host,91,91
s091/sid410052,s099/sid436976,time,91,99
s091/sid948261,s099/sid436978,time,91,99
s091/sid886892,s099/sid436956,time,91,99
s091/sid410021,s091/sid410019,host,91,91
s091/sid410031,s091/sid410019,host,91,91
s091/sid410042,s091/sid410019,host,91,91
s091/sid410046,s091/sid410019,host,91,91
s091/sid410049,s091/sid410019,host,91,91
s091/sid410057,s091/sid410019,host,91,91
s091/sid410063,s091/sid410019,host,91,91
s084/sid383677,s091/sid410052,time,84,91
s084/sid383677,s084/sid383646,host,84,84
s084/sid383668,s091/sid410043,time,84,91
s084/sid383668,s084/sid383646,host,84,84
s084/sid383646,s091/sid410019,time,84,91
s084/sid383650,s091/sid410023,time,84,91
s084/sid383650,s084/sid383646,host,84,84
s084/sid383658,s091/sid410042,time,84,91
s084/sid383658,s084/sid383646,host,84,84
s084/sid968889,s091/sid948261,time,84,91
s084/sid383665,s091/sid410046,time,84,91
s084/sid383665,s084/sid383646,host,84,84
s084/sid383673,s091/sid410049,time,84,91
s084/sid383673,s084/sid383646,host,84,84
s084/sid383663,s091/sid410038,time,84,91
s084/sid383670,s091/sid410057,time,84,91
s084/sid383652,s091/sid410025,time,84,91
s084/sid383652,s084/sid383646,host,84,84
s084/sid383653,s091/sid410031,time,84,91
s084/sid383675,s091/sid410054,time,84,91
s084/sid383675,s084/sid383646,host,84,84
s084/sid383681,s091/sid410063,time,84,91
s084/sid383681,s084/sid383646,host,84,84
s084/sid383648,s091/sid410021,time,84,91
s084/sid383648,s084/sid383646,host,84,84
s084/sid912273,s091/sid886892,time,84,91
s084/sid383654,s091/sid410029,time,84,91
s084/sid383654,s084/sid383646,host,84,84
s084/sid383649,s091/sid410022,time,84,91
s084/sid383649,s084/sid383646,host,84,84
s084/sid383656,s084/sid383646,host,84,84
s084/sid383664,s084/sid383646,host,84,84
s084/sid383666,s084/sid383646,host,84,84
s084/sid383667,s084/sid383646,host,84,84
