source,target,kind,layer_from,layer_to
s099/sid348903,s099/sid348901,host,99,99
s099/sid348908,s099/sid348901,host,99,99
s099/sid348909,s099/sid348901,host,99,99
s099/sid348910,s099/sid348901,host,99,99
s099/sid348913,s099/sid348901,host,99,99
s099/sid348915,s099/sid348901,host,99,99
s099/sid348918,s099/sid348901,host,99,99
s099/sid348919,s099/sid348901,host,99,99
s099/sid348920,s099/sid348901,host,99,99
s099/sid348921,s099/sid348901,host,99,99
s099/sid348923,s099/sid348901,host,99,99
s099/sid348929,s099/sid348901,host,99,99
s099/sid348930,s099/sid348901,host,99,99
s099/sid348933,s099/sid348901,host,99,99
s099/sid348937,s099/sid348901,host,99,99
s099/sid348939,s099/sid348901,host,99,99
s099/sid348941,s099/sid348901,host,99,99
s099/sid348944,s099/sid348901,host,99,99
s099/sid348947,s099/sid348901,host,99,99
s099/sid348951,s099/sid348901,host,99,99
s099/sid348955,s099/sid348901,host,99,99
s099/sid348957,s099/sid348901,host,99,99
s099/sid348958,s099/sid348913,host,99,99
s099/sid348963,s099/sid348901,host,99,99
s099/sid348965,s099/sid348901,host,99,99
s099/sid348967,s099/sid348901,host,99,99
s099/sid348969,s099/sid348901,host,99,99
s099/sid348970,s099/sid348901,host,99,99
s091/sid327599,s099/sid348908,time,91,99
s091/sid327599,s091/sid327593,host,91,91
s091/sid327593,s099/sid348901,time,91,99
s091/sid327611,s099/sid348921,time,91,99
s091/sid327611,s091/sid327593,host,91,91
s091/sid691727,s099/sid348939,time,91,99
s091/sid327655,s099/sid348965,time,91,99
s091/sid327607,s099/sid348915,time,91,99
s091/sid327615,s099/sid348923,time,91,99
s091/sid327615,s091/sid327593,host,91,91
s091/sid327631,s099/sid348944,time,91,99
s091/sid327601,s099/sid348910,time,91,99
s091/sid327601,s091/sid327593,host,91,91
s091/sid327610,s099/sid348920,time,91,99
s091/sid327610,s091/sid327593,host,91,91
s091/sid327613,s099/sid348918,time,91,99
s091/sid327613,s091/sid327593,host,91,91
s091/sid327660,s099/sid348970,time,91,99
s091/sid327660,s091/sid327593,host,91,91
s091/sid327621,s099/sid348933,time,91,99
s091/sid327621,s091/sid327593,host,91,91
s091/sid327617,s099/sid348930,time,91,99
s091/sid327650,s099/sid348969,time,91,99
s091/sid327636,s099/sid348951,time,91,99
s091/sid327635,s099/sid348958,time,91,99
s091/sid327635,s091/sid327603,host,91,91
s091/sid327602,s099/sid348909,time,91,99
s091/sid327602,s091/sid327593,host,91,91
s091/sid327603,s099/sid348913,time,91,99
s091/sid327603,s091/sid327593,host,91,91
s091/sid327651,s099/sid348955,time,91,99
s091/sid327651,s091/sid327593,host,91,91
s091/sid327606,s099/sid348919,time,91,99
s091/sid327616,s099/sid348937,time,91,99
s091/sid327616,s091/sid327593,host,91,91
s091/sid327595,s099/sid348903,time,91,99
s091/sid327622,s099/sid348929,time,91,99
s091/sid327622,s091/sid327593,host,91,91
s091/sid327653,s099/sid348963,time,91,99
s091/sid327653,s091/sid327593,host,91,91
s091/sid327663,s099/sid348967,time,91,99
s091/sid327663,s091/sid327593,host,91,91
s091/sid327632,s099/sid348941,time,91,99
s091/sid327632,s091/sid327593,host,91,91
s091/sid327646,s099/sid348957,time,91,99
s091/sid327646,s091/sid327593,host,91,91
s091/sid327638,s099/sid348947,time,91,99
s091/sid327638,s091/sid327593,host,91,91
s091/sid327596,s091/sid327593,host,91,91
s091/sid327598,s091/sid327593,host,91,91
s091/sid327624,s091/sid327598,host,91,91
s091/sid327625,s091/sid327593,host,91,91
s091/sid327633,s091/sid327593,host,91,91
s091/sid327634,s091/sid327593,host,91,91
s091/sid327637,s091/sid327593,host,91,91
s091/sid327640,s091/sid327593,host,91,91
s091/sid327645,s091/sid327593,host,91,91
s091/sid327652,s091/sid327595,host,91,91
s091/sid327656,s091/sid327593,host,91,91
s084/sid307774,s091/sid327611,time,84,91
s084/sid307797,s091/sid327651,time,84,91
s084/sid307797,s084/sid307761,host,84,84
s084/sid307814,s091/sid327663,time,84,91
s084/sid307775,s091/sid327615,time,84,91
s084/sid307800,s091/sid327640,time,84,91
s084/sid307800,s084/sid307776,host,84,84
s084/sid307808,s091/sid327656,time,84,91
s084/sid307808,s084/sid307771,host,84,84
s084/sid307769,s091/sid327610,time,84,91
s084/sid307769,s084/sid307761,host,84,84
s084/sid307766,s091/sid327602,time,84,91
s084/sid307793,s091/sid327638,time,84,91
s084/sid307793,s084/sid307761,host,84,84
s084/sid736795,s091/sid327636,time,84,91
s084/sid307781,s091/sid327624,time,84,91
s084/sid307781,s084/sid307761,host,84,84
s084/sid1009402,s091/sid327660,time,84,91
s084/sid307764,s091/sid327598,time,84,91
s084/sid307764,s084/sid307761,host,84,84
