source,target,kind,layer_from,layer_to
s099/sid362995,s099/sid362994,host,99,99
s099/sid362998,s099/sid362994,host,99,99
s099/sid363003,s099/sid362994,host,99,99
s099/sid363006,s099/sid362994,host,99,99
s099/sid363007,s099/sid362994,host,99,99
s099/sid363011,s099/sid362994,host,99,99
s099/sid363012,s099/sid362994,host,99,99
s099/sid363014,s099/sid362994,host,99,99
s099/sid363017,s099/sid362995,host,99,99
s099/sid363018,s099/sid362994,host,99,99
s099/sid363020,s099/sid362994,host,99,99
s099/sid363027,s099/sid362994,host,99,99
s099/sid363028,s099/sid363007,host,99,99
s099/sid363029,s099/sid362994,host,99,99
s099/sid363032,s099/sid362994,host,99,99
s099/sid363033,s099/sid362994,host,99,99
s099/sid363040,s099/sid362994,host,99,99
s099/sid363042,s099/sid362994,host,99,99
s099/sid363043,s099/sid362994,host,99,99
s099/sid363045,s099/sid362994,host,99,99
s099/sid363046,s099/sid362994,host,99,99
s099/sid363049,s099/sid362994,host,99,99
s099/sid363056,s099/sid362994,host,99,99
s099/sid363058,s099/sid362994,host,99,99
s099/sid363059,s099/sid362994,host,99,99
s099/sid363060,s099/sid362994,host,99,99
s099/sid363061,s099/sid362994,host,99,99
s099/sid363062,s099/sid362995,host,99,99
s099/sid363063,s099/sid362994,host,99,99
s099/sid363065,s099/sid362994,host,99,99
s091/sid347873,s099/sid362994,time,91,99
s091/sid347880,s099/sid363014,time,91,99
s091/sid347880,s091/sid347873,host,91,91
s091/sid347876,s099/sid362998,time,91,99
s091/sid347876,s091/sid347873,host,91,91
s091/sid347896,s099/sid363029,time,91,99
s091/sid347896,s091/sid347873,host,91,91
s091/sid347874,s099/sid362995,time,91,99
s091/sid347937,s099/sid363065,time,91,99
s091/sid959407,s099/sid363042,time,91,99
s091/sid347883,s099/sid363003,time,91,99
s091/sid347921,s099/sid363062,time,91,99
s091/sid347921,s091/sid347873,host,91,91
s091/sid347931,s099/sid363061,time,91,99
s091/sid347931,s091/sid347874,host,91,91
s091/sid347900,s099/sid363028,time,91,99
s091/sid347900,s091/sid347873,host,91,91
s091/sid347905,s099/sid363032,time,91,99
s091/sid347882,s099/sid363006,time,91,99
s091/sid841746,s099/sid363007,time,91,99
s091/sid347893,s099/sid363018,time,91,99
s091/sid347893,s091/sid347873,host,91,91
s091/sid347885,s099/sid363017,time,91,99
s091/sid347885,s091/sid347874,host,91,91
s091/sid347915,s099/sid363033,time,91,99
s091/sid347902,s099/sid363046,time,91,99
s091/sid347925,s099/sid363056,time,91,99
s091/sid347925,s091/sid347873,host,91,91
s091/sid347903,s099/sid363027,time,91,99
s091/sid347903,s091/sid347873,host,91,91
s091/sid347929,s099/sid363059,time,91,99
s091/sid347914,s099/sid363043,time,91,99
s091/sid896088,s099/sid363020,time,91,99
s091/sid347887,s099/sid363011,time,91,99
s091/sid347887,s091/sid347873,host,91,91
s091/sid347922,s099/sid363063,time,91,99
s091/sid347917,s099/sid363045,time,91,99
s091/sid347912,s099/sid363060,time,91,99
s091/sid347912,s091/sid347873,host,91,91
s091/sid347933,s099/sid363058,time,91,99
s091/sid347933,s091/sid347874,host,91,91
s091/sid347891,s099/sid363012,time,91,99
s091/sid347891,s091/sid347873,host,91,91
s091/sid347932,s099/sid363040,time,91,99
s091/sid347932,s091/sid347873,host,91,91
s091/sid347918,s099/sid363049,time,91,99
s091/sid347918,s091/sid347873,host,91,91
s091/sid347879,s091/sid347874,host,91,91
s091/sid347890,s091/sid347873,host,91,91
s091/sid347892,s091/sid347873,host,91,91
s091/sid347894,s091/sid347873,host,91,91
s091/sid347895,s091/sid347873,host,91,91
s091/sid347899,s091/sid347873,host,91,91
s091/sid347906,s091/sid347873,host,91,91
s091/sid347908,s091/sid347873,host,91,91
s091/sid347919,s091/sid347873,host,91,91
s091/sid347920,s091/sid347873,host,91,91
s091/sid347923,s091/sid347873,host,91,91
s091/sid347924,s091/sid347874,host,91,91
s091/sid347930,s091/sid347874,host,91,91
s091/sid347935,s091/sid347873,host,91,91
s091/sid347936,s091/sid347873,host,91,91
s084/sid337919,s091/sid347890,time,84,91
s084/sid955249,s091/sid347914,time,84,91
s084/sid337952,s091/sid347929,time,84,91
s084/sid955096,s091/sid347922,time,84,91
s084/sid337942,s091/sid347917,time,84,91
s084/sid337912,s091/sid347873,time,84,91
s084/sid452836,s091/sid347879,time,84,91
s084/sid337932,s091/sid347899,time,84,91
s084/sid337932,s084/sid337912,host,84,84
s084/sid337928,s091/sid347893,time,84,91
s084/sid337928,s084/sid337912,host,84,84
s084/sid337945,s091/sid347905,time,84,91
s084/sid946501,s091/sid959407,time,84,91
s084/sid337918,s091/sid347887,time,84,91
s084/sid337918,s084/sid337912,host,84,84
s084/sid337956,s091/sid347935,time,84,91
s084/sid337926,s091/sid347900,time,84,91
s084/sid337926,s084/sid337912,host,84,84
s084/sid802672,s091/sid347894,time,84,91
