id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid406941,99,406941,1,1,0,1,240.61166381835938
s099/sid406942,99,406942,0,1,1,1,64.24435424804688
s099/sid406943,99,406943,0,1,1,1,4.401159763336182
s099/sid406947,99,406947,0,1,1,1,0.361205518245697
s099/sid406952,99,406952,0,1,1,1,0.15731598436832428
s099/sid406953,99,406953,0,1,1,1,0.13507775962352753
s099/sid406955,99,406955,0,1,1,1,0.12472981959581375
s099/sid406958,99,406958,0,1,1,1,0.11114416271448135
s099/sid406959,99,406959,0,1,1,1,0.10197819769382477
s091/sid378902,91,378902,0,1,1,1,0.12472981959581375
s091/sid378898,91,378898,0,1,1,1,0.15285396575927734
s091/sid378895,91,378895,0,1,1,1,0.1661217361688614
s091/sid378884,91,378884,0,1,0,1,213.5253448486328
s091/sid892875,91,892875,0,1,0,1,0.5894124507904053
s091/sid378896,91,378896,0,1,1,1,0.1573927104473114
s091/sid378886,91,378886,0,1,1,1,4.077250003814697
s091/sid378885,91,378885,0,1,0,1,93.56790924072266
s091/sid378897,91,378897,0,1,0,1,0.15089403092861176
s091/sid378890,91,378890,0,1,1,1,0.48009148240089417
s091/sid378891,91,378891,0,1,1,0,0.38826265931129456
s091/sid378893,91,378893,0,1,1,1,0.31471964716911316
s091/sid378899,91,378899,0,1,1,1,0.12365851551294327
s091/sid378908,91,378908,0,1,1,1,0.10551933199167252
s091/sid378909,91,378909,0,1,1,1,0.10280267149209976
s084/sid344609,84,344609,0,1,1,1,0.16196130216121674
s084/sid868890,84,868890,0,1,0,1,0.5943376421928406
s084/sid344606,84,344606,0,1,1,1,0.24963830411434174
s084/sid994527,84,994527,0,1,0,1,0.12589780986309052
s084/sid344620,84,344620,0,1,1,1,0.10258841514587402
s084/sid961989,84,961989,0,1,0,1,0.18748407065868378
s084/sid985270,84,985270,0,1,0,1,0.1672695130109787
s084/sid344596,84,344596,0,1,0,1,101.3385238647461
s084/sid344600,84,344600,0,1,1,1,0.4927789270877838
s084/sid344595,84,344595,0,1,0,1,190.4432830810547
s084/sid344612,84,344612,0,1,1,1,0.13841746747493744
s084/sid920899,84,920899,0,1,0,1,0.30225592851638794
s084/sid344597,84,344597,0,1,1,1,8.992060661315918
s084/sid344603,84,344603,0,1,0,1,0.3660643696784973
s084/sid344614,84,344614,0,1,1,1,0.14320261776447296
s084/sid344601,84,344601,0,1,1,0,0.4497388005256653
s084/sid344602,84,344602,0,1,1,1,0.39648860692977905
s084/sid344607,84,344607,0,1,1,0,0.21113315224647522
s084/sid344608,84,344608,0,1,1,1,0.12844353914260864
s084/sid344611,84,344611,0,1,1,1,0.1368534117937088
s084/sid344615,84,344615,0,1,1,1,0.14259439706802368
s084/sid344617,84,344617,0,1,1,1,0.11633018404245377
s084/sid344619,84,344619,0,1,1,1,0.11218814551830292
s078/sid372294,78,372294,0,1,0,1,0.5750246644020081
s078/sid372299,78,372299,0,1,0,1,0.19973888993263245
s078/sid372303,78,372303,0,1,0,0,0.14309507608413696
s078/sid965259,78,965259,0,1,0,1,0.15737226605415344
s078/sid869782,78,869782,0,1,0,1,0.3945297300815582
s078/sid372302,78,372302,0,1,0,1,0.1393296718597412
s078/sid372295,78,372295,0,1,1,1,0.6216761469841003
s078/sid415938,78,415938,0,1,1,1,0.18505705893039703
s078/sid415942,78,415942,0,1,1,1,0.10624702274799347
s078/sid372291,78,372291,0,1,0,1,178.43104553222656
s078/sid415934,78,415934,0,1,0,1,107.10201263427734
s078/sid1031300,78,1031300,0,1,0,1,0.12509794533252716
s078/sid999581,78,999581,0,1,0,1,0.1611221581697464
s078/sid372292,78,372292,0,1,1,1,8.951780319213867
s078/sid415940,78,415940,0,1,1,1,0.20321433246135712
s078/sid372305,78,372305,0,1,0,1,0.15132366120815277
s078/sid1024447,78,1024447,0,1,0,1,0.13401232659816742
