id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid429471,99,429471,1,1,0,1,211.97996520996094
s099/sid429473,99,429473,0,1,1,1,3.61476469039917
s099/sid429476,99,429476,0,1,1,1,1.9280414581298828
s099/sid429478,99,429478,0,1,1,1,0.859590470790863
s099/sid429479,99,429479,0,1,1,1,1.081433892250061
s099/sid429483,99,429483,0,1,1,1,0.3023685812950134
s099/sid429485,99,429485,0,1,1,1,0.16924698650836945
s099/sid429486,99,429486,0,1,1,1,0.16222035884857178
s091/sid423651,91,423651,0,1,0,1,0.19948239624500275
s091/sid423639,91,423639,0,1,1,1,3.610450506210327
s091/sid423642,91,423642,0,1,1,1,1.3750735521316528
s091/sid423648,91,423648,0,1,0,1,0.23683831095695496
s091/sid887196,91,887196,0,1,0,1,0.6316366195678711
s091/sid423638,91,423638,0,1,0,1,202.4391326904297
s091/sid423640,91,423640,0,1,0,1,3.0130882263183594
s091/sid423641,91,423641,0,1,1,1,1.1672844886779785
s091/sid423643,91,423643,0,1,1,1,1.0735738277435303
s091/sid423649,91,423649,0,1,1,0,0.2200360745191574
s091/sid423650,91,423650,0,1,1,1,0.20641767978668213
s091/sid423654,91,423654,0,1,1,1,0.14837616682052612
s091/sid423656,91,423656,0,1,1,1,0.110744908452034
s084/sid380739,84,380739,0,1,0,1,1.3121201992034912
s084/sid1011711,84,1011711,0,1,0,1,0.15378586947917938
s084/sid380758,84,380758,0,1,1,1,0.10229240357875824
s084/sid380735,84,380735,0,1,0,1,203.5357208251953
s084/sid380749,84,380749,0,1,0,1,0.17612546682357788
s084/sid953689,84,953689,0,1,0,1,0.2426794171333313
s084/sid380736,84,380736,0,1,1,1,5.362277507781982
s084/sid380747,84,380747,0,1,0,1,0.21377383172512054
s084/sid380738,84,380738,0,1,0,1,2.8273394107818604
s084/sid380740,84,380740,0,1,1,1,1.5139133930206299
s084/sid859330,84,859330,0,1,0,1,0.617426335811615
s084/sid380737,84,380737,0,1,0,1,3.216754913330078
s084/sid380742,84,380742,0,1,1,0,0.959081768989563
s084/sid380743,84,380743,0,1,1,1,0.32545211911201477
s084/sid380745,84,380745,0,1,1,0,0.2418287694454193
s084/sid380757,84,380757,0,1,1,0,0.10343221575021744
s084/sid380759,84,380759,0,1,1,1,0.10117717832326889
s084/sid380760,84,380760,0,1,1,1,0.10143134742975235
s078/sid352017,78,352017,0,1,0,1,1.3199987411499023
s078/sid352035,78,352035,0,1,0,1,0.10766302794218063
s078/sid352025,78,352025,0,1,1,1,0.17247697710990906
s078/sid352014,78,352014,0,1,0,1,205.57110595703125
s078/sid352036,78,352036,0,1,0,1,0.10760943591594696
s078/sid1008279,78,1008279,0,1,0,1,0.14920613169670105
s078/sid352018,78,352018,0,1,1,1,1.6138365268707275
s078/sid847542,78,847542,0,1,0,1,0.5795871019363403
s078/sid352027,78,352027,0,1,0,1,0.16564099490642548
s078/sid958881,78,958881,0,1,0,1,0.20456665754318237
s078/sid948989,78,948989,0,1,0,1,0.2400064468383789
s078/sid352015,78,352015,0,1,1,1,5.830894470214844
s078/sid352020,78,352020,0,1,1,1,0.31596001982688904
s078/sid701698,78,701698,0,1,0,1,3.039489507675171
s078/sid352016,78,352016,0,1,0,1,3.056828260421753
s078/sid352019,78,352019,0,1,1,1,1.1187050342559814
s078/sid352022,78,352022,0,1,1,0,0.24377332627773285
s078/sid352023,78,352023,0,1,1,1,0.10402152687311172
s078/sid352024,78,352024,0,1,1,0,0.18734517693519592
s078/sid352029,78,352029,0,1,1,0,0.14564993977546692
s078/sid352030,78,352030,0,1,1,1,0.13522228598594666
s078/sid352031,78,352031,0,1,1,0,0.11851660162210464
s078/sid352032,78,352032,0,1,1,0,0.119074247777462
s078/sid352034,78,352034,0,1,1,0,0.1123780608177185
s072/sid336946,72,336946,0,1,0,1,189.02244567871094
s072/sid336947,72,336947,0,1,1,1,5.5379862785339355
s072/sid692554,72,692554,0,1,0,1,2.9512832164764404
s072/sid336958,72,336958,0,1,1,1,0.20851199328899384
s072/sid839970,72,839970,0,1,0,1,0.5483351349830627
s072/sid967614,72,967614,0,1,0,1,0.18319179117679596
s072/sid1014194,72,1014194,0,1,0,1,0.126205176115036
s072/sid948564,72,948564,0,1,0,1,0.2370568811893463
s072/sid336949,72,336949,0,1,1,1,1.85243821144104
s072/sid336948,72,336948,0,1,1,1,3.2081735134124756
s072/sid336951,72,336951,0,1,1,1,0.9451976418495178
s072/sid336950,72,336950,0,1,1,1,1.4507393836975098
s072/sid1000817,72,1000817,0,1,0,1,0.11700740456581116
s072/sid915085,72,915085,0,1,0,1,0.18254652619361877
s072/sid1004901,72,1004901,0,1,0,1,0.1454424262046814
s072/sid336954,72,336954,0,1,1,1,0.2979589104652405
s072/sid336956,72,336956,0,1,1,1,0.13734307885169983
s072/sid336952,72,336952,0,1,0,1,0.4319343864917755
s072/sid336953,72,336953,0,1,1,0,0.3447946310043335
s072/sid336961,72,336961,0,1,1,0,0.14427143335342407
s072/sid336962,72,336962,0,1,1,0,0.14099417626857758
s072/sid336963,72,336963,0,1,1,0,0.13729773461818695
s072/sid336964,72,336964,0,1,1,1,0.11738221347332001
s072/sid336965,72,336965,0,1,1,0,0.1100534051656723
s072/sid336966,72,336966,0,1,1,0,0.1079675704240799
s067/sid318834,67,318834,0,1,0,1,1.4732927083969116
s067/sid846342,67,846342,0,1,0,1,0.13477367162704468
s067/sid887586,67,887586,0,1,0,1,0.14077557623386383
s067/sid318839,67,318839,0,1,1,1,0.17441323399543762
s067/sid318838,67,318838,0,1,0,1,0.3004606068134308
s067/sid318836,67,318836,0,1,1,1,0.415402352809906
s067/sid945972,67,945972,0,1,0,1,0.23195576667785645
s067/sid318830,67,318830,0,1,1,1,7.7065277099609375
s067/sid864862,67,864862,0,1,0,1,0.2005889117717743
s067/sid999683,67,999683,0,1,0,1,0.1438073068857193
s067/sid318832,67,318832,0,1,0,1,2.7631185054779053
s067/sid318831,67,318831,0,1,1,1,4.317824840545654
s067/sid318829,67,318829,0,1,0,1,169.66937255859375
s067/sid953677,67,953677,0,1,0,1,0.19543859362602234
s067/sid318835,67,318835,0,1,0,1,0.4257546067237854
s067/sid839293,67,839293,0,1,0,1,0.5293070673942566
s067/sid678603,67,678603,0,1,0,1,2.88399600982666
s067/sid318833,67,318833,0,1,1,1,1.8301464319229126
s067/sid1009413,67,1009413,0,1,0,1,0.12992432713508606
s067/sid318841,67,318841,0,1,1,1,0.10954008996486664
s067/sid318842,67,318842,0,1,1,1,0.10078611224889755
s067/sid318843,67,318843,0,1,1,1,0.10082148015499115
s059/sid855657,59,855657,0,1,0,1,0.326900839805603
s059/sid286742,59,286742,0,1,0,1,14.553977012634277
s059/sid638581,59,638581,0,1,0,1,2.833923816680908
s059/sid678481,59,678481,0,1,0,1,1.9981629848480225
s059/sid286750,59,286750,0,1,0,1,0.14052386581897736
s059/sid1013652,59,1013652,0,1,0,1,0.13313017785549164
s059/sid947700,59,947700,0,1,0,1,0.22578002512454987
s059/sid918184,59,918184,0,1,0,1,0.19035246968269348
s059/sid286743,59,286743,0,1,0,1,6.745824337005615
s059/sid662142,59,662142,0,1,0,1,2.674792766571045
s059/sid938011,59,938011,0,1,0,1,0.14147521555423737
s059/sid286741,59,286741,0,1,0,1,147.84170532226562
s059/sid286745,59,286745,0,1,0,1,0.5194776654243469
s059/sid1018897,59,1018897,0,1,0,1,0.12094919383525848
s059/sid856828,59,856828,0,1,0,1,0.2154042273759842
s059/sid286754,59,286754,0,1,0,1,0.1039191484451294
s059/sid991870,59,991870,0,1,0,1,0.11287031322717667
s059/sid286747,59,286747,0,1,1,1,0.2005912959575653
s059/sid951715,59,951715,0,1,0,1,0.1678234338760376
s059/sid635092,59,635092,0,1,0,1,2.9537768363952637
s059/sid831310,59,831310,0,1,0,1,0.5042323470115662
s059/sid286744,59,286744,0,1,0,1,0.8752994537353516
s059/sid286751,59,286751,0,1,1,0,0.1150960698723793
s050/sid240081,50,240081,0,1,1,1,0.15832115709781647
s050/sid982358,50,982358,0,1,0,1,0.16778305172920227
s050/sid607224,50,607224,0,1,0,1,2.7362630367279053
s050/sid808996,50,808996,0,1,0,1,0.5023086071014404
s050/sid643460,50,643460,0,1,0,1,1.985819935798645
s050/sid240082,50,240082,0,1,1,1,0.1420983523130417
s050/sid240074,50,240074,0,1,0,1,0.9255458116531372
s050/sid634766,50,634766,0,1,0,1,2.4609341621398926
s050/sid531446,50,531446,0,1,0,1,6.407619476318359
s050/sid865747,50,865747,0,1,0,1,0.21921566128730774
s050/sid856459,50,856459,0,1,0,1,0.21300703287124634
s050/sid240075,50,240075,0,1,1,1,0.4594864547252655
s050/sid1017837,50,1017837,0,1,0,1,0.12791448831558228
s050/sid1020648,50,1020648,0,1,0,1,0.1122814267873764
s050/sid453381,50,453381,0,1,0,1,14.276386260986328
s050/sid612576,50,612576,0,1,0,1,2.6630566120147705
s050/sid714132,50,714132,0,1,0,1,0.3026997745037079
s050/sid710052,50,710052,0,1,0,1,1.0550154447555542
s050/sid240072,50,240072,0,1,0,1,138.76321411132812
s050/sid1035359,50,1035359,0,1,0,1,0.11290109157562256
s050/sid240080,50,240080,0,1,1,1,0.17369061708450317
s050/sid939718,50,939718,0,1,0,1,0.22154267132282257
s050/sid240073,50,240073,0,1,1,0,1.0568139553070068
s050/sid240078,50,240078,0,1,1,0,0.2109425961971283
s050/sid240079,50,240079,0,1,1,1,0.18932785093784332
s050/sid240083,50,240083,0,1,1,1,0.13308902084827423
s050/sid240084,50,240084,0,1,1,1,0.13754989206790924
s050/sid240086,50,240086,0,1,1,1,0.10211572051048279
s050/sid240089,50,240089,0,1,1,1,0.10053824633359909
s050/sid453382,50,453382,0,1,1,0,0.24138034880161285
s040/sid371407,40,371407,0,1,0,1,12.678499221801758
s040/sid943256,40,943256,0,1,0,1,0.18702484667301178
s040/sid671465,40,671465,0,1,0,1,0.8904064297676086
s040/sid671466,40,671466,0,1,1,1,0.2401888370513916
s040/sid1001064,40,1001064,0,1,0,1,0.11855672299861908
s040/sid586180,40,586180,0,1,0,1,2.031130790710449
s040/sid920577,40,920577,0,1,0,1,0.19443346560001373
s040/sid557045,40,557045,0,1,0,1,2.4763846397399902
s040/sid918072,40,918072,0,1,0,1,0.21132436394691467
s040/sid167642,40,167642,0,1,0,1,0.22028109431266785
s040/sid689678,40,689678,0,1,0,1,0.9710142016410828
s040/sid1025767,40,1025767,0,1,0,0,0.11473634093999863
s040/sid912301,40,912301,0,1,0,1,0.2148481011390686
s040/sid167645,40,167645,0,1,1,1,0.13705798983573914
s040/sid791582,40,791582,0,1,0,1,0.4007716476917267
s040/sid987846,40,987846,0,1,0,1,0.1570345014333725
s040/sid816476,40,816476,0,1,0,1,0.2864989936351776
s040/sid919169,40,919169,0,1,0,1,0.20410321652889252
s040/sid826495,40,826495,0,1,0,1,0.2867330014705658
s040/sid167640,40,167640,0,1,1,1,1.0557595491409302
s040/sid829644,40,829644,0,1,0,1,0.2438427209854126
s040/sid540898,40,540898,0,1,0,1,2.652191162109375
s040/sid167643,40,167643,0,1,1,1,0.18521809577941895
s040/sid909932,40,909932,0,1,0,0,0.11203774809837341
s040/sid167639,40,167639,0,1,0,1,114.46639251708984
s040/sid470339,40,470339,0,1,0,1,5.062984466552734
s040/sid807927,40,807927,0,1,0,1,0.3366983234882355
s040/sid818171,40,818171,0,1,0,1,0.37447625398635864
s040/sid167641,40,167641,0,1,1,1,0.37960150837898254
s040/sid167644,40,167644,0,1,1,1,0.13360117375850677
s040/sid167646,40,167646,0,1,1,1,0.12613345682621002
s040/sid167647,40,167647,0,1,1,1,0.12942317128181458
s040/sid167649,40,167649,0,1,1,1,0.10535784810781479
s040/sid470340,40,470340,0,1,1,1,0.46204644441604614
s040/sid470341,40,470341,0,1,1,1,0.13329066336154938
s040/sid894351,40,894351,0,1,1,1,0.10386659950017929
s033/sid937401,33,937401,0,1,0,1,0.15048089623451233
s033/sid869345,33,869345,0,1,0,1,0.22953079640865326
s033/sid1004283,33,1004283,0,1,0,0,0.11532362550497055
s033/sid607388,33,607388,0,1,0,1,0.9464098811149597
s033/sid110543,33,110543,0,1,0,1,95.64154815673828
s033/sid754235,33,754235,0,1,0,1,0.34682270884513855
s033/sid813982,33,813982,0,1,0,1,0.21276003122329712
s033/sid110546,33,110546,0,1,0,1,0.5054692029953003
s033/sid755647,33,755647,0,1,0,1,0.21854372322559357
s033/sid310892,33,310892,0,1,0,1,10.692704200744629
s033/sid310894,33,310894,0,1,1,1,0.3529552221298218
s033/sid940720,33,940720,0,1,0,1,0.15975438058376312
s033/sid724179,33,724179,0,1,0,1,0.5368189215660095
s033/sid900861,33,900861,0,1,0,1,0.19366735219955444
s033/sid1007271,33,1007271,0,1,0,0,0.12285079807043076
s033/sid796056,33,796056,0,1,0,1,0.2431672066450119
s033/sid915432,33,915432,0,1,0,0,0.14458391070365906
s033/sid110549,33,110549,0,1,0,1,0.1586192399263382
s033/sid733556,33,733556,0,1,0,1,0.2792462110519409
s033/sid807149,33,807149,0,1,0,1,0.29472118616104126
s033/sid786618,33,786618,0,1,0,1,0.3242156207561493
s033/sid796867,33,796867,0,1,0,1,0.2976692020893097
s033/sid764084,33,764084,0,1,0,1,0.4230462908744812
s033/sid864505,33,864505,0,1,0,1,0.15407361090183258
s033/sid524600,33,524600,0,1,0,1,1.943928599357605
s033/sid786354,33,786354,0,1,0,1,0.31037437915802
s033/sid427763,33,427763,0,1,0,1,0.7321775555610657
s033/sid427765,33,427765,0,1,1,1,0.13943445682525635
s033/sid526987,33,526987,0,1,0,1,1.8346768617630005
s033/sid427764,33,427764,0,1,0,1,0.5768448114395142
s033/sid539807,33,539807,0,1,0,1,1.469932198524475
s033/sid110544,33,110544,0,1,0,1,0.8359339237213135
s033/sid504552,33,504552,0,1,0,1,2.141263961791992
s033/sid110550,33,110550,0,1,0,1,0.16097795963287354
s033/sid800587,33,800587,0,1,0,1,0.2931786775588989
s033/sid706302,33,706302,0,1,0,1,0.4847387969493866
s033/sid110547,33,110547,0,1,1,1,0.2711435556411743
s033/sid110551,33,110551,0,1,1,0,0.1124916523694992
s033/sid110552,33,110552,0,1,1,1,0.10619878768920898
s025/sid740738,25,740738,0,1,0,1,0.24330362677574158
s025/sid922976,25,922976,0,1,0,0,0.10437862575054169
s025/sid783398,25,783398,0,1,0,0,0.13884161412715912
s025/sid845428,25,845428,0,1,0,0,0.10664431005716324
s025/sid454757,25,454757,0,1,0,1,0.6098120212554932
s025/sid48448,25,48448,0,1,0,1,0.23668231070041656
s025/sid435061,25,435061,0,1,0,1,0.19368641078472137
s025/sid842051,25,842051,0,1,0,1,0.14417612552642822
s025/sid48446,25,48446,0,1,0,1,73.85144805908203
s025/sid48449,25,48449,0,1,1,1,0.23968246579170227
s025/sid730959,25,730959,0,1,0,1,0.1923634558916092
s025/sid782031,25,782031,0,1,0,1,0.19369246065616608
s025/sid316977,25,316977,0,1,0,1,2.8218488693237305
s025/sid316978,25,316978,0,1,1,1,0.232313871383667
s025/sid664495,25,664495,0,1,0,1,0.29409316182136536
s025/sid407942,25,407942,0,1,0,1,0.40816017985343933
s025/sid405938,25,405938,0,1,0,1,0.1683177798986435
s025/sid420497,25,420497,0,1,0,1,1.2814351320266724
s025/sid407941,25,407941,0,1,0,1,0.8433921337127686
s025/sid435060,25,435060,0,1,0,1,0.7877145409584045
s025/sid472142,25,472142,0,1,0,1,0.9578074812889099
s025/sid580721,25,580721,0,1,0,1,0.43350645899772644
s025/sid480260,25,480260,0,1,0,1,0.5459052920341492
s025/sid480261,25,480261,0,1,0,1,0.2506621479988098
s025/sid772362,25,772362,0,1,0,1,0.20984262228012085
s025/sid863470,25,863470,0,1,0,1,0.13326022028923035
s025/sid651849,25,651849,0,1,0,1,0.37869879603385925
s025/sid630982,25,630982,0,1,0,1,0.40222665667533875
s025/sid787105,25,787105,0,1,0,1,0.181796595454216
s025/sid837886,25,837886,0,1,0,0,0.11556576937437057
s025/sid317143,25,317143,0,1,0,1,2.5930886268615723
s025/sid569985,25,569985,0,1,0,1,0.43155214190483093
s025/sid412195,25,412195,0,1,0,1,1.5370795726776123
s025/sid686842,25,686842,0,1,0,1,0.2920471727848053
s025/sid528649,25,528649,0,1,0,1,0.7651863694190979
s025/sid384385,25,384385,0,1,0,1,1.682008981704712
s025/sid675209,25,675209,0,1,0,1,0.27470263838768005
s025/sid875907,25,875907,0,1,0,1,0.1265762746334076
s025/sid48450,25,48450,0,1,1,1,0.1902216672897339
s025/sid48451,25,48451,0,1,1,1,0.14838223159313202
s025/sid48452,25,48452,0,1,1,1,0.15251176059246063
s025/sid48454,25,48454,0,1,1,1,0.15602517127990723
s021/sid399712,21,399712,0,1,0,1,0.6335048079490662
s021/sid442059,21,442059,0,1,0,1,0.3755649924278259
s021/sid621159,21,621159,0,1,0,0,0.14096727967262268
s021/sid627950,21,627950,0,1,0,1,0.19710293412208557
s021/sid495754,21,495754,0,1,0,1,0.2990630567073822
s021/sid307772,21,307772,0,1,0,1,1.032551646232605
s021/sid512913,21,512913,0,1,0,1,0.28479012846946716
s021/sid436056,21,436056,0,1,0,1,0.2762221395969391
s021/sid488422,21,488422,0,1,0,1,0.33158212900161743
s021/sid25219,21,25219,0,1,0,1,38.6502571105957
s021/sid25220,21,25220,0,1,0,1,4.226963520050049
s021/sid25229,21,25229,0,1,1,1,0.11239119619131088
s021/sid267439,21,267439,0,1,0,1,1.2857279777526855
s021/sid267440,21,267440,0,1,0,1,0.10968740284442902
s021/sid657624,21,657624,0,1,0,0,0.1517978012561798
s021/sid25226,21,25226,0,1,0,1,0.2313213050365448
s021/sid394983,21,394983,0,1,0,1,0.5873266458511353
s021/sid470749,21,470749,0,1,0,1,0.3693757653236389
s021/sid260175,21,260175,0,1,0,1,0.5938310623168945
s021/sid398138,21,398138,0,1,0,1,0.6250861287117004
s021/sid25225,21,25225,0,1,1,1,0.31565061211586
s021/sid366481,21,366481,0,1,0,1,0.7012648582458496
s021/sid690291,21,690291,0,1,0,0,0.13247503340244293
s021/sid614737,21,614737,0,1,0,1,0.18500088155269623
s021/sid233489,21,233489,0,1,0,1,2.0001561641693115
s021/sid362690,21,362690,0,1,0,1,0.6700075268745422
s021/sid313674,21,313674,0,1,0,1,1.023344874382019
s021/sid636685,21,636685,0,1,0,0,0.14192666113376617
s021/sid444357,21,444357,0,1,0,1,0.41980475187301636
s021/sid269805,21,269805,0,1,0,1,1.4792572259902954
s021/sid520675,21,520675,0,1,0,0,0.27388885617256165
s021/sid25223,21,25223,0,1,0,1,0.33470913767814636
s021/sid340292,21,340292,0,1,0,1,0.4563656151294708
s021/sid495051,21,495051,0,1,0,1,0.31171715259552
s021/sid648771,21,648771,0,1,0,1,0.18234921991825104
s021/sid481189,21,481189,0,1,0,1,0.2448892444372177
s021/sid569572,21,569572,0,1,0,1,0.21048502624034882
s021/sid596753,21,596753,0,1,0,0,0.10161536186933517
s021/sid747816,21,747816,0,1,0,0,0.11690180748701096
s021/sid594875,21,594875,0,1,0,1,0.20753970742225647
s021/sid649287,21,649287,0,1,0,1,0.1464654952287674
s021/sid25227,21,25227,0,1,1,1,0.1950305849313736
s021/sid25228,21,25228,0,1,1,1,0.21527099609375
s021/sid25231,21,25231,0,1,1,1,0.11379099637269974
s017/sid482199,17,482199,0,1,0,0,0.13488435745239258
s017/sid300761,17,300761,0,1,0,0,0.3709840774536133
s017/sid318522,17,318522,0,1,0,0,0.12625524401664734
s017/sid359297,17,359297,0,1,0,0,0.2564280927181244
s017/sid289026,17,289026,0,1,0,0,0.4274083971977234
s017/sid463252,17,463252,0,1,0,0,0.12962457537651062
s017/sid505462,17,505462,0,1,0,0,0.11064404994249344
s017/sid478045,17,478045,0,1,0,0,0.1631549447774887
s017/sid103537,17,103537,0,1,0,0,1.4591366052627563
s017/sid523843,17,523843,0,1,0,0,0.10326278209686279
s017/sid264478,17,264478,0,1,0,0,0.3098534941673279
s017/sid292292,17,292292,0,1,0,0,0.3748961091041565
s017/sid197253,17,197253,0,1,0,0,0.8459405303001404
s017/sid256316,17,256316,0,1,0,0,0.5717251300811768
s017/sid43915,17,43915,0,1,0,0,0.6030333638191223
s017/sid371965,17,371965,0,1,0,0,0.21427598595619202
s017/sid397535,17,397535,0,1,0,0,0.17602135241031647
s017/sid346960,17,346960,0,1,0,0,0.32953107357025146
s017/sid43914,17,43914,0,1,0,0,5.249755382537842
s017/sid348074,17,348074,0,1,0,0,0.3267502784729004
s017/sid298114,17,298114,0,1,0,0,0.34195584058761597
s017/sid463879,17,463879,0,1,0,0,0.14639964699745178
s017/sid158820,17,158820,0,1,0,0,1.1971461772918701
s017/sid182363,17,182363,0,1,0,0,0.8639860153198242
s017/sid182364,17,182364,0,1,0,0,0.11891572177410126
s017/sid302300,17,302300,0,1,0,0,0.39169618487358093
s017/sid215984,17,215984,0,1,0,0,0.8311378359794617
s017/sid43917,17,43917,0,1,0,0,0.1986236274242401
s017/sid287513,17,287513,0,1,0,0,0.39397117495536804
s017/sid559810,17,559810,0,1,0,0,0.10755699872970581
s017/sid262377,17,262377,0,1,0,0,0.3068648874759674
s017/sid262378,17,262378,0,1,0,0,0.12317763268947601
s017/sid530917,17,530917,0,1,0,0,0.10255449265241623
s017/sid324376,17,324376,0,1,0,0,0.3059784471988678
s017/sid331744,17,331744,0,1,0,0,0.3334982693195343
s017/sid24401,17,24401,0,1,0,0,12.420442581176758
s017/sid24402,17,24402,0,1,1,0,0.740082859992981
s017/sid24403,17,24403,0,1,0,0,0.33301547169685364
s017/sid232287,17,232287,0,1,0,0,0.4854254722595215
s017/sid487066,17,487066,0,1,0,0,0.1522522121667862
s017/sid397139,17,397139,0,1,0,0,0.22312632203102112
s017/sid110055,17,110055,0,1,0,0,1.681969404220581
