source,target,kind,layer_from,layer_to
s099/sid382223,s099/sid382215,host,99,99
s099/sid382225,s099/sid382215,host,99,99
s099/sid382230,s099/sid382215,host,99,99
s099/sid382235,s099/sid382215,host,99,99
s099/sid382238,s099/sid382215,host,99,99
s099/sid382239,s099/sid382215,host,99,99
s099/sid382241,s099/sid382215,host,99,99
s099/sid382242,s099/sid382215,host,99,99
s099/sid382243,s099/sid382215,host,99,99
s091/sid359187,s099/sid382215,time,91,99
s091/sid359189,s099/sid382215,time,91,99
s091/sid359189,s091/sid359187,host,91,91
s091/sid359214,s099/sid382243,time,91,99
s091/sid359214,s091/sid359187,host,91,91
s091/sid359195,s099/sid382223,time,91,99
s091/sid359195,s091/sid359187,host,91,91
s091/sid983591,s099/sid382235,time,91,99
s091/sid359212,s099/sid382239,time,91,99
s091/sid359212,s091/sid359187,host,91,91
s091/sid359213,s099/sid382241,time,91,99
s091/sid359213,s091/sid359187,host,91,91
s091/sid359206,s099/sid382238,time,91,99
s091/sid359206,s091/sid359187,host,91,91
s091/sid359202,s099/sid382230,time,91,99
s091/sid359208,s099/sid382242,time,91,99
s091/sid359208,s091/sid359187,host,91,91
s091/sid359200,s091/sid359187,host,91,91
s091/sid359215,s091/sid359187,host,91,91
s091/sid359221,s091/sid359187,host,91,91
s084/sid323259,s091/sid359206,time,84,91
s084/sid997930,s091/sid359214,time,84,91
s084/sid323240,s091/sid359187,time,84,91
s084/sid972311,s091/sid983591,time,84,91
s084/sid323248,s091/sid359195,time,84,91
s084/sid323263,s091/sid359212,time,84,91
s084/sid323263,s084/sid323241,host,84,84
s084/sid323253,s091/sid359200,time,84,91
s084/sid323253,s084/sid323240,host,84,84
s084/sid323265,s091/sid359215,time,84,91
s084/sid323265,s084/sid323240,host,84,84
s084/sid323256,s091/sid359202,time,84,91
s084/sid323241,s091/sid359189,time,84,91
s084/sid323241,s084/sid323240,host,84,84
s084/sid323264,s091/sid359213,time,84,91
s084/sid323264,s084/sid323240,host,84,84
s084/sid323269,s091/sid359221,time,84,91
s084/sid323269,s084/sid323240,host,84,84
s084/sid323243,s084/sid323240,host,84,84
s084/sid323244,s084/sid323240,host,84,84
s084/sid323246,s084/sid323240,host,84,84
s084/sid323251,s084/sid323241,host,84,84
s084/sid323252,s084/sid323240,host,84,84
s084/sid323254,s084/sid323240,host,84,84
s084/sid323255,s084/sid323240,host,84,84
s084/sid323260,s084/sid323243,host,84,84
s084/sid323261,s084/sid323241,host,84,84
