source,target,kind,layer_from,layer_to
s099/sid319732,s099/sid319730,host,99,99
s099/sid319734,s099/sid319730,host,99,99
s099/sid319735,s099/sid319730,host,99,99
s099/sid319736,s099/sid319730,host,99,99
s099/sid319737,s099/sid319730,host,99,99
s099/sid319738,s099/sid319730,host,99,99
s099/sid319743,s099/sid319730,host,99,99
s099/sid319744,s099/sid319730,host,99,99
s099/sid319745,s099/sid319730,host,99,99
s099/sid319749,s099/sid319730,host,99,99
s099/sid319751,s099/sid319730,host,99,99
s099/sid319752,s099/sid319730,host,99,99
s099/sid319754,s099/sid319730,host,99,99
s099/sid319757,s099/sid319730,host,99,99
s099/sid319759,s099/sid319730,host,99,99
s099/sid319761,s099/sid319730,host,99,99
s099/sid319762,s099/sid319730,host,99,99
s099/sid319763,s099/sid319730,host,99,99
s099/sid319765,s099/sid319730,host,99,99
s099/sid319766,s099/sid319730,host,99,99
s099/sid319767,s099/sid319730,host,99,99
s099/sid319770,s099/sid319730,host,99,99
s099/sid319771,s099/sid319730,host,99,99
s099/sid319774,s099/sid319730,host,99,99
s099/sid319777,s099/sid319730,host,99,99
s099/sid319778,s099/sid319730,host,99,99
s099/sid319782,s099/sid319730,host,99,99
s099/sid319783,s099/sid319730,host,99,99
s099/sid319784,s099/sid319730,host,99,99
s099/sid319785,s099/sid319730,host,99,99
s099/sid319788,s099/sid319730,host,99,99
s099/sid319790,s099/sid319730,host,99,99
s099/sid319794,s099/sid319730,host,99,99
s099/sid319795,s099/sid319730,host,99,99
s099/sid319801,s099/sid319730,host,99,99
s091/sid615779,s099/sid319770,time,91,99
s091/sid300540,s099/sid319737,time,91,99
s091/sid300540,s091/sid300535,host,91,91
s091/sid300566,s099/sid319761,time,91,99
s091/sid300566,s091/sid300535,host,91,91
s091/sid300549,s099/sid319745,time,91,99
s091/sid300548,s099/sid319749,time,91,99
s091/sid300541,s099/sid319743,time,91,99
s091/sid300541,s091/sid300535,host,91,91
s091/sid858216,s099/sid319744,time,91,99
s091/sid300588,s099/sid319782,time,91,99
s091/sid300588,s091/sid300535,host,91,91
s091/sid300572,s099/sid319763,time,91,99
s091/sid300572,s091/sid300535,host,91,91
s091/sid615780,s099/sid319785,time,91,99
s091/sid884241,s099/sid319751,time,91,99
s091/sid300570,s099/sid319762,time,91,99
s091/sid300570,s091/sid300535,host,91,91
s091/sid300564,s099/sid319757,time,91,99
s091/sid300564,s091/sid300535,host,91,91
s091/sid300581,s099/sid319778,time,91,99
s091/sid300581,s091/sid300535,host,91,91
s091/sid615778,s099/sid319732,time,91,99
s091/sid300594,s099/sid319790,time,91,99
s091/sid300538,s099/sid319735,time,91,99
s091/sid300573,s099/sid319771,time,91,99
s091/sid300573,s091/sid300535,host,91,91
s091/sid300535,s099/sid319730,time,91,99
s091/sid300586,s099/sid319784,time,91,99
s091/sid300586,s091/sid300535,host,91,91
s091/sid615782,s099/sid319795,time,91,99
s091/sid300565,s099/sid319767,time,91,99
s091/sid300565,s091/sid300535,host,91,91
s091/sid300580,s099/sid319783,time,91,99
s091/sid300580,s091/sid300535,host,91,91
s091/sid300584,s099/sid319788,time,91,99
s091/sid300591,s099/sid319801,time,91,99
s091/sid300591,s091/sid300535,host,91,91
s091/sid300552,s099/sid319752,time,91,99
s091/sid300579,s099/sid319774,time,91,99
s091/sid300579,s091/sid300535,host,91,91
s091/sid300568,s099/sid319766,time,91,99
s091/sid300568,s091/sid300535,host,91,91
s091/sid300567,s099/sid319759,time,91,99
s091/sid300567,s091/sid300535,host,91,91
s091/sid996549,s099/sid319794,time,91,99
s091/sid300571,s099/sid319765,time,91,99
s091/sid300556,s099/sid319754,time,91,99
s091/sid300537,s099/sid319734,time,91,99
s091/sid300537,s091/sid300535,host,91,91
s091/sid300539,s099/sid319736,time,91,99
s091/sid300539,s091/sid300535,host,91,91
s091/sid984590,s099/sid319777,time,91,99
s091/sid300544,s091/sid300535,host,91,91
s091/sid300547,s091/sid300535,host,91,91
s091/sid300551,s091/sid300535,host,91,91
s091/sid300553,s091/sid300535,host,91,91
