id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid319730,99,319730,1,1,0,1,1013.9325561523438
s099/sid319732,99,319732,0,1,1,1,10.243163108825684
s099/sid319734,99,319734,0,1,1,1,2.8800554275512695
s099/sid319735,99,319735,0,1,1,1,1.975705862045288
s099/sid319736,99,319736,0,1,1,1,0.2432219684123993
s099/sid319737,99,319737,0,1,1,1,1.0694940090179443
s099/sid319738,99,319738,0,1,1,0,0.3292751610279083
s099/sid319743,99,319743,0,1,1,1,0.2383367270231247
s099/sid319744,99,319744,0,1,1,1,0.7951039671897888
s099/sid319745,99,319745,0,1,1,1,0.7348443269729614
s099/sid319749,99,319749,0,1,1,1,0.6412073373794556
s099/sid319751,99,319751,0,1,1,1,0.553775429725647
s099/sid319752,99,319752,0,1,1,1,0.4442335069179535
s099/sid319754,99,319754,0,1,1,1,0.4133283495903015
s099/sid319757,99,319757,0,1,1,1,0.22339601814746857
s099/sid319759,99,319759,0,1,1,1,0.32828041911125183
s099/sid319761,99,319761,0,1,1,1,0.13926230370998383
s099/sid319762,99,319762,0,1,1,1,0.13978511095046997
s099/sid319763,99,319763,0,1,1,1,0.28591179847717285
s099/sid319765,99,319765,0,1,1,1,0.27032163739204407
s099/sid319766,99,319766,0,1,1,1,0.26532942056655884
s099/sid319767,99,319767,0,1,1,1,0.22749990224838257
s099/sid319770,99,319770,0,1,1,1,0.23481158912181854
s099/sid319771,99,319771,0,1,1,1,0.20954306423664093
s099/sid319774,99,319774,0,1,1,1,0.19244852662086487
s099/sid319777,99,319777,0,1,1,1,0.19240646064281464
s099/sid319778,99,319778,0,1,1,1,0.16408857703208923
s099/sid319782,99,319782,0,1,1,1,0.16323396563529968
s099/sid319783,99,319783,0,1,1,1,0.1587095558643341
s099/sid319784,99,319784,0,1,1,1,0.14094480872154236
s099/sid319785,99,319785,0,1,1,1,0.1514134258031845
s099/sid319788,99,319788,0,1,1,1,0.13179758191108704
s099/sid319790,99,319790,0,1,1,1,0.11084066331386566
s099/sid319794,99,319794,0,1,1,1,0.12101398408412933
s099/sid319795,99,319795,0,1,1,1,0.12050478160381317
s099/sid319801,99,319801,0,1,1,1,0.10602383315563202
s091/sid615779,91,615779,0,1,0,1,0.2450779527425766
s091/sid300540,91,300540,0,1,1,1,1.4151190519332886
s091/sid300566,91,300566,0,1,1,1,0.1612882912158966
s091/sid300549,91,300549,0,1,0,1,0.7097982168197632
s091/sid300548,91,300548,0,1,0,1,0.7417612075805664
s091/sid300541,91,300541,0,1,1,1,0.3894332945346832
s091/sid858216,91,858216,0,1,0,1,0.913260281085968
s091/sid300588,91,300588,0,1,1,1,0.15682575106620789
s091/sid300572,91,300572,0,1,1,1,0.24899213016033173
s091/sid615780,91,615780,0,1,0,1,0.17987607419490814
s091/sid884241,91,884241,0,1,0,1,0.6598120927810669
s091/sid300570,91,300570,0,1,1,1,0.15300524234771729
s091/sid300564,91,300564,0,1,1,1,0.23981384932994843
s091/sid300581,91,300581,0,1,1,1,0.18174724280834198
s091/sid615778,91,615778,0,1,0,1,16.240903854370117
s091/sid300594,91,300594,0,1,0,1,0.11117175966501236
s091/sid300538,91,300538,0,1,0,1,3.59893536567688
s091/sid300573,91,300573,0,1,1,1,0.2251489758491516
s091/sid300535,91,300535,0,1,0,1,970.942626953125
s091/sid300586,91,300586,0,1,1,1,0.15813858807086945
s091/sid615782,91,615782,0,1,0,1,0.14666199684143066
s091/sid300565,91,300565,0,1,1,1,0.31454998254776
s091/sid300580,91,300580,0,1,1,1,0.21511158347129822
s091/sid300584,91,300584,0,1,0,1,0.18642616271972656
s091/sid300591,91,300591,0,1,1,1,0.13448625802993774
s091/sid300552,91,300552,0,1,0,1,0.5682339072227478
s091/sid300579,91,300579,0,1,1,1,0.19606314599514008
s091/sid300568,91,300568,0,1,1,1,0.30640697479248047
s091/sid300567,91,300567,0,1,1,1,0.3226867616176605
s091/sid996549,91,996549,0,1,0,1,0.16745725274085999
s091/sid300571,91,300571,0,1,0,1,0.3008320927619934
s091/sid300556,91,300556,0,1,0,1,0.44654351472854614
s091/sid300537,91,300537,0,1,1,1,2.8545186519622803
s091/sid300539,91,300539,0,1,1,1,0.24383674561977386
s091/sid984590,91,984590,0,1,0,1,0.1916382610797882
s091/sid300544,91,300544,0,1,1,0,1.009230375289917
s091/sid300547,91,300547,0,1,1,1,0.7137000560760498
s091/sid300551,91,300551,0,1,1,1,0.3608892560005188
s091/sid300553,91,300553,0,1,1,1,0.6069416999816895
s091/sid300555,91,300555,0,1,1,0,0.4792821407318115
s091/sid300557,91,300557,0,1,1,1,0.435890257358551
s091/sid300558,91,300558,0,1,1,1,0.30987629294395447
s091/sid300576,91,300576,0,1,1,1,0.23411843180656433
s091/sid300578,91,300578,0,1,1,1,0.16596719622612
s091/sid300585,91,300585,0,1,1,1,0.1819201558828354
s091/sid300592,91,300592,0,1,1,1,0.12875287234783173
s091/sid300598,91,300598,0,1,1,0,0.12190203368663788
s091/sid300599,91,300599,0,1,1,0,0.12109129875898361
s091/sid300603,91,300603,0,1,1,1,0.10750386118888855
s091/sid300604,91,300604,0,1,1,1,0.10889352113008499
s091/sid300607,91,300607,0,1,1,1,0.10318926721811295
s091/sid300608,91,300608,0,1,1,1,0.10694219172000885
s091/sid300610,91,300610,0,1,1,1,0.10660025477409363
s084/sid266071,84,266071,0,1,0,1,0.43689945340156555
s084/sid266050,84,266050,0,1,0,1,931.7821044921875
s084/sid841434,84,841434,0,1,0,1,0.8157214522361755
s084/sid939562,84,939562,0,1,0,1,0.25178059935569763
s084/sid266053,84,266053,0,1,0,1,2.3296170234680176
s084/sid266114,84,266114,0,1,1,1,0.1152576431632042
s084/sid586634,84,586634,0,1,0,1,15.745879173278809
s084/sid266079,84,266079,0,1,0,1,0.3501192033290863
s084/sid266068,84,266068,0,1,1,1,0.540601909160614
s084/sid266059,84,266059,0,1,1,1,0.7311373353004456
s084/sid266078,84,266078,0,1,1,1,0.1837860345840454
s084/sid713387,84,713387,0,1,0,1,3.792884349822998
s084/sid266097,84,266097,0,1,1,1,0.1466125249862671
s084/sid266100,84,266100,0,1,1,1,0.14044533669948578
s084/sid266057,84,266057,0,1,1,1,0.3338630795478821
s084/sid266107,84,266107,0,1,1,1,0.11239776015281677
s084/sid266108,84,266108,0,1,1,1,0.12524937093257904
s084/sid899919,84,899919,0,1,0,1,0.35192161798477173
s084/sid266087,84,266087,0,1,1,1,0.22908200323581696
s084/sid266074,84,266074,0,1,1,1,0.21349650621414185
s084/sid1019431,84,1019431,0,1,0,1,0.11228657513856888
s084/sid976714,84,976714,0,1,0,1,0.1993226557970047
s084/sid732588,84,732588,0,1,0,1,0.6132631897926331
s084/sid732587,84,732587,0,1,0,1,0.9400515556335449
s084/sid1022914,84,1022914,0,1,0,1,0.1119830533862114
s084/sid867426,84,867426,0,1,0,1,0.3564816117286682
s084/sid266096,84,266096,0,1,1,1,0.1721418797969818
s084/sid266075,84,266075,0,1,1,1,0.25247251987457275
s084/sid977193,84,977193,0,1,0,1,0.18119660019874573
s084/sid968501,84,968501,0,1,0,1,0.20332860946655273
s084/sid266052,84,266052,0,1,1,1,4.205018997192383
s084/sid266065,84,266065,0,1,1,1,0.6046825647354126
s084/sid266109,84,266109,0,1,1,1,0.12269056588411331
s084/sid266077,84,266077,0,1,0,1,0.3436489999294281
s084/sid266090,84,266090,0,1,0,1,0.21784092485904694
s084/sid266094,84,266094,0,1,1,1,0.17204321920871735
s084/sid266064,84,266064,0,1,0,1,0.5496240854263306
s084/sid266055,84,266055,0,1,1,1,0.24731549620628357
s084/sid831285,84,831285,0,1,0,1,0.8859965205192566
s084/sid586637,84,586637,0,1,0,1,0.14663147926330566
s084/sid266095,84,266095,0,1,1,1,0.1736009269952774
s084/sid864211,84,864211,0,1,0,1,0.644934892654419
s084/sid1012149,84,1012149,0,1,0,1,0.1407259851694107
s084/sid266080,84,266080,0,1,0,1,0.3502086102962494
s084/sid732590,84,732590,0,1,1,1,0.186101496219635
s084/sid635750,84,635750,0,1,0,1,1.338636875152588
s084/sid266083,84,266083,0,1,1,1,0.24925291538238525
s084/sid732589,84,732589,0,1,0,1,0.454780638217926
