id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid329508,99,329508,1,1,0,1,775.565185546875
s099/sid329509,99,329509,0,1,1,1,8.49154281616211
s099/sid329512,99,329512,0,1,1,1,5.624125003814697
s099/sid329513,99,329513,0,1,1,1,2.2534003257751465
s099/sid329514,99,329514,0,1,1,1,1.8691641092300415
s099/sid329515,99,329515,0,1,1,1,1.6255674362182617
s099/sid329516,99,329516,0,1,1,1,0.3551222085952759
s099/sid329517,99,329517,0,1,1,1,0.9488532543182373
s099/sid329518,99,329518,0,1,1,1,0.9548709392547607
s099/sid329520,99,329520,0,1,1,1,0.9328053593635559
s099/sid329522,99,329522,0,1,1,1,0.4159230887889862
s099/sid329524,99,329524,0,1,1,1,0.294930100440979
s099/sid329525,99,329525,0,1,1,1,0.31660833954811096
s099/sid329526,99,329526,0,1,1,1,0.5317526459693909
s099/sid329532,99,329532,0,1,1,1,0.4419221580028534
s099/sid329533,99,329533,0,1,1,1,0.46800321340560913
s099/sid329536,99,329536,0,1,1,1,0.34878095984458923
s099/sid329543,99,329543,0,1,1,1,0.22155436873435974
s099/sid329544,99,329544,0,1,1,1,0.2199968844652176
s099/sid329545,99,329545,0,1,1,1,0.20381712913513184
s099/sid329555,99,329555,0,1,1,1,0.1659877449274063
s099/sid329561,99,329561,0,1,1,1,0.17293843626976013
s099/sid329562,99,329562,0,1,1,1,0.16957786679267883
s099/sid329566,99,329566,0,1,1,1,0.15479685366153717
s099/sid329567,99,329567,0,1,1,1,0.14898112416267395
s099/sid329569,99,329569,0,1,1,1,0.14459075033664703
s099/sid329570,99,329570,0,1,1,1,0.13986580073833466
s099/sid329572,99,329572,0,1,1,1,0.12885183095932007
s099/sid329574,99,329574,0,1,1,1,0.12360008805990219
s099/sid329578,99,329578,0,1,1,1,0.11975432932376862
s099/sid329585,99,329585,0,1,1,1,0.10459496080875397
s091/sid903585,91,903585,0,1,0,1,0.564940869808197
s091/sid309877,91,309877,0,1,0,1,6.527611255645752
s091/sid835413,91,835413,0,1,0,1,1.0673260688781738
s091/sid309899,91,309899,0,1,1,1,0.36473599076271057
s091/sid309883,91,309883,0,1,0,1,0.9894646406173706
s091/sid309882,91,309882,0,1,1,1,0.4055712819099426
s091/sid309881,91,309881,0,1,0,1,2.041501522064209
s091/sid309910,91,309910,0,1,1,1,0.20779725909233093
s091/sid309952,91,309952,0,1,1,1,0.11116528511047363
s091/sid309930,91,309930,0,1,0,1,0.15471085906028748
s091/sid309879,91,309879,0,1,1,1,2.242788076400757
s091/sid309906,91,309906,0,1,1,1,0.2594219148159027
s091/sid309935,91,309935,0,1,1,1,0.14299240708351135
s091/sid309922,91,309922,0,1,0,1,0.18455879390239716
s091/sid309913,91,309913,0,1,0,1,0.23538868129253387
s091/sid309888,91,309888,0,1,1,1,0.9024556279182434
s091/sid990534,91,990534,0,1,0,1,0.16287744045257568
s091/sid309875,91,309875,0,1,0,1,9.650469779968262
s091/sid309891,91,309891,0,1,1,1,0.42736029624938965
s091/sid309887,91,309887,0,1,1,1,0.5965994000434875
s091/sid309912,91,309912,0,1,1,1,0.21355696022510529
s091/sid1012562,91,1012562,0,1,0,1,0.14087173342704773
s091/sid309896,91,309896,0,1,1,1,0.4895182251930237
s091/sid309886,91,309886,0,1,1,1,0.5552577376365662
s091/sid751146,91,751146,0,1,0,1,3.2755379676818848
s091/sid309873,91,309873,0,1,0,1,735.6168212890625
s091/sid309874,91,309874,0,1,1,1,13.471665382385254
s091/sid309917,91,309917,0,1,0,1,0.20630541443824768
s091/sid309924,91,309924,0,1,1,1,0.17864756286144257
s091/sid309892,91,309892,0,1,1,1,0.6614106893539429
s091/sid309939,91,309939,0,1,0,1,0.1391529142856598
s091/sid309904,91,309904,0,1,0,1,0.25583168864250183
s091/sid309884,91,309884,0,1,1,0,1.1880254745483398
s091/sid309885,91,309885,0,1,1,1,1.182565689086914
s091/sid309889,91,309889,0,1,1,1,0.9358389973640442
s091/sid309893,91,309893,0,1,1,1,0.49210554361343384
s091/sid309894,91,309894,0,1,1,1,0.5646093487739563
s091/sid309895,91,309895,0,1,1,1,0.5363934636116028
s091/sid309897,91,309897,0,1,1,1,0.5040112137794495
s091/sid309898,91,309898,0,1,1,1,0.46436595916748047
s091/sid309900,91,309900,0,1,1,1,0.32345131039619446
s091/sid309901,91,309901,0,1,1,1,0.3296087086200714
s091/sid309905,91,309905,0,1,1,1,0.2722247540950775
s091/sid309907,91,309907,0,1,1,1,0.26130783557891846
s091/sid309914,91,309914,0,1,1,1,0.2316870391368866
s091/sid309915,91,309915,0,1,1,1,0.16864831745624542
s091/sid309919,91,309919,0,1,1,1,0.1974726915359497
s091/sid309920,91,309920,0,1,1,1,0.1969522088766098
s091/sid309921,91,309921,0,1,1,1,0.19593098759651184
s091/sid309925,91,309925,0,1,1,1,0.17498280107975006
s091/sid309926,91,309926,0,1,1,1,0.1621551811695099
s091/sid309929,91,309929,0,1,1,1,0.16008225083351135
s091/sid309931,91,309931,0,1,1,1,0.14698776602745056
s091/sid309932,91,309932,0,1,1,1,0.15201160311698914
s091/sid309941,91,309941,0,1,1,1,0.1292947381734848
s091/sid309942,91,309942,0,1,1,1,0.13232746720314026
s091/sid309948,91,309948,0,1,1,1,0.11594628542661667
s091/sid309950,91,309950,0,1,1,1,0.11590211093425751
s091/sid309953,91,309953,0,1,1,0,0.11194923520088196
s091/sid309956,91,309956,0,1,1,0,0.10276937484741211
s084/sid280465,84,280465,0,1,0,1,0.11731122434139252
s084/sid280389,84,280389,0,1,1,1,0.9843231439590454
s084/sid883382,84,883382,0,1,0,1,0.5309312343597412
s084/sid961297,84,961297,0,1,0,1,0.1809643805027008
s084/sid280409,84,280409,0,1,1,1,0.4632907509803772
s084/sid280398,84,280398,0,1,1,1,0.9262791872024536
s084/sid280421,84,280421,0,1,0,1,0.29363006353378296
s084/sid280455,84,280455,0,1,0,1,0.1375628262758255
s084/sid280379,84,280379,0,1,0,1,707.88037109375
s084/sid625507,84,625507,0,1,0,1,8.907360076904297
s084/sid280435,84,280435,0,1,0,1,0.21627889573574066
s084/sid280388,84,280388,0,1,1,1,0.8077885508537292
s084/sid280397,84,280397,0,1,1,1,0.48113366961479187
s084/sid280423,84,280423,0,1,0,1,0.28218767046928406
s084/sid722266,84,722266,0,1,0,1,3.1909642219543457
s084/sid625509,84,625509,0,1,0,1,0.13675548136234283
s084/sid280414,84,280414,0,1,0,1,0.37270379066467285
s084/sid921000,84,921000,0,1,0,1,0.18537862598896027
s084/sid280404,84,280404,0,1,0,1,0.6744518876075745
