id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid398784,99,398784,1,1,0,1,334.1343994140625
s099/sid398786,99,398786,0,1,1,1,3.2061476707458496
s099/sid398787,99,398787,0,1,1,1,1.9733612537384033
s099/sid398789,99,398789,0,1,1,1,1.557469129562378
s099/sid398790,99,398790,0,1,1,1,1.082818627357483
s099/sid398791,99,398791,0,1,1,0,0.1373986154794693
s099/sid398792,99,398792,0,1,1,1,0.7742457389831543
s099/sid398793,99,398793,0,1,1,1,0.5905062556266785
s099/sid398798,99,398798,0,1,1,1,0.4788234233856201
s099/sid398804,99,398804,0,1,1,1,0.2485717386007309
s099/sid398806,99,398806,0,1,1,1,0.1987178772687912
s099/sid398809,99,398809,0,1,1,1,0.15617865324020386
s099/sid398810,99,398810,0,1,1,1,0.14029237627983093
s099/sid398813,99,398813,0,1,1,1,0.12190216779708862
s099/sid398814,99,398814,0,1,1,1,0.11507467180490494
s099/sid398816,99,398816,0,1,1,1,0.1148579940199852
s099/sid398817,99,398817,0,1,1,1,0.10217031091451645
s091/sid363287,91,363287,0,1,0,1,1.8808568716049194
s091/sid363301,91,363301,0,1,1,1,0.3432908058166504
s091/sid363306,91,363306,0,1,0,1,0.2058800309896469
s091/sid363305,91,363305,0,1,1,1,0.24197295308113098
s091/sid363322,91,363322,0,1,1,1,0.11233767867088318
s091/sid363314,91,363314,0,1,1,1,0.1384398490190506
s091/sid363293,91,363293,0,1,0,1,0.6521334648132324
s091/sid763028,91,763028,0,1,0,1,2.7433278560638428
s091/sid363284,91,363284,0,1,0,1,342.2977294921875
s091/sid363290,91,363290,0,1,1,1,0.14725874364376068
s091/sid363309,91,363309,0,1,0,1,0.1653951108455658
s091/sid363318,91,363318,0,1,1,1,0.11556946486234665
s091/sid363292,91,363292,0,1,0,1,0.8582041263580322
s091/sid363296,91,363296,0,1,1,1,0.4743037521839142
s091/sid363317,91,363317,0,1,1,1,0.12660396099090576
s091/sid363286,91,363286,0,1,1,1,3.173588275909424
s091/sid363288,91,363288,0,1,0,1,1.7379779815673828
s091/sid363289,91,363289,0,1,1,1,1.2422219514846802
s091/sid363295,91,363295,0,1,1,1,0.631439208984375
s091/sid363297,91,363297,0,1,1,1,0.34179508686065674
s091/sid363302,91,363302,0,1,1,1,0.3043530285358429
s091/sid363304,91,363304,0,1,1,1,0.1243470311164856
s091/sid363310,91,363310,0,1,1,1,0.16877885162830353
s091/sid363312,91,363312,0,1,1,1,0.11466261744499207
s091/sid363319,91,363319,0,1,1,1,0.11651688814163208
s091/sid363321,91,363321,0,1,1,1,0.10181660950183868
s084/sid963801,84,963801,0,1,0,1,0.21465596556663513
s084/sid335025,84,335025,0,1,0,1,307.3270263671875
s084/sid335026,84,335026,0,1,1,1,9.514037132263184
s084/sid335032,84,335032,0,1,0,1,0.6796481609344482
s084/sid335045,84,335045,0,1,1,1,0.131312295794487
s084/sid335052,84,335052,0,1,1,1,0.11396865546703339
s084/sid335038,84,335038,0,1,1,1,0.24999535083770752
s084/sid335036,84,335036,0,1,1,1,0.3721056580543518
s084/sid335043,84,335043,0,1,0,1,0.17564459145069122
s084/sid335027,84,335027,0,1,0,1,3.728447914123535
s084/sid335049,84,335049,0,1,0,1,0.14677059650421143
s084/sid1008141,84,1008141,0,1,0,1,0.13669583201408386
s084/sid335050,84,335050,0,1,1,1,0.14633163809776306
s084/sid335034,84,335034,0,1,1,1,0.3669291138648987
s084/sid335028,84,335028,0,1,1,1,3.874343156814575
s084/sid335044,84,335044,0,1,1,1,0.17348486185073853
s084/sid335031,84,335031,0,1,0,1,0.6116189360618591
s084/sid335037,84,335037,0,1,1,1,0.13225071132183075
s084/sid810657,84,810657,0,1,0,1,1.018195390701294
s084/sid762755,84,762755,0,1,0,1,1.991462230682373
s084/sid730589,84,730589,0,1,0,1,2.6481971740722656
s084/sid335053,84,335053,0,1,0,1,0.1177166998386383
s084/sid335039,84,335039,0,1,1,1,0.25133848190307617
s084/sid335030,84,335030,0,1,1,0,0.16011981666088104
s084/sid774218,84,774218,0,1,0,1,1.777716040611267
s084/sid819991,84,819991,0,1,0,1,0.9387040734291077
s084/sid842113,84,842113,0,1,0,1,0.6215411424636841
s084/sid335042,84,335042,0,1,1,1,0.1765403300523758
s084/sid335048,84,335048,0,1,1,0,0.14915522933006287
s084/sid335054,84,335054,0,1,1,0,0.11114892363548279
s084/sid335056,84,335056,0,1,1,0,0.1078045517206192
s084/sid335058,84,335058,0,1,1,0,0.10430549830198288
s084/sid335059,84,335059,0,1,1,1,0.10390473157167435
s078/sid314240,78,314240,0,1,0,1,0.19729328155517578
s078/sid679180,78,679180,0,1,0,1,4.121767044067383
s078/sid314241,78,314241,0,1,0,1,0.1726246476173401
s078/sid816539,78,816539,0,1,0,1,0.9123717546463013
s078/sid980890,78,980890,0,1,0,1,0.14178597927093506
s078/sid314242,78,314242,0,1,1,1,0.15505114197731018
s078/sid968846,78,968846,0,1,0,1,0.13935548067092896
s078/sid314238,78,314238,0,1,1,1,0.1954685002565384
s078/sid314245,78,314245,0,1,1,1,0.12834130227565765
s078/sid758192,78,758192,0,1,0,1,1.7074235677719116
s078/sid314232,78,314232,0,1,1,1,0.15851688385009766
s078/sid805324,78,805324,0,1,0,1,1.0025204420089722
s078/sid743806,78,743806,0,1,0,1,1.984771966934204
s078/sid314239,78,314239,0,1,0,1,0.1986323446035385
s078/sid314231,78,314231,0,1,1,1,0.3580998480319977
s078/sid314233,78,314233,0,1,1,1,0.23432709276676178
s078/sid713559,78,713559,0,1,0,1,2.5499048233032227
s078/sid910927,78,910927,0,1,0,1,0.3298935890197754
s078/sid835730,78,835730,0,1,0,1,0.7095000147819519
s078/sid314224,78,314224,0,1,0,1,0.7086864709854126
s078/sid314221,78,314221,0,1,1,1,38.968711853027344
s078/sid314220,78,314220,0,1,0,1,248.6835174560547
s078/sid314225,78,314225,0,1,1,1,0.16011744737625122
s078/sid314237,78,314237,0,1,0,1,0.19818629324436188
s078/sid314226,78,314226,0,1,1,1,0.5143963098526001
s078/sid314229,78,314229,0,1,1,1,0.5160631537437439
s078/sid314222,78,314222,0,1,0,1,4.762243747711182
s078/sid954163,78,954163,0,1,0,1,0.20905841886997223
s078/sid841785,78,841785,0,1,0,1,0.6221786737442017
s078/sid314228,78,314228,0,1,1,1,0.48328539729118347
s078/sid314230,78,314230,0,1,1,1,0.48004260659217834
s078/sid314235,78,314235,0,1,1,0,0.2134053260087967
s078/sid314244,78,314244,0,1,1,0,0.14122091233730316
s078/sid314248,78,314248,0,1,1,1,0.10532858222723007
s078/sid314251,78,314251,0,1,1,0,0.10275886207818985
s078/sid679181,78,679181,0,1,1,1,0.270261287689209
s072/sid729003,72,729003,0,1,0,1,1.963456392288208
s072/sid297663,72,297663,0,1,1,1,0.5169299244880676
s072/sid297662,72,297662,0,1,1,1,0.6589444875717163
s072/sid1007318,72,1007318,0,1,0,1,0.13517536222934723
s072/sid297658,72,297658,0,1,1,1,0.7625208497047424
s072/sid956489,72,956489,0,1,0,1,0.20486752688884735
s072/sid787524,72,787524,0,1,0,1,0.9897868037223816
s072/sid699494,72,699494,0,1,0,1,2.4165148735046387
s072/sid739827,72,739827,0,1,0,1,1.7109094858169556
s072/sid1002120,72,1002120,0,1,0,1,0.11476749181747437
s072/sid803835,72,803835,0,1,0,1,0.8678595423698425
s072/sid297666,72,297666,0,1,0,1,0.2918998599052429
s072/sid904083,72,904083,0,1,0,1,0.31975096464157104
s072/sid297655,72,297655,0,1,1,1,1.1379798650741577
s072/sid666510,72,666510,0,1,0,1,3.6557605266571045
s072/sid297680,72,297680,0,1,0,1,0.13484309613704681
s072/sid297654,72,297654,0,1,0,1,4.916057109832764
s072/sid297659,72,297659,0,1,1,1,0.735609769821167
s072/sid666511,72,666511,0,1,0,1,0.5003459453582764
s072/sid297675,72,297675,0,1,0,1,0.21507708728313446
s072/sid297674,72,297674,0,1,1,1,0.21738579869270325
s072/sid297668,72,297668,0,1,1,1,0.24274638295173645
s072/sid297669,72,297669,0,1,0,1,0.2765326499938965
s072/sid297664,72,297664,0,1,1,1,0.36395806074142456
s072/sid818540,72,818540,0,1,0,1,0.7291427254676819
s072/sid297677,72,297677,0,1,0,1,0.16870816051959991
s072/sid297682,72,297682,0,1,1,1,0.1235252097249031
s072/sid297660,72,297660,0,1,1,1,0.1317935287952423
s072/sid297652,72,297652,0,1,0,1,208.82626342773438
s072/sid297653,72,297653,0,1,0,1,66.37995147705078
s072/sid297665,72,297665,0,1,1,1,0.207991823554039
s072/sid833217,72,833217,0,1,0,1,0.5952370166778564
s072/sid297676,72,297676,0,1,1,1,0.18769274652004242
s072/sid297656,72,297656,0,1,1,0,0.22305439412593842
s072/sid297667,72,297667,0,1,1,1,0.1323784440755844
s072/sid297671,72,297671,0,1,1,1,0.21353162825107574
s072/sid297685,72,297685,0,1,1,0,0.1243329867720604
s072/sid297686,72,297686,0,1,1,1,0.10858656466007233
s067/sid650882,67,650882,0,1,0,1,3.584162712097168
s067/sid276439,67,276439,0,1,1,1,0.2225329875946045
s067/sid650883,67,650883,0,1,0,1,0.45886874198913574
s067/sid276440,67,276440,0,1,0,1,0.26447510719299316
s067/sid276450,67,276450,0,1,1,1,0.11957442760467529
s067/sid276441,67,276441,0,1,0,1,0.21221913397312164
s067/sid725220,67,725220,0,1,0,1,1.7856390476226807
s067/sid276436,67,276436,0,1,0,1,0.3341861069202423
s067/sid276442,67,276442,0,1,1,1,0.20108380913734436
s067/sid276431,67,276431,0,1,1,1,0.31606414914131165
s067/sid712948,67,712948,0,1,0,1,1.9422284364700317
s067/sid276438,67,276438,0,1,1,1,0.140925332903862
s067/sid276428,67,276428,0,1,0,1,0.7768728137016296
s067/sid1006104,67,1006104,0,1,0,1,0.13917124271392822
s067/sid276446,67,276446,0,1,1,1,0.15144753456115723
s067/sid796857,67,796857,0,1,0,1,0.8448205590248108
s067/sid893075,67,893075,0,1,0,1,0.3213804066181183
s067/sid276423,67,276423,0,1,0,1,5.01100492477417
s067/sid276427,67,276427,0,1,0,1,0.86210036277771
s067/sid276433,67,276433,0,1,0,1,0.4147320091724396
s067/sid276429,67,276429,0,1,1,1,0.5949463248252869
