source,target,kind,layer_from,layer_to
s099/sid461786,s099/sid461785,host,99,99
s099/sid461787,s099/sid461785,host,99,99
s099/sid461790,s099/sid461785,host,99,99
s099/sid461791,s099/sid461785,host,99,99
s099/sid461792,s099/sid461785,host,99,99
s099/sid461795,s099/sid461785,host,99,99
s099/sid461796,s099/sid461785,host,99,99
s099/sid461798,s099/sid461785,host,99,99
s099/sid461801,s099/sid461785,host,99,99
s099/sid461802,s099/sid461785,host,99,99
s099/sid461804,s099/sid461785,host,99,99
s091/sid431337,s099/sid461802,time,91,99
s091/sid956773,s099/sid461791,time,91,99
s091/sid431328,s099/sid461804,time,91,99
s091/sid431328,s091/sid431321,host,91,91
s091/sid991148,s099/sid461790,time,91,99
s091/sid431322,s099/sid461786,time,91,99
s091/sid431331,s099/sid461798,time,91,99
s091/sid431321,s099/sid461785,time,91,99
s091/sid431323,s099/sid461785,time,91,99
s091/sid431323,s091/sid431321,host,91,91
s091/sid431332,s099/sid461796,time,91,99
s091/sid431332,s091/sid431321,host,91,91
s091/sid431327,s099/sid461792,time,91,99
s091/sid431327,s091/sid431321,host,91,91
s091/sid431330,s099/sid461801,time,91,99
s091/sid431324,s099/sid461787,time,91,99
s091/sid431324,s091/sid431321,host,91,91
s091/sid431325,s091/sid431322,host,91,91
s091/sid431326,s091/sid431321,host,91,91
s091/sid431329,s091/sid431321,host,91,91
s091/sid431333,s091/sid431321,host,91,91
s091/sid431336,s091/sid431321,host,91,91
s091/sid431339,s091/sid431321,host,91,91
s091/sid431340,s091/sid431321,host,91,91
s084/sid1030219,s091/sid431340,time,84,91
s084/sid394824,s091/sid431326,time,84,91
s084/sid394824,s084/sid394817,host,84,84
s084/sid957863,s091/sid991148,time,84,91
s084/sid394829,s091/sid431339,time,84,91
s084/sid394829,s084/sid394817,host,84,84
s084/sid394818,s091/sid431323,time,84,91
s084/sid394818,s084/sid394817,host,84,84
s084/sid708519,s091/sid431322,time,84,91
s084/sid982182,s091/sid431331,time,84,91
s084/sid708521,s091/sid431337,time,84,91
s084/sid394823,s091/sid431327,time,84,91
s084/sid394819,s091/sid431324,time,84,91
s084/sid394819,s084/sid394817,host,84,84
s084/sid941968,s091/sid956773,time,84,91
s084/sid394832,s091/sid431336,time,84,91
s084/sid965980,s091/sid431330,time,84,91
s084/sid394817,s091/sid431321,time,84,91
s084/sid394820,s091/sid431321,time,84,91
s084/sid394820,s084/sid394818,host,84,84
s084/sid394822,s091/sid431329,time,84,91
s084/sid394825,s091/sid431328,time,84,91
s084/sid708520,s091/sid431325,time,84,91
s084/sid708520,s084/sid708519,host,84,84
s084/sid394828,s091/sid431332,time,84,91
s084/sid394828,s084/sid394817,host,84,84
s084/sid394827,s084/sid394817,host,84,84
s084/sid394836,s084/sid394817,host,84,84
s078/sid353271,s084/sid394818,time,78,84
s078/sid353271,s078/sid353270,host,78,78
s078/sid353277,s084/sid394827,time,78,84
s078/sid353277,s078/sid353270,host,78,78
s078/sid694589,s084/sid708521,time,78,84
s078/sid922058,s084/sid941968,time,78,84
s078/sid896020,s084/sid394822,time,78,84
s078/sid694588,s084/sid708520,time,78,84
s078/sid694587,s084/sid708519,time,78,84
s078/sid353279,s084/sid394829,time,78,84
s078/sid353279,s078/sid353270,host,78,78
s078/sid353276,s084/sid957863,time,78,84
s078/sid963835,s084/sid965980,time,78,84
s078/sid923395,s084/sid394823,time,78,84
s078/sid353270,s084/sid394817,time,78,84
s078/sid353272,s084/sid394820,time,78,84
s078/sid353272,s078/sid353270,host,78,78
s078/sid353273,s084/sid394819,time,78,84
s078/sid353273,s078/sid353270,host,78,78
s078/sid976790,s084/sid982182,time,78,84
s078/sid966242,s084/sid394832,time,78,84
s078/sid353278,s084/sid394828,time,78,84
s078/sid353278,s078/sid353270,host,78,78
s078/sid1042224,s084/sid1030219,time,78,84
s078/sid353274,s084/sid394824,time,78,84
s078/sid353274,s078/sid353270,host,78,78
s078/sid950619,s084/sid394825,time,78,84
s078/sid353283,s078/sid353270,host,78,78
s078/sid353285,s078/sid353270,host,78,78
s078/sid353286,s078/sid353270,host,78,78
s078/sid353287,s078/sid353270,host,78,78
s072/sid923585,s078/sid923395,time,72,78
s072/sid326888,s078/sid353270,time,72,78
s072/sid326892,s078/sid353270,time,72,78
s072/sid326892,s072/sid326888,host,72,72
s072/sid326891,s078/sid353273,time,72,78
s072/sid326891,s072/sid326888,host,72,72
s072/sid326890,s078/sid353271,time,72,78
s072/sid326890,s072/sid326888,host,72,72
s072/sid969708,s078/sid976790,time,72,78
s072/sid326899,s078/sid353277,time,72,78
s072/sid326899,s072/sid326888,host,72,72
s072/sid326895,s078/sid353274,time,72,78
s072/sid326895,s072/sid326888,host,72,72
s072/sid682567,s078/sid694589,time,72,78
s072/sid915248,s078/sid922058,time,72,78
s072/sid326898,s078/sid353276,time,72,78
s072/sid326898,s072/sid326888,host,72,72
s072/sid326897,s078/sid353278,time,72,78
s072/sid326897,s072/sid326888,host,72,72
s072/sid955887,s078/sid963835,time,72,78
s072/sid945391,s078/sid950619,time,72,78
s072/sid326900,s078/sid353279,time,72,78
s072/sid326900,s072/sid326888,host,72,72
s072/sid974234,s078/sid966242,time,72,78
s072/sid682565,s078/sid694587,time,72,78
s072/sid682568,s078/sid694587,time,72,78
s072/sid682568,s072/sid682565,host,72,72
s072/sid326889,s078/sid353272,time,72,78
s072/sid326889,s072/sid326888,host,72,72
s072/sid882903,s078/sid896020,time,72,78
s072/sid682566,s078/sid694588,time,72,78
s072/sid1038742,s078/sid1042224,time,72,78
s072/sid326894,s072/sid326892,host,72,72
s072/sid326896,s072/sid326888,host,72,72
s072/sid326902,s072/sid326888,host,72,72
s072/sid326904,s072/sid326888,host,72,72
s067/sid967347,s072/sid969708,time,67,72
s067/sid1040799,s072/sid1038742,time,67,72
s067/sid885732,s072/sid882903,time,67,72
s067/sid304706,s072/sid326892,time,67,72
s067/sid304706,s067/sid304703,host,67,67
s067/sid304705,s072/sid326890,time,67,72
s067/sid304705,s067/sid304703,host,67,67
s067/sid672368,s072/sid682567,time,67,72
s067/sid672367,s072/sid682566,time,67,72
s067/sid970409,s072/sid974234,time,67,72
s067/sid960103,s072/sid955887,time,67,72
s067/sid304703,s072/sid326888,time,67,72
s067/sid304709,s072/sid326895,time,67,72
s067/sid304709,s067/sid304703,host,67,67
s067/sid304710,s072/sid326900,time,67,72
s067/sid304710,s067/sid304703,host,67,67
s067/sid304704,s072/sid326889,time,67,72
s067/sid304707,s072/sid326889,time,67,72
s067/sid304707,s067/sid304704,host,67,67
s067/sid304713,s072/sid326898,time,67,72
s067/sid304713,s067/sid304705,host,67,67
s067/sid889184,s072/sid915248,time,67,72
s067/sid304712,s072/sid326897,time,67,72
