source,target,kind,layer_from,layer_to
s099/sid425720,s099/sid425719,host,99,99
s099/sid425723,s099/sid425719,host,99,99
s099/sid425724,s099/sid425719,host,99,99
s099/sid425726,s099/sid425719,host,99,99
s099/sid425728,s099/sid425724,host,99,99
s099/sid425729,s099/sid425719,host,99,99
s099/sid425730,s099/sid425723,host,99,99
s099/sid425731,s099/sid425719,host,99,99
s099/sid425732,s099/sid425719,host,99,99
s099/sid425733,s099/sid425728,host,99,99
s099/sid425734,s099/sid425719,host,99,99
s099/sid425736,s099/sid425719,host,99,99
s099/sid425737,s099/sid425719,host,99,99
s099/sid425739,s099/sid425719,host,99,99
s099/sid425741,s099/sid425719,host,99,99
s099/sid425743,s099/sid425719,host,99,99
s099/sid425744,s099/sid425719,host,99,99
s099/sid425745,s099/sid425719,host,99,99
s099/sid425751,s099/sid425719,host,99,99
s099/sid425753,s099/sid425719,host,99,99
s099/sid425758,s099/sid425719,host,99,99
s091/sid915754,s099/sid425737,time,91,99
s091/sid405300,s099/sid425719,time,91,99
s091/sid915365,s099/sid425744,time,91,99
s091/sid789224,s099/sid425743,time,91,99
s091/sid867451,s099/sid425736,time,91,99
s091/sid405303,s099/sid425724,time,91,99
s091/sid405303,s091/sid405300,host,91,91
s091/sid405301,s099/sid425720,time,91,99
s091/sid405301,s091/sid405300,host,91,91
s091/sid846388,s099/sid425729,time,91,99
s091/sid882551,s099/sid425739,time,91,99
s091/sid405321,s099/sid425753,time,91,99
s091/sid405321,s091/sid405300,host,91,91
s091/sid405307,s099/sid425732,time,91,99
s091/sid405307,s091/sid405300,host,91,91
s091/sid405304,s099/sid425726,time,91,99
s091/sid405304,s091/sid405300,host,91,91
s091/sid915025,s099/sid425741,time,91,99
s091/sid405310,s099/sid425745,time,91,99
s091/sid405310,s091/sid405300,host,91,91
s091/sid405302,s099/sid425723,time,91,99
s091/sid405302,s091/sid405300,host,91,91
s091/sid405306,s099/sid425731,time,91,99
s091/sid405306,s091/sid405300,host,91,91
s091/sid405317,s099/sid425751,time,91,99
s091/sid405309,s099/sid425734,time,91,99
s091/sid405309,s091/sid405301,host,91,91
s091/sid999001,s099/sid425758,time,91,99
s091/sid405305,s099/sid425730,time,91,99
s091/sid405308,s091/sid405303,host,91,91
s091/sid405312,s091/sid405300,host,91,91
s091/sid405314,s091/sid405300,host,91,91
s091/sid405324,s091/sid405300,host,91,91
s091/sid405329,s091/sid405300,host,91,91
s091/sid405330,s091/sid405300,host,91,91
s084/sid371776,s091/sid405324,time,84,91
s084/sid856731,s091/sid867451,time,84,91
s084/sid821125,s091/sid405309,time,84,91
s084/sid888352,s091/sid915025,time,84,91
s084/sid371760,s091/sid405303,time,84,91
s084/sid371760,s084/sid371757,host,84,84
s084/sid371780,s091/sid405321,time,84,91
s084/sid371780,s084/sid371757,host,84,84
s084/sid371757,s091/sid405300,time,84,91
s084/sid371764,s091/sid405300,time,84,91
s084/sid371764,s084/sid371757,host,84,84
s084/sid371767,s091/sid405300,time,84,91
s084/sid371767,s084/sid371760,host,84,84
s084/sid371779,s091/sid405314,time,84,91
s084/sid371779,s084/sid371757,host,84,84
s084/sid900818,s091/sid915365,time,84,91
s084/sid371759,s091/sid405301,time,84,91
s084/sid371761,s091/sid405306,time,84,91
s084/sid371765,s091/sid405305,time,84,91
s084/sid371765,s084/sid371757,host,84,84
s084/sid917770,s091/sid405317,time,84,91
s084/sid887043,s091/sid915754,time,84,91
s084/sid1005663,s091/sid999001,time,84,91
s084/sid913888,s091/sid789224,time,84,91
s084/sid371787,s091/sid405330,time,84,91
s084/sid371787,s084/sid371757,host,84,84
s084/sid371766,s091/sid405307,time,84,91
s084/sid371766,s084/sid371757,host,84,84
s084/sid822579,s091/sid846388,time,84,91
s084/sid909789,s091/sid882551,time,84,91
s084/sid371763,s091/sid405304,time,84,91
s084/sid371763,s084/sid371757,host,84,84
s084/sid371758,s091/sid405302,time,84,91
s084/sid371768,s091/sid405310,time,84,91
s084/sid371769,s084/sid371757,host,84,84
