source,target,kind,layer_from,layer_to
s099/sid465264,s099/sid465255,host,99,99
s099/sid465272,s099/sid465255,host,99,99
s099/sid465274,s099/sid465255,host,99,99
s099/sid465275,s099/sid465255,host,99,99
s099/sid465276,s099/sid465255,host,99,99
s099/sid465277,s099/sid465255,host,99,99
s099/sid465278,s099/sid465255,host,99,99
s091/sid449562,s099/sid465277,time,91,99
s091/sid449562,s091/sid449550,host,91,91
s091/sid449561,s099/sid465274,time,91,99
s091/sid449561,s091/sid449550,host,91,91
s091/sid1016573,s099/sid465272,time,91,99
s091/sid449550,s099/sid465255,time,91,99
s091/sid449560,s099/sid465276,time,91,99
s091/sid449558,s099/sid465278,time,91,99
s091/sid449556,s099/sid465275,time,91,99
s091/sid449552,s099/sid465264,time,91,99
s091/sid449551,s091/sid449550,host,91,91
s091/sid449557,s091/sid449550,host,91,91
s084/sid810025,s091/sid1016573,time,84,91
s084/sid1013226,s091/sid449560,time,84,91
s084/sid417255,s091/sid449557,time,84,91
s084/sid417249,s091/sid449550,time,84,91
s084/sid417257,s091/sid449561,time,84,91
s084/sid417259,s091/sid449558,time,84,91
s084/sid417258,s091/sid449562,time,84,91
s084/sid417258,s084/sid417249,host,84,84
s084/sid973735,s091/sid449556,time,84,91
s084/sid417251,s091/sid449552,time,84,91
s084/sid417250,s091/sid449551,time,84,91
s084/sid417250,s084/sid417249,host,84,84
s084/sid417252,s084/sid417249,host,84,84
s078/sid1002240,s084/sid810025,time,78,84
s078/sid392514,s084/sid417252,time,78,84
s078/sid392514,s078/sid392510,host,78,78
s078/sid991614,s084/sid1013226,time,78,84
s078/sid392519,s084/sid417259,time,78,84
s078/sid940204,s084/sid417255,time,78,84
s078/sid392518,s084/sid417258,time,78,84
s078/sid392510,s084/sid417249,time,78,84
s078/sid926531,s084/sid417257,time,78,84
s078/sid392511,s084/sid417250,time,78,84
s078/sid392513,s084/sid417251,time,78,84
s078/sid971319,s084/sid973735,time,78,84
s078/sid392512,s078/sid392510,host,78,78
s078/sid392516,s078/sid392510,host,78,78
s078/sid392520,s078/sid392510,host,78,78
s072/sid363697,s078/sid392510,time,72,78
s072/sid937824,s078/sid940204,time,72,78
s072/sid363706,s078/sid392518,time,72,78
s072/sid363706,s072/sid363697,host,72,72
s072/sid656426,s078/sid392511,time,72,78
s072/sid997468,s078/sid1002240,time,72,78
s072/sid363698,s078/sid392512,time,72,78
s072/sid363698,s072/sid363697,host,72,72
s072/sid928622,s078/sid991614,time,72,78
s072/sid988160,s078/sid926531,time,72,78
s072/sid363699,s078/sid392513,time,72,78
s072/sid930924,s078/sid971319,time,72,78
s072/sid363700,s078/sid392514,time,72,78
s072/sid363701,s078/sid392516,time,72,78
s072/sid363701,s072/sid363697,host,72,72
s072/sid363710,s078/sid392520,time,72,78
s072/sid363710,s072/sid363697,host,72,72
s072/sid363707,s078/sid392519,time,72,78
s072/sid363707,s072/sid363697,host,72,72
s072/sid363703,s072/sid363697,host,72,72
s067/sid837415,s072/sid363700,time,67,72
s067/sid344873,s072/sid363707,time,67,72
s067/sid344873,s067/sid344859,host,67,67
s067/sid344868,s072/sid928622,time,67,72
s067/sid344862,s072/sid363699,time,67,72
s067/sid344862,s067/sid344859,host,67,67
s067/sid992026,s072/sid997468,time,67,72
s067/sid926240,s072/sid930924,time,67,72
s067/sid645348,s072/sid656426,time,67,72
s067/sid987909,s072/sid988160,time,67,72
s067/sid344866,s072/sid363706,time,67,72
s067/sid344866,s067/sid344859,host,67,67
s067/sid344861,s072/sid363698,time,67,72
s067/sid344861,s067/sid344859,host,67,67
s067/sid1026472,s072/sid363710,time,67,72
s067/sid344859,s072/sid363697,time,67,72
s067/sid344860,s072/sid363697,time,67,72
s067/sid344860,s067/sid344859,host,67,67
s067/sid937053,s072/sid937824,time,67,72
s067/sid344863,s072/sid363701,time,67,72
s067/sid344865,s067/sid344859,host,67,67
s067/sid344870,s067/sid344859,host,67,67
s067/sid344871,s067/sid344859,host,67,67
s059/sid828240,s067/sid344863,time,59,67
s059/sid952163,s067/sid344873,time,59,67
s059/sid974375,s067/sid926240,time,59,67
s059/sid795426,s067/sid837415,time,59,67
s059/sid873475,s067/sid344871,time,59,67
s059/sid970628,s067/sid987909,time,59,67
s059/sid315627,s067/sid344866,time,59,67
s059/sid315620,s067/sid344859,time,59,67
s059/sid315623,s067/sid344862,time,59,67
s059/sid315632,s067/sid344868,time,59,67
s059/sid315621,s067/sid344860,time,59,67
s059/sid315621,s059/sid315620,host,59,59
s059/sid315626,s067/sid344870,time,59,67
s059/sid315626,s059/sid315620,host,59,59
s059/sid917336,s067/sid937053,time,59,67
s059/sid627998,s067/sid645348,time,59,67
s059/sid315622,s067/sid344861,time,59,67
s059/sid315622,s059/sid315621,host,59,59
s059/sid940400,s067/sid992026,time,59,67
s059/sid954589,s067/sid1026472,time,59,67
s059/sid315634,s059/sid315620,host,59,59
s050/sid283591,s059/sid795426,time,50,59
s050/sid283591,s050/sid283589,host,50,50
s050/sid283601,s059/sid954589,time,50,59
s050/sid283601,s050/sid283589,host,50,50
s050/sid283593,s059/sid315626,time,50,59
s050/sid283593,s050/sid283589,host,50,50
s050/sid283595,s059/sid952163,time,50,59
s050/sid1008459,s059/sid974375,time,50,59
s050/sid383915,s059/sid315622,time,50,59
s050/sid767750,s059/sid828240,time,50,59
s050/sid283590,s059/sid315623,time,50,59
s050/sid283590,s050/sid283589,host,50,50
s050/sid605310,s059/sid627998,time,50,59
s050/sid283596,s059/sid940400,time,50,59
s050/sid283598,s059/sid970628,time,50,59
s050/sid283589,s059/sid315620,time,50,59
s050/sid283592,s059/sid315632,time,50,59
s050/sid873358,s059/sid917336,time,50,59
s050/sid881084,s059/sid873475,time,50,59
s050/sid283594,s059/sid315627,time,50,59
s050/sid383914,s059/sid315621,time,50,59
s050/sid383916,s059/sid315621,time,50,59
s050/sid942290,s059/sid315634,time,50,59
s050/sid283597,s050/sid283589,host,50,50
s050/sid283599,s050/sid283589,host,50,50
s050/sid283600,s050/sid283589,host,50,50
s050/sid283602,s050/sid283589,host,50,50
s050/sid383917,s050/sid383915,host,50,50
s050/sid605311,s050/sid605310,host,50,50
s040/sid811654,s050/sid283592,time,40,50
s040/sid202467,s050/sid283589,time,40,50
s040/sid202470,s050/sid283589,time,40,50
s040/sid202470,s040/sid202467,host,40,40
s040/sid943577,s050/sid283589,time,40,50
s040/sid546730,s050/sid605310,time,40,50
s040/sid546731,s050/sid605310,time,40,50
s040/sid546731,s040/sid546730,host,40,40
s040/sid702112,s050/sid383917,time,40,50
