id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid465255,99,465255,1,1,0,1,187.26608276367188
s099/sid465264,99,465264,0,1,1,1,0.27014830708503723
s099/sid465272,99,465272,0,1,1,1,0.13608333468437195
s099/sid465274,99,465274,0,1,1,1,0.13208147883415222
s099/sid465275,99,465275,0,1,1,1,0.12737317383289337
s099/sid465276,99,465276,0,1,1,1,0.11904101073741913
s099/sid465277,99,465277,0,1,1,1,0.10741127282381058
s099/sid465278,99,465278,0,1,1,1,0.11102110892534256
s091/sid449562,91,449562,0,1,1,1,0.11128204315900803
s091/sid449561,91,449561,0,1,1,1,0.13079066574573517
s091/sid1016573,91,1016573,0,1,0,1,0.160150408744812
s091/sid449550,91,449550,0,1,0,1,170.19039916992188
s091/sid449560,91,449560,0,1,0,1,0.13554777204990387
s091/sid449558,91,449558,0,1,0,1,0.14304231107234955
s091/sid449556,91,449556,0,1,0,1,0.1999734342098236
s091/sid449552,91,449552,0,1,0,1,0.4919855296611786
s091/sid449551,91,449551,0,1,1,1,1.0683220624923706
s091/sid449557,91,449557,0,1,1,1,0.16184978187084198
s084/sid810025,84,810025,0,1,0,1,0.14484365284442902
s084/sid1013226,84,1013226,0,1,0,1,0.1404360681772232
s084/sid417255,84,417255,0,1,0,1,0.23540331423282623
s084/sid417249,84,417249,0,1,0,1,159.13299560546875
s084/sid417257,84,417257,0,1,0,1,0.16998016834259033
s084/sid417259,84,417259,0,1,0,1,0.1440916657447815
s084/sid417258,84,417258,0,1,1,1,0.15166248381137848
s084/sid973735,84,973735,0,1,0,1,0.20387700200080872
s084/sid417251,84,417251,0,1,0,1,0.4998704493045807
s084/sid417250,84,417250,0,1,1,1,1.1499730348587036
s084/sid417252,84,417252,0,1,1,1,0.3318058252334595
s078/sid1002240,78,1002240,0,1,0,1,0.15707705914974213
s078/sid392514,78,392514,0,1,1,1,0.40901094675064087
s078/sid991614,78,991614,0,1,0,1,0.1446790248155594
s078/sid392519,78,392519,0,1,0,1,0.14403456449508667
s078/sid940204,78,940204,0,1,0,1,0.26125338673591614
s078/sid392518,78,392518,0,1,0,1,0.15318134427070618
s078/sid392510,78,392510,0,1,0,1,155.56594848632812
s078/sid926531,78,926531,0,1,0,1,0.171025350689888
s078/sid392511,78,392511,0,1,0,1,3.877192974090576
s078/sid392513,78,392513,0,1,0,1,0.4875778555870056
s078/sid971319,78,971319,0,1,0,1,0.19628502428531647
s078/sid392512,78,392512,0,1,1,1,0.24286170303821564
s078/sid392516,78,392516,0,1,1,1,0.31914734840393066
s078/sid392520,78,392520,0,1,1,1,0.10016582161188126
s072/sid363697,72,363697,0,1,0,1,158.56915283203125
s072/sid937824,72,937824,0,1,0,1,0.2559363842010498
s072/sid363706,72,363706,0,1,1,1,0.1540786623954773
s072/sid656426,72,656426,0,1,0,1,4.184087753295898
