source,target,kind,layer_from,layer_to
s099/sid456327,s099/sid456326,host,99,99
s099/sid456329,s099/sid456326,host,99,99
s099/sid456331,s099/sid456326,host,99,99
s099/sid456336,s099/sid456327,host,99,99
s099/sid456339,s099/sid456326,host,99,99
s099/sid456340,s099/sid456326,host,99,99
s099/sid456342,s099/sid456326,host,99,99
s099/sid456343,s099/sid456326,host,99,99
s099/sid456346,s099/sid456331,host,99,99
s099/sid456348,s099/sid456326,host,99,99
s099/sid456349,s099/sid456326,host,99,99
s099/sid456355,s099/sid456326,host,99,99
s091/sid435329,s099/sid456340,time,91,99
s091/sid435326,s099/sid456349,time,91,99
s091/sid435326,s091/sid435312,host,91,91
s091/sid435315,s099/sid456336,time,91,99
s091/sid435313,s099/sid456327,time,91,99
s091/sid435313,s091/sid435312,host,91,91
s091/sid435324,s099/sid456339,time,91,99
s091/sid435324,s091/sid435312,host,91,91
s091/sid435332,s099/sid456348,time,91,99
s091/sid435312,s099/sid456326,time,91,99
s091/sid435322,s099/sid456343,time,91,99
s091/sid435322,s091/sid435313,host,91,91
s091/sid435316,s099/sid456331,time,91,99
s091/sid1011416,s099/sid456355,time,91,99
s091/sid435327,s099/sid456342,time,91,99
s091/sid435327,s091/sid435312,host,91,91
s091/sid435320,s099/sid456346,time,91,99
s091/sid435328,s091/sid435312,host,91,91
s091/sid435334,s091/sid435312,host,91,91
s091/sid435335,s091/sid435312,host,91,91
s091/sid435338,s091/sid435312,host,91,91
s084/sid985950,s091/sid435332,time,84,91
s084/sid433008,s091/sid435326,time,84,91
s084/sid433010,s091/sid435327,time,84,91
s084/sid433010,s084/sid433013,host,84,84
s084/sid523553,s091/sid435320,time,84,91
s084/sid433003,s091/sid435312,time,84,91
s084/sid433018,s091/sid435335,time,84,91
s084/sid433007,s091/sid435324,time,84,91
s084/sid433007,s084/sid433003,host,84,84
s084/sid433009,s091/sid435328,time,84,91
s084/sid433009,s084/sid433003,host,84,84
s084/sid828167,s091/sid435315,time,84,91
s084/sid433013,s091/sid435334,time,84,91
s084/sid433013,s084/sid433003,host,84,84
s084/sid523552,s091/sid435316,time,84,91
s084/sid523555,s091/sid435329,time,84,91
s084/sid1024748,s091/sid1011416,time,84,91
s084/sid523551,s091/sid435322,time,84,91
s084/sid523550,s091/sid435313,time,84,91
s084/sid433016,s091/sid435338,time,84,91
s084/sid433006,s084/sid433003,host,84,84
s084/sid828168,s084/sid828167,host,84,84
s078/sid414436,s084/sid433010,time,78,84
s078/sid414436,s078/sid414430,host,78,78
s078/sid1039069,s084/sid1024748,time,78,84
s078/sid512165,s084/sid523550,time,78,84
s078/sid802209,s084/sid523552,time,78,84
s078/sid977697,s084/sid985950,time,78,84
s078/sid907679,s084/sid523555,time,78,84
s078/sid819784,s084/sid828167,time,78,84
s078/sid414439,s084/sid433013,time,78,84
s078/sid414439,s078/sid414430,host,78,78
s078/sid414437,s084/sid433008,time,78,84
s078/sid414435,s084/sid433007,time,78,84
s078/sid414435,s078/sid414430,host,78,78
s078/sid971770,s084/sid433016,time,78,84
s078/sid831214,s084/sid523551,time,78,84
s078/sid989405,s084/sid433018,time,78,84
s078/sid414430,s084/sid433003,time,78,84
s078/sid414438,s084/sid433009,time,78,84
s078/sid414438,s078/sid414430,host,78,78
s078/sid802210,s084/sid523553,time,78,84
s078/sid414432,s084/sid433006,time,78,84
s078/sid414432,s078/sid414430,host,78,78
s078/sid414431,s078/sid414430,host,78,78
s072/sid1039337,s078/sid1039069,time,72,78
s072/sid780324,s078/sid802210,time,72,78
s072/sid805362,s078/sid819784,time,72,78
s072/sid397537,s078/sid414436,time,72,78
s072/sid397537,s072/sid397532,host,72,72
s072/sid494233,s078/sid512165,time,72,78
s072/sid397540,s078/sid414438,time,72,78
s072/sid397540,s072/sid397532,host,72,72
s072/sid830948,s078/sid831214,time,72,78
s072/sid966705,s078/sid971770,time,72,78
s072/sid906490,s078/sid907679,time,72,78
s072/sid960670,s078/sid977697,time,72,78
s072/sid798649,s078/sid414432,time,72,78
s072/sid397532,s078/sid414430,time,72,78
s072/sid397533,s078/sid414431,time,72,78
s072/sid397533,s072/sid397532,host,72,72
s072/sid397539,s078/sid414439,time,72,78
s072/sid397539,s072/sid397532,host,72,72
s072/sid996060,s078/sid989405,time,72,78
s072/sid397536,s078/sid414437,time,72,78
s072/sid397536,s072/sid397532,host,72,72
s072/sid397534,s078/sid414435,time,72,78
s072/sid397534,s072/sid397532,host,72,72
s072/sid780323,s078/sid802209,time,72,78
s067/sid1025467,s072/sid1039337,time,67,72
s067/sid379846,s072/sid397537,time,67,72
s067/sid379846,s067/sid379837,host,67,67
s067/sid379838,s072/sid397533,time,67,72
s067/sid379839,s072/sid397534,time,67,72
s067/sid379839,s067/sid379837,host,67,67
s067/sid992360,s072/sid996060,time,67,72
s067/sid474796,s072/sid494233,time,67,72
s067/sid796836,s072/sid798649,time,67,72
s067/sid379845,s072/sid397536,time,67,72
s067/sid379845,s067/sid379837,host,67,67
s067/sid932346,s072/sid960670,time,67,72
s067/sid970605,s072/sid966705,time,67,72
s067/sid795135,s072/sid805362,time,67,72
s067/sid379842,s072/sid397540,time,67,72
s067/sid379842,s067/sid379837,host,67,67
s067/sid379844,s072/sid397539,time,67,72
s067/sid379844,s067/sid379837,host,67,67
s067/sid774344,s072/sid780323,time,67,72
s067/sid822874,s072/sid830948,time,67,72
s067/sid774343,s072/sid780324,time,67,72
s067/sid903478,s072/sid906490,time,67,72
s067/sid379837,s072/sid397532,time,67,72
s067/sid379840,s067/sid379837,host,67,67
s067/sid379850,s067/sid379837,host,67,67
s067/sid379851,s067/sid379837,host,67,67
s059/sid807535,s067/sid822874,time,59,67
s059/sid752616,s067/sid774343,time,59,67
s059/sid722496,s067/sid379838,time,59,67
s059/sid921575,s067/sid903478,time,59,67
s059/sid946215,s067/sid379850,time,59,67
s059/sid785954,s067/sid379845,time,59,67
s059/sid338917,s067/sid379851,time,59,67
s059/sid981262,s067/sid970605,time,59,67
s059/sid338901,s067/sid379837,time,59,67
s059/sid338902,s067/sid379837,time,59,67
s059/sid338902,s059/sid338901,host,59,59
s059/sid338904,s067/sid379837,time,59,67
s059/sid338904,s059/sid338902,host,59,59
s059/sid338906,s067/sid379837,time,59,67
s059/sid338906,s059/sid338904,host,59,59
s059/sid338907,s067/sid379837,time,59,67
s059/sid338907,s059/sid338905,host,59,59
s059/sid338909,s067/sid379837,time,59,67
s059/sid338909,s059/sid338907,host,59,59
s059/sid787640,s067/sid795135,time,59,67
s059/sid437230,s067/sid474796,time,59,67
s059/sid338910,s067/sid379844,time,59,67
