source,target,kind,layer_from,layer_to
s099/sid448832,s099/sid448830,host,99,99
s099/sid448835,s099/sid448830,host,99,99
s099/sid448836,s099/sid448830,host,99,99
s099/sid448839,s099/sid448830,host,99,99
s091/sid418100,s099/sid448836,time,91,99
s091/sid418100,s091/sid418095,host,91,91
s091/sid418099,s099/sid448835,time,91,99
s091/sid418099,s091/sid418095,host,91,91
s091/sid418095,s099/sid448830,time,91,99
s091/sid418097,s099/sid448832,time,91,99
s091/sid980592,s099/sid448839,time,91,99
s091/sid418101,s091/sid418095,host,91,91
s091/sid418103,s091/sid418095,host,91,91
s084/sid382024,s091/sid418095,time,84,91
s084/sid382033,s091/sid418103,time,84,91
s084/sid382033,s084/sid382024,host,84,84
s084/sid960083,s091/sid980592,time,84,91
s084/sid872242,s091/sid418097,time,84,91
s084/sid382031,s091/sid418100,time,84,91
s084/sid382031,s084/sid382024,host,84,84
s084/sid892700,s091/sid418099,time,84,91
s084/sid760432,s091/sid418101,time,84,91
s084/sid382032,s084/sid382024,host,84,84
s084/sid382034,s084/sid382024,host,84,84
s078/sid350985,s084/sid872242,time,78,84
s078/sid350978,s084/sid382024,time,78,84
s078/sid350996,s084/sid382033,time,78,84
s078/sid350996,s078/sid350978,host,78,78
s078/sid888973,s084/sid760432,time,78,84
s078/sid350989,s084/sid382031,time,78,84
s078/sid350989,s078/sid350978,host,78,78
s078/sid882787,s084/sid892700,time,78,84
s078/sid951229,s084/sid960083,time,78,84
s078/sid351000,s084/sid382034,time,78,84
s078/sid351000,s078/sid350978,host,78,78
s078/sid350979,s078/sid350978,host,78,78
s078/sid350981,s078/sid350978,host,78,78
s078/sid350982,s078/sid350978,host,78,78
s078/sid350983,s078/sid350978,host,78,78
s078/sid350984,s078/sid350978,host,78,78
s078/sid350987,s078/sid350978,host,78,78
s078/sid350992,s078/sid350978,host,78,78
s078/sid350999,s078/sid350978,host,78,78
s078/sid351003,s078/sid350978,host,78,78
s072/sid944064,s078/sid951229,time,72,78
s072/sid329438,s078/sid350978,time,72,78
s072/sid329439,s078/sid350978,time,72,78
s072/sid329439,s072/sid329438,host,72,72
s072/sid880611,s078/sid888973,time,72,78
s072/sid329456,s078/sid350996,time,72,78
s072/sid329456,s072/sid329438,host,72,72
s072/sid876280,s078/sid882787,time,72,78
s072/sid329458,s078/sid351000,time,72,78
s072/sid329458,s072/sid329438,host,72,72
s072/sid329451,s078/sid350989,time,72,78
s072/sid329447,s078/sid350985,time,72,78
s072/sid329443,s078/sid350981,time,72,78
s072/sid329443,s072/sid329438,host,72,72
s072/sid329440,s072/sid329438,host,72,72
s072/sid329445,s072/sid329438,host,72,72
s072/sid329446,s072/sid329439,host,72,72
s072/sid329449,s072/sid329438,host,72,72
s072/sid329452,s072/sid329438,host,72,72
s072/sid329454,s072/sid329438,host,72,72
s072/sid329455,s072/sid329438,host,72,72
s072/sid329457,s072/sid329438,host,72,72
s072/sid329459,s072/sid329438,host,72,72
s072/sid329460,s072/sid329438,host,72,72
s072/sid329461,s072/sid329438,host,72,72
s067/sid298003,s072/sid329446,time,67,72
s067/sid298003,s067/sid298001,host,67,67
s067/sid298021,s072/sid329458,time,67,72
s067/sid298021,s067/sid297999,host,67,67
s067/sid297999,s072/sid329438,time,67,72
s067/sid298016,s072/sid329456,time,67,72
s067/sid298016,s067/sid297999,host,67,67
s067/sid862551,s072/sid880611,time,67,72
s067/sid663072,s072/sid329443,time,67,72
s067/sid298000,s072/sid329439,time,67,72
s067/sid298000,s067/sid297999,host,67,67
s067/sid298001,s072/sid329439,time,67,72
s067/sid298001,s067/sid297999,host,67,67
s067/sid298011,s072/sid329447,time,67,72
s067/sid298011,s067/sid298000,host,67,67
s067/sid298010,s072/sid329451,time,67,72
s067/sid298010,s067/sid297999,host,67,67
s067/sid872636,s072/sid876280,time,67,72
s067/sid298012,s072/sid944064,time,67,72
s067/sid298004,s067/sid297999,host,67,67
s067/sid298007,s067/sid297999,host,67,67
s067/sid298008,s067/sid297999,host,67,67
s067/sid298009,s067/sid297999,host,67,67
s067/sid298018,s067/sid297999,host,67,67
s067/sid298020,s067/sid297999,host,67,67
s067/sid298022,s067/sid297999,host,67,67
s067/sid298024,s067/sid297999,host,67,67
s059/sid261227,s067/sid298003,time,59,67
s059/sid261227,s059/sid261225,host,59,59
s059/sid857533,s067/sid862551,time,59,67
s059/sid261224,s067/sid297999,time,59,67
s059/sid261238,s067/sid298012,time,59,67
s059/sid261238,s059/sid261226,host,59,59
s059/sid261230,s067/sid298010,time,59,67
