source,target,kind,layer_from,layer_to
s099/sid368844,s099/sid368843,host,99,99
s099/sid368846,s099/sid368843,host,99,99
s099/sid368848,s099/sid368843,host,99,99
s099/sid368851,s099/sid368843,host,99,99
s099/sid368854,s099/sid368843,host,99,99
s099/sid368856,s099/sid368843,host,99,99
s099/sid368857,s099/sid368843,host,99,99
s099/sid368859,s099/sid368843,host,99,99
s099/sid368861,s099/sid368843,host,99,99
s099/sid368866,s099/sid368843,host,99,99
s099/sid368870,s099/sid368843,host,99,99
s099/sid368871,s099/sid368843,host,99,99
s099/sid368873,s099/sid368843,host,99,99
s099/sid368876,s099/sid368843,host,99,99
s099/sid368877,s099/sid368844,host,99,99
s099/sid368878,s099/sid368843,host,99,99
s099/sid368879,s099/sid368843,host,99,99
s099/sid368881,s099/sid368843,host,99,99
s099/sid368883,s099/sid368843,host,99,99
s099/sid368886,s099/sid368843,host,99,99
s099/sid368887,s099/sid368843,host,99,99
s099/sid368894,s099/sid368843,host,99,99
s099/sid368900,s099/sid368843,host,99,99
s099/sid368901,s099/sid368843,host,99,99
s091/sid343161,s099/sid368866,time,91,99
s091/sid343161,s091/sid343137,host,91,91
s091/sid343148,s099/sid368851,time,91,99
s091/sid343148,s091/sid343137,host,91,91
s091/sid343174,s099/sid368871,time,91,99
s091/sid343174,s091/sid343137,host,91,91
s091/sid942255,s099/sid368870,time,91,99
s091/sid1008849,s099/sid368894,time,91,99
s091/sid343184,s099/sid368883,time,91,99
s091/sid343184,s091/sid343137,host,91,91
s091/sid343164,s099/sid368877,time,91,99
s091/sid343164,s091/sid343137,host,91,91
s091/sid343178,s099/sid368887,time,91,99
s091/sid343178,s091/sid343137,host,91,91
s091/sid343198,s099/sid368900,time,91,99
s091/sid343155,s099/sid368859,time,91,99
s091/sid343155,s091/sid343137,host,91,91
s091/sid343147,s099/sid368854,time,91,99
s091/sid343141,s099/sid368848,time,91,99
s091/sid343137,s099/sid368843,time,91,99
s091/sid343143,s099/sid368843,time,91,99
s091/sid343143,s091/sid343137,host,91,91
s091/sid343168,s099/sid368879,time,91,99
s091/sid343168,s091/sid343137,host,91,91
s091/sid343146,s099/sid368856,time,91,99
s091/sid343140,s099/sid368846,time,91,99
s091/sid343140,s091/sid343137,host,91,91
s091/sid343171,s099/sid368873,time,91,99
s091/sid343171,s091/sid343137,host,91,91
s091/sid343177,s099/sid368881,time,91,99
s091/sid343177,s091/sid343137,host,91,91
s091/sid343138,s099/sid368844,time,91,99
s091/sid343167,s099/sid368876,time,91,99
s091/sid343167,s091/sid343137,host,91,91
s091/sid343172,s099/sid368878,time,91,99
s091/sid343194,s099/sid368901,time,91,99
s091/sid343194,s091/sid343137,host,91,91
s091/sid343154,s099/sid368861,time,91,99
s091/sid343154,s091/sid343137,host,91,91
s091/sid343150,s099/sid368857,time,91,99
s091/sid343170,s099/sid368886,time,91,99
s091/sid343142,s091/sid343138,host,91,91
s091/sid343151,s091/sid343137,host,91,91
s091/sid343157,s091/sid343137,host,91,91
s091/sid343166,s091/sid343137,host,91,91
s091/sid343173,s091/sid343137,host,91,91
s091/sid343182,s091/sid343137,host,91,91
s091/sid343183,s091/sid343137,host,91,91
s091/sid343187,s091/sid343137,host,91,91
s091/sid343189,s091/sid343137,host,91,91
s091/sid343193,s091/sid343137,host,91,91
s091/sid343197,s091/sid343137,host,91,91
s091/sid343202,s091/sid343137,host,91,91
s084/sid310864,s091/sid343142,time,84,91
s084/sid310864,s084/sid310859,host,84,84
s084/sid310892,s091/sid343168,time,84,91
s084/sid310892,s084/sid310858,host,84,84
s084/sid310896,s091/sid343177,time,84,91
s084/sid310896,s084/sid310858,host,84,84
s084/sid840712,s091/sid343154,time,84,91
s084/sid922977,s091/sid343173,time,84,91
s084/sid310869,s091/sid343146,time,84,91
s084/sid310891,s091/sid343174,time,84,91
s084/sid310891,s084/sid310858,host,84,84
s084/sid310858,s091/sid343137,time,84,91
s084/sid310860,s091/sid343137,time,84,91
s084/sid310860,s084/sid310858,host,84,84
s084/sid310897,s091/sid343184,time,84,91
s084/sid310897,s084/sid310878,host,84,84
s084/sid992762,s091/sid1008849,time,84,91
s084/sid310885,s091/sid343161,time,84,91
s084/sid906729,s091/sid343170,time,84,91
s084/sid310890,s091/sid343167,time,84,91
s084/sid310890,s084/sid310858,host,84,84
s084/sid310916,s091/sid343198,time,84,91
s084/sid310916,s084/sid310858,host,84,84
s084/sid310884,s091/sid343164,time,84,91
s084/sid310884,s084/sid310858,host,84,84
s084/sid310893,s091/sid343171,time,84,91
s084/sid310893,s084/sid310858,host,84,84
s084/sid310871,s091/sid343147,time,84,91
s084/sid310859,s091/sid343138,time,84,91
s084/sid924543,s091/sid942255,time,84,91
s084/sid895329,s091/sid343178,time,84,91
s084/sid310913,s091/sid343194,time,84,91
s084/sid310895,s091/sid343182,time,84,91
s084/sid310895,s084/sid310858,host,84,84
s084/sid310870,s091/sid343143,time,84,91
s084/sid310870,s084/sid310860,host,84,84
s084/sid310878,s091/sid343155,time,84,91
s084/sid310878,s084/sid310858,host,84,84
s084/sid310865,s091/sid343151,time,84,91
s084/sid310866,s091/sid343166,time,84,91
s084/sid310863,s091/sid343141,time,84,91
s084/sid310907,s091/sid343189,time,84,91
s084/sid310907,s084/sid310858,host,84,84
s084/sid310873,s091/sid343150,time,84,91
s084/sid927280,s091/sid343172,time,84,91
s084/sid310862,s091/sid343140,time,84,91
s084/sid310872,s091/sid343148,time,84,91
s084/sid310872,s084/sid310858,host,84,84
s084/sid310881,s084/sid310858,host,84,84
s084/sid310898,s084/sid310858,host,84,84
s084/sid310899,s084/sid310858,host,84,84
s084/sid310900,s084/sid310858,host,84,84
s084/sid310901,s084/sid310858,host,84,84
s084/sid310904,s084/sid310858,host,84,84
s084/sid310906,s084/sid310860,host,84,84
s084/sid310914,s084/sid310858,host,84,84
s084/sid310923,s084/sid310859,host,84,84
s084/sid310929,s084/sid310858,host,84,84
s078/sid292730,s084/sid310872,time,78,84
s078/sid292730,s078/sid292719,host,78,78
s078/sid292770,s084/sid310907,time,78,84
s078/sid292770,s078/sid292719,host,78,78
s078/sid292760,s084/sid310897,time,78,84
s078/sid292756,s084/sid310891,time,78,84
s078/sid292756,s078/sid292719,host,78,78
s078/sid916631,s084/sid906729,time,78,84
s078/sid900530,s084/sid924543,time,78,84
s078/sid292721,s084/sid310859,time,78,84
s078/sid292721,s078/sid292719,host,78,78
s078/sid292719,s084/sid310858,time,78,84
s078/sid292732,s084/sid310858,time,78,84
s078/sid292732,s078/sid292720,host,78,78
s078/sid292720,s084/sid310860,time,78,84
s078/sid292720,s078/sid292719,host,78,78
s078/sid292725,s084/sid310860,time,78,84
s078/sid292725,s078/sid292720,host,78,78
s078/sid292726,s084/sid310860,time,78,84
s078/sid292726,s078/sid292725,host,78,78
s078/sid292780,s084/sid310916,time,78,84
s078/sid292780,s078/sid292719,host,78,78
s078/sid962151,s084/sid310923,time,78,84
s078/sid703432,s084/sid310863,time,78,84
s078/sid292731,s084/sid310869,time,78,84
s078/sid292735,s084/sid310870,time,78,84
s078/sid292735,s078/sid292732,host,78,78
s078/sid292779,s084/sid992762,time,78,84
s078/sid292724,s084/sid310864,time,78,84
s078/sid797123,s084/sid310871,time,78,84
s078/sid292739,s084/sid310878,time,78,84
s078/sid292739,s078/sid292719,host,78,78
s078/sid292733,s084/sid310873,time,78,84
s078/sid292733,s078/sid292719,host,78,78
s078/sid292776,s084/sid310913,time,78,84
s078/sid292752,s084/sid310890,time,78,84
s078/sid292752,s078/sid292719,host,78,78
s078/sid292755,s084/sid310893,time,78,84
s078/sid292755,s078/sid292719,host,78,78
s078/sid292745,s084/sid310884,time,78,84
s078/sid827419,s084/sid840712,time,78,84
s078/sid916425,s084/sid922977,time,78,84
s078/sid740125,s084/sid310866,time,78,84
s078/sid930533,s084/sid927280,time,78,84
s078/sid292723,s084/sid310862,time,78,84
s078/sid859662,s084/sid310885,time,78,84
s078/sid916409,s084/sid895329,time,78,84
s078/sid292747,s084/sid310892,time,78,84
s078/sid292747,s078/sid292719,host,78,78
s078/sid292766,s084/sid310896,time,78,84
s078/sid292766,s078/sid292719,host,78,78
s078/sid292797,s084/sid310895,time,78,84
s078/sid750022,s084/sid310865,time,78,84
s078/sid292727,s078/sid292719,host,78,78
s078/sid292743,s078/sid292719,host,78,78
s078/sid292761,s078/sid292719,host,78,78
s078/sid292762,s078/sid292719,host,78,78
s078/sid292768,s078/sid292719,host,78,78
s078/sid292785,s078/sid292719,host,78,78
s078/sid292786,s078/sid292719,host,78,78
