source,target,kind,layer_from,layer_to
s099/sid471249,s099/sid471248,host,99,99
s099/sid471251,s099/sid471248,host,99,99
s099/sid471252,s099/sid471248,host,99,99
s099/sid471256,s099/sid471248,host,99,99
s099/sid471261,s099/sid471248,host,99,99
s099/sid471265,s099/sid471248,host,99,99
s091/sid763796,s099/sid471252,time,91,99
s091/sid448910,s099/sid471251,time,91,99
s091/sid448910,s091/sid448907,host,91,91
s091/sid1009013,s099/sid471265,time,91,99
s091/sid448913,s099/sid471256,time,91,99
s091/sid448913,s091/sid448907,host,91,91
s091/sid448907,s099/sid471248,time,91,99
s091/sid448908,s099/sid471249,time,91,99
s091/sid448908,s091/sid448907,host,91,91
s091/sid448919,s099/sid471261,time,91,99
s091/sid448912,s091/sid448907,host,91,91
s091/sid448918,s091/sid448907,host,91,91
s084/sid414108,s091/sid448908,time,84,91
s084/sid996049,s091/sid1009013,time,84,91
s084/sid414116,s091/sid448918,time,84,91
s084/sid414116,s084/sid414107,host,84,84
s084/sid414112,s091/sid448912,time,84,91
s084/sid414112,s084/sid414107,host,84,84
s084/sid414107,s091/sid448907,time,84,91
s084/sid414110,s091/sid448910,time,84,91
s084/sid414110,s084/sid414107,host,84,84
s084/sid414118,s091/sid448919,time,84,91
s084/sid414113,s091/sid448913,time,84,91
s084/sid734081,s091/sid763796,time,84,91
s084/sid414119,s084/sid414107,host,84,84
s078/sid390500,s084/sid414107,time,78,84
s078/sid798382,s084/sid414113,time,78,84
s078/sid996335,s084/sid996049,time,78,84
s078/sid390509,s084/sid414118,time,78,84
s078/sid390509,s078/sid390500,host,78,78
s078/sid390501,s084/sid414108,time,78,84
s078/sid390503,s084/sid414110,time,78,84
s078/sid390503,s078/sid390500,host,78,78
s078/sid718413,s084/sid734081,time,78,84
s078/sid390507,s084/sid414116,time,78,84
s078/sid390507,s078/sid390503,host,78,78
s078/sid390511,s084/sid414119,time,78,84
s078/sid390511,s078/sid390500,host,78,78
s078/sid390504,s084/sid414112,time,78,84
s078/sid390505,s078/sid390500,host,78,78
s078/sid390510,s078/sid390500,host,78,78
