source,target,kind,layer_from,layer_to
s099/sid375075,s099/sid375073,host,99,99
s099/sid375077,s099/sid375073,host,99,99
s099/sid375082,s099/sid375073,host,99,99
s099/sid375083,s099/sid375073,host,99,99
s099/sid375087,s099/sid375073,host,99,99
s099/sid375088,s099/sid375073,host,99,99
s099/sid375089,s099/sid375073,host,99,99
s099/sid375091,s099/sid375073,host,99,99
s099/sid375092,s099/sid375073,host,99,99
s099/sid375098,s099/sid375073,host,99,99
s099/sid375101,s099/sid375073,host,99,99
s099/sid375103,s099/sid375073,host,99,99
s099/sid375105,s099/sid375073,host,99,99
s099/sid375108,s099/sid375073,host,99,99
s099/sid375109,s099/sid375073,host,99,99
s099/sid375121,s099/sid375073,host,99,99
s099/sid375124,s099/sid375073,host,99,99
s099/sid375125,s099/sid375073,host,99,99
s091/sid352624,s099/sid375092,time,91,99
s091/sid352624,s091/sid352606,host,91,91
s091/sid352625,s099/sid375091,time,91,99
s091/sid352625,s091/sid352606,host,91,91
s091/sid352641,s099/sid375109,time,91,99
s091/sid352615,s099/sid375082,time,91,99
s091/sid352615,s091/sid352606,host,91,91
s091/sid352639,s099/sid375105,time,91,99
s091/sid352639,s091/sid352606,host,91,91
s091/sid352659,s099/sid375125,time,91,99
s091/sid352638,s099/sid375108,time,91,99
s091/sid352638,s091/sid352606,host,91,91
s091/sid352623,s099/sid375103,time,91,99
s091/sid352623,s091/sid352606,host,91,91
s091/sid352636,s099/sid375098,time,91,99
s091/sid352620,s099/sid375087,time,91,99
s091/sid352620,s091/sid352606,host,91,91
s091/sid352606,s099/sid375073,time,91,99
s091/sid795937,s099/sid375083,time,91,99
s091/sid352656,s099/sid375124,time,91,99
s091/sid352656,s091/sid352606,host,91,91
s091/sid352647,s099/sid375121,time,91,99
s091/sid352647,s091/sid352606,host,91,91
s091/sid352608,s099/sid375075,time,91,99
s091/sid352619,s099/sid375089,time,91,99
s091/sid352619,s091/sid352606,host,91,91
s091/sid352611,s099/sid375077,time,91,99
s091/sid352611,s091/sid352606,host,91,91
s091/sid352632,s099/sid375101,time,91,99
s091/sid352618,s099/sid375088,time,91,99
s091/sid352618,s091/sid352606,host,91,91
s091/sid352607,s091/sid352608,host,91,91
s091/sid352621,s091/sid352606,host,91,91
s091/sid352622,s091/sid352606,host,91,91
s091/sid352628,s091/sid352606,host,91,91
s091/sid352629,s091/sid352606,host,91,91
s091/sid352637,s091/sid352606,host,91,91
s091/sid352640,s091/sid352606,host,91,91
s091/sid352653,s091/sid352606,host,91,91
s091/sid352663,s091/sid352606,host,91,91
s084/sid810847,s091/sid352621,time,84,91
s084/sid1009056,s091/sid352656,time,84,91
s084/sid317532,s091/sid352620,time,84,91
s084/sid317532,s084/sid317517,host,84,84
s084/sid317525,s091/sid352615,time,84,91
s084/sid317525,s084/sid317517,host,84,84
s084/sid769231,s091/sid795937,time,84,91
s084/sid317521,s091/sid352611,time,84,91
s084/sid317521,s084/sid317517,host,84,84
s084/sid317550,s091/sid352641,time,84,91
s084/sid317560,s091/sid352647,time,84,91
s084/sid317560,s084/sid317517,host,84,84
s084/sid317536,s091/sid352625,time,84,91
s084/sid317519,s091/sid352608,time,84,91
s084/sid317534,s091/sid352624,time,84,91
s084/sid317534,s084/sid317517,host,84,84
s084/sid317546,s091/sid352639,time,84,91
s084/sid317546,s084/sid317517,host,84,84
s084/sid317530,s091/sid352622,time,84,91
s084/sid317530,s084/sid317517,host,84,84
s084/sid837637,s091/sid352628,time,84,91
s084/sid317540,s091/sid352632,time,84,91
s084/sid317543,s091/sid352636,time,84,91
s084/sid317517,s091/sid352606,time,84,91
s084/sid947862,s091/sid352659,time,84,91
s084/sid317554,s091/sid352653,time,84,91
s084/sid317549,s091/sid352637,time,84,91
s084/sid317533,s091/sid352623,time,84,91
s084/sid317533,s084/sid317517,host,84,84
s084/sid317562,s091/sid352663,time,84,91
s084/sid317562,s084/sid317517,host,84,84
s084/sid317527,s091/sid352618,time,84,91
s084/sid895635,s091/sid352638,time,84,91
s084/sid317518,s091/sid352607,time,84,91
s084/sid317518,s084/sid317517,host,84,84
s084/sid317542,s091/sid352640,time,84,91
s084/sid317531,s091/sid352619,time,84,91
s084/sid317531,s084/sid317517,host,84,84
s084/sid317520,s084/sid317517,host,84,84
s084/sid317523,s084/sid317517,host,84,84
s084/sid317529,s084/sid317517,host,84,84
s084/sid317539,s084/sid317517,host,84,84
s084/sid317544,s084/sid317517,host,84,84
s084/sid317545,s084/sid317517,host,84,84
s084/sid317547,s084/sid317517,host,84,84
s084/sid317555,s084/sid317517,host,84,84
s084/sid317557,s084/sid317517,host,84,84
s084/sid317558,s084/sid317517,host,84,84
s084/sid317561,s084/sid317517,host,84,84
s084/sid317564,s084/sid317517,host,84,84
s084/sid317567,s084/sid317517,host,84,84
s078/sid697207,s084/sid317543,time,78,84
s078/sid302813,s084/sid317567,time,78,84
s078/sid302777,s084/sid317533,time,78,84
s078/sid302777,s078/sid302763,host,78,78
s078/sid302771,s084/sid317530,time,78,84
s078/sid302771,s078/sid302761,host,78,78
s078/sid302775,s084/sid317532,time,78,84
s078/sid302775,s078/sid302761,host,78,78
s078/sid302806,s084/sid947862,time,78,84
s078/sid888945,s084/sid895635,time,78,84
s078/sid302778,s084/sid317536,time,78,84
s078/sid302794,s084/sid317550,time,78,84
s078/sid302762,s084/sid317518,time,78,84
s078/sid302762,s078/sid302761,host,78,78
s078/sid302765,s084/sid317520,time,78,84
s078/sid302765,s078/sid302761,host,78,78
s078/sid302761,s084/sid317517,time,78,84
s078/sid302791,s084/sid317542,time,78,84
s078/sid803787,s084/sid810847,time,78,84
s078/sid759113,s084/sid769231,time,78,84
s078/sid830529,s084/sid837637,time,78,84
s078/sid302808,s084/sid317562,time,78,84
s078/sid302793,s084/sid317560,time,78,84
s078/sid302793,s078/sid302761,host,78,78
s078/sid302781,s084/sid317545,time,78,84
s078/sid302770,s084/sid317531,time,78,84
s078/sid302770,s078/sid302761,host,78,78
s078/sid302766,s084/sid317523,time,78,84
s078/sid302766,s078/sid302761,host,78,78
s078/sid302780,s084/sid317549,time,78,84
s078/sid302774,s084/sid317534,time,78,84
s078/sid302774,s078/sid302761,host,78,78
s078/sid302788,s084/sid317546,time,78,84
s078/sid302788,s078/sid302761,host,78,78
s078/sid1005147,s084/sid1009056,time,78,84
