source,target,kind,layer_from,layer_to
s099/sid411450,s099/sid411449,host,99,99
s099/sid411453,s099/sid411449,host,99,99
s099/sid411454,s099/sid411449,host,99,99
s099/sid411456,s099/sid411449,host,99,99
s099/sid411460,s099/sid411453,host,99,99
s099/sid411462,s099/sid411449,host,99,99
s099/sid411464,s099/sid411449,host,99,99
s099/sid411465,s099/sid411449,host,99,99
s099/sid411466,s099/sid411449,host,99,99
s099/sid411467,s099/sid411449,host,99,99
s099/sid411469,s099/sid411449,host,99,99
s099/sid411471,s099/sid411449,host,99,99
s099/sid411475,s099/sid411449,host,99,99
s099/sid411477,s099/sid411449,host,99,99
s099/sid411480,s099/sid411460,host,99,99
s099/sid411482,s099/sid411449,host,99,99
s099/sid411483,s099/sid411449,host,99,99
s099/sid411486,s099/sid411450,host,99,99
s099/sid411488,s099/sid411449,host,99,99
s099/sid411491,s099/sid411449,host,99,99
s099/sid411494,s099/sid411449,host,99,99
s091/sid387918,s099/sid411488,time,91,99
s091/sid387918,s091/sid387882,host,91,91
s091/sid387908,s099/sid411482,time,91,99
s091/sid753724,s099/sid411480,time,91,99
s091/sid387895,s099/sid411465,time,91,99
s091/sid387895,s091/sid387882,host,91,91
s091/sid753723,s099/sid411453,time,91,99
s091/sid387920,s099/sid411491,time,91,99
s091/sid387920,s091/sid387882,host,91,91
s091/sid387885,s099/sid411467,time,91,99
s091/sid905568,s099/sid411469,time,91,99
s091/sid387882,s099/sid411449,time,91,99
s091/sid387898,s099/sid411471,time,91,99
s091/sid387898,s091/sid387882,host,91,91
s091/sid387916,s099/sid411494,time,91,99
s091/sid387916,s091/sid387882,host,91,91
s091/sid794569,s099/sid411456,time,91,99
s091/sid387893,s099/sid411462,time,91,99
s091/sid387893,s091/sid387883,host,91,91
s091/sid387900,s099/sid411486,time,91,99
s091/sid387899,s099/sid411475,time,91,99
s091/sid387899,s091/sid387882,host,91,91
s091/sid387887,s099/sid411454,time,91,99
s091/sid387887,s091/sid387882,host,91,91
s091/sid387906,s099/sid411483,time,91,99
s091/sid387906,s091/sid387882,host,91,91
s091/sid387886,s099/sid411464,time,91,99
s091/sid387894,s099/sid411466,time,91,99
s091/sid387889,s099/sid411460,time,91,99
s091/sid387889,s091/sid387882,host,91,91
s091/sid387904,s099/sid411477,time,91,99
s091/sid387904,s091/sid387883,host,91,91
s091/sid387883,s099/sid411450,time,91,99
s091/sid387883,s091/sid387882,host,91,91
s091/sid387884,s091/sid387882,host,91,91
s091/sid387892,s091/sid387882,host,91,91
s091/sid387901,s091/sid387882,host,91,91
s091/sid387905,s091/sid387882,host,91,91
s091/sid387910,s091/sid387883,host,91,91
s091/sid387912,s091/sid387882,host,91,91
s091/sid387922,s091/sid387882,host,91,91
s084/sid354029,s091/sid387882,time,84,91
s084/sid354045,s091/sid387904,time,84,91
s084/sid354055,s091/sid387905,time,84,91
s084/sid354055,s084/sid354029,host,84,84
s084/sid354065,s091/sid387920,time,84,91
s084/sid354057,s091/sid387912,time,84,91
s084/sid354052,s091/sid387906,time,84,91
s084/sid354052,s084/sid354029,host,84,84
s084/sid354046,s091/sid387901,time,84,91
s084/sid775248,s091/sid794569,time,84,91
s084/sid354061,s091/sid387918,time,84,91
s084/sid354061,s084/sid354029,host,84,84
s084/sid354054,s091/sid387908,time,84,91
s084/sid354054,s084/sid354029,host,84,84
s084/sid904430,s091/sid905568,time,84,91
s084/sid354032,s091/sid387887,time,84,91
s084/sid354037,s091/sid387894,time,84,91
s084/sid354043,s091/sid387899,time,84,91
s084/sid354043,s084/sid354029,host,84,84
s084/sid354031,s091/sid387884,time,84,91
s084/sid354031,s084/sid354029,host,84,84
s084/sid354036,s091/sid387892,time,84,91
s084/sid354038,s091/sid387895,time,84,91
s084/sid354038,s084/sid354029,host,84,84
s084/sid354042,s091/sid387898,time,84,91
s084/sid354034,s091/sid387893,time,84,91
s084/sid354034,s084/sid354029,host,84,84
s084/sid741947,s091/sid387885,time,84,91
s084/sid354066,s091/sid387922,time,84,91
s084/sid354050,s091/sid387910,time,84,91
s084/sid354050,s084/sid354029,host,84,84
s084/sid770388,s091/sid387886,time,84,91
s084/sid726325,s091/sid753724,time,84,91
s084/sid354053,s091/sid387916,time,84,91
s084/sid354053,s084/sid354029,host,84,84
s084/sid354030,s091/sid387883,time,84,91
s084/sid354030,s084/sid354029,host,84,84
s084/sid770389,s091/sid387900,time,84,91
s084/sid726324,s091/sid753723,time,84,91
s084/sid354035,s091/sid387889,time,84,91
s084/sid354035,s084/sid354029,host,84,84
s084/sid354039,s084/sid354029,host,84,84
s084/sid354041,s084/sid354029,host,84,84
s084/sid354048,s084/sid354029,host,84,84
s084/sid354059,s084/sid354029,host,84,84
s084/sid354060,s084/sid354030,host,84,84
s084/sid354062,s084/sid354031,host,84,84
s084/sid354067,s084/sid354029,host,84,84
s084/sid354068,s084/sid354029,host,84,84
s084/sid354070,s084/sid354029,host,84,84
s084/sid354073,s084/sid354029,host,84,84
s084/sid354075,s084/sid354029,host,84,84
s078/sid325462,s084/sid354034,time,78,84
s078/sid325463,s084/sid354036,time,78,84
s078/sid325464,s084/sid354035,time,78,84
s078/sid325464,s078/sid325457,host,78,78
s078/sid325491,s084/sid354073,time,78,84
s078/sid325491,s078/sid325457,host,78,78
s078/sid325487,s084/sid354061,time,78,84
s078/sid325487,s078/sid325457,host,78,78
s078/sid325458,s084/sid354030,time,78,84
s078/sid325458,s078/sid325457,host,78,78
s078/sid325499,s084/sid354068,time,78,84
s078/sid325499,s078/sid325458,host,78,78
s078/sid709578,s084/sid726324,time,78,84
s078/sid325471,s084/sid354043,time,78,84
s078/sid325471,s078/sid325457,host,78,78
s078/sid325457,s084/sid354029,time,78,84
s078/sid325465,s084/sid354038,time,78,84
s078/sid325465,s078/sid325458,host,78,78
s078/sid909156,s084/sid354046,time,78,84
s078/sid325486,s084/sid354053,time,78,84
s078/sid325486,s078/sid325458,host,78,78
s078/sid325469,s084/sid354041,time,78,84
s078/sid325469,s078/sid325457,host,78,78
s078/sid325461,s084/sid354039,time,78,84
s078/sid325477,s084/sid354060,time,78,84
s078/sid325484,s084/sid354052,time,78,84
s078/sid325484,s078/sid325457,host,78,78
s078/sid721957,s084/sid741947,time,78,84
s078/sid709579,s084/sid726325,time,78,84
