source,target,kind,layer_from,layer_to
s099/sid342448,s099/sid342446,host,99,99
s099/sid342449,s099/sid342446,host,99,99
s099/sid342450,s099/sid342446,host,99,99
s099/sid342453,s099/sid342461,host,99,99
s099/sid342455,s099/sid342446,host,99,99
s099/sid342457,s099/sid342450,host,99,99
s099/sid342460,s099/sid342446,host,99,99
s099/sid342461,s099/sid342448,host,99,99
s099/sid342462,s099/sid342446,host,99,99
s099/sid342464,s099/sid342446,host,99,99
s099/sid342465,s099/sid342453,host,99,99
s099/sid342466,s099/sid342465,host,99,99
s099/sid342467,s099/sid342446,host,99,99
s099/sid342468,s099/sid342448,host,99,99
s099/sid342469,s099/sid342446,host,99,99
s099/sid342470,s099/sid342449,host,99,99
s099/sid342471,s099/sid342446,host,99,99
s099/sid342472,s099/sid342446,host,99,99
s099/sid342474,s099/sid342446,host,99,99
s099/sid342477,s099/sid342446,host,99,99
s099/sid342480,s099/sid342446,host,99,99
s099/sid342482,s099/sid342446,host,99,99
s099/sid342492,s099/sid342448,host,99,99
s099/sid342494,s099/sid342446,host,99,99
s099/sid342496,s099/sid342448,host,99,99
s099/sid342498,s099/sid342446,host,99,99
s099/sid342499,s099/sid342446,host,99,99
s099/sid342508,s099/sid342446,host,99,99
s099/sid342509,s099/sid342446,host,99,99
s099/sid342511,s099/sid342446,host,99,99
s099/sid342516,s099/sid342450,host,99,99
s099/sid342517,s099/sid342446,host,99,99
s099/sid342518,s099/sid342446,host,99,99
s099/sid342519,s099/sid342448,host,99,99
s099/sid342520,s099/sid342446,host,99,99
s099/sid342524,s099/sid342446,host,99,99
s099/sid342526,s099/sid342446,host,99,99
s091/sid324777,s099/sid342494,time,91,99
s091/sid324789,s099/sid342508,time,91,99
s091/sid324789,s091/sid324738,host,91,91
s091/sid1003064,s099/sid342518,time,91,99
s091/sid324757,s099/sid342469,time,91,99
s091/sid324783,s099/sid342520,time,91,99
s091/sid324798,s099/sid342511,time,91,99
s091/sid324785,s099/sid342516,time,91,99
s091/sid324785,s091/sid324736,host,91,91
s091/sid324756,s099/sid342474,time,91,99
s091/sid324756,s091/sid324736,host,91,91
s091/sid324738,s099/sid342448,time,91,99
s091/sid324752,s099/sid342448,time,91,99
s091/sid324752,s091/sid324738,host,91,91
s091/sid324753,s099/sid342448,time,91,99
s091/sid324753,s091/sid324752,host,91,91
s091/sid324764,s099/sid342448,time,91,99
s091/sid324764,s091/sid324738,host,91,91
s091/sid324748,s099/sid342461,time,91,99
s091/sid324748,s091/sid324738,host,91,91
s091/sid324791,s099/sid342499,time,91,99
s091/sid324791,s091/sid324739,host,91,91
s091/sid324749,s099/sid342462,time,91,99
s091/sid324749,s091/sid324736,host,91,91
s091/sid324759,s099/sid342467,time,91,99
s091/sid324759,s091/sid324736,host,91,91
s091/sid324780,s099/sid342496,time,91,99
s091/sid324780,s091/sid324738,host,91,91
s091/sid324755,s099/sid342470,time,91,99
s091/sid324755,s091/sid324736,host,91,91
s091/sid841437,s099/sid342464,time,91,99
s091/sid924862,s099/sid342492,time,91,99
s091/sid324747,s099/sid342460,time,91,99
s091/sid324747,s091/sid324738,host,91,91
s091/sid324741,s099/sid342455,time,91,99
