id,layer,subfind_id,is_central,in_radius,has_host,has_time_edge,mass_total(1e10Msun/h)
s099/sid342446,99,342446,1,1,0,1,368.0328674316406
s099/sid342448,99,342448,0,1,1,1,34.8762321472168
s099/sid342449,99,342449,0,1,1,1,15.324044227600098
s099/sid342450,99,342450,0,1,1,1,4.896814823150635
s099/sid342453,99,342453,0,1,1,1,0.35160326957702637
s099/sid342455,99,342455,0,1,1,1,0.4510014057159424
s099/sid342457,99,342457,0,1,1,1,0.7438389658927917
s099/sid342460,99,342460,0,1,1,1,0.7777537107467651
s099/sid342461,99,342461,0,1,1,1,0.5815739035606384
s099/sid342462,99,342462,0,1,1,1,0.5855740904808044
s099/sid342464,99,342464,0,1,1,1,0.65997713804245
s099/sid342465,99,342465,0,1,1,0,0.11849328875541687
s099/sid342466,99,342466,0,1,1,0,0.10738639533519745
s099/sid342467,99,342467,0,1,1,1,0.18619196116924286
s099/sid342468,99,342468,0,1,1,1,0.2932049036026001
s099/sid342469,99,342469,0,1,1,1,0.5917016863822937
s099/sid342470,99,342470,0,1,1,1,0.5777379274368286
s099/sid342471,99,342471,0,1,1,1,0.5126609206199646
s099/sid342472,99,342472,0,1,1,1,0.47641199827194214
s099/sid342474,99,342474,0,1,1,1,0.5217528939247131
s099/sid342477,99,342477,0,1,1,1,0.2124749720096588
s099/sid342480,99,342480,0,1,1,1,0.35724884271621704
s099/sid342482,99,342482,0,1,1,1,0.29561761021614075
s099/sid342492,99,342492,0,1,1,1,0.2212648093700409
s099/sid342494,99,342494,0,1,1,1,0.17648950219154358
s099/sid342496,99,342496,0,1,1,1,0.13164153695106506
s099/sid342498,99,342498,0,1,1,1,0.16921208798885345
s099/sid342499,99,342499,0,1,1,1,0.1664954572916031
s099/sid342508,99,342508,0,1,1,1,0.1384163200855255
s099/sid342509,99,342509,0,1,1,1,0.1321621537208557
s099/sid342511,99,342511,0,1,1,1,0.13168969750404358
s099/sid342516,99,342516,0,1,1,1,0.12330137938261032
s099/sid342517,99,342517,0,1,1,1,0.12162960320711136
s099/sid342518,99,342518,0,1,1,1,0.12005186080932617
s099/sid342519,99,342519,0,1,1,1,0.10461228340864182
s099/sid342520,99,342520,0,1,1,1,0.11423613876104355
s099/sid342524,99,342524,0,1,1,1,0.10777808725833893
s099/sid342526,99,342526,0,1,1,1,0.1034928411245346
s091/sid324777,91,324777,0,1,0,1,0.2610071301460266
s091/sid324789,91,324789,0,1,1,1,0.19180624186992645
s091/sid1003064,91,1003064,0,1,0,1,0.15284809470176697
s091/sid324757,91,324757,0,1,0,1,0.7468072175979614
s091/sid324783,91,324783,0,1,0,1,0.22237421572208405
s091/sid324798,91,324798,0,1,0,1,0.15732420980930328
s091/sid324785,91,324785,0,1,1,1,0.21560408174991608
s091/sid324756,91,324756,0,1,1,1,0.7551504373550415
s091/sid324738,91,324738,0,1,0,1,75.64602661132812
s091/sid324752,91,324752,0,1,1,0,0.17781220376491547
