source,target,kind,layer_from,layer_to
s099/sid282782,s099/sid282779,host,99,99
s099/sid282783,s099/sid282779,host,99,99
s099/sid282786,s099/sid282779,host,99,99
s099/sid282787,s099/sid282779,host,99,99
s099/sid282788,s099/sid282779,host,99,99
s099/sid282789,s099/sid282779,host,99,99
s099/sid282790,s099/sid282779,host,99,99
s099/sid282793,s099/sid282779,host,99,99
s099/sid282795,s099/sid282779,host,99,99
s099/sid282797,s099/sid282779,host,99,99
s099/sid282799,s099/sid282779,host,99,99
s099/sid282802,s099/sid282779,host,99,99
s099/sid282803,s099/sid282779,host,99,99
s099/sid282804,s099/sid282779,host,99,99
s099/sid282807,s099/sid282779,host,99,99
s099/sid282811,s099/sid282779,host,99,99
s099/sid282813,s099/sid282779,host,99,99
s099/sid282815,s099/sid282779,host,99,99
s099/sid282818,s099/sid282779,host,99,99
s099/sid282819,s099/sid282779,host,99,99
s099/sid282821,s099/sid282779,host,99,99
s099/sid282824,s099/sid282787,host,99,99
s099/sid282827,s099/sid282779,host,99,99
s099/sid282831,s099/sid282779,host,99,99
s099/sid282833,s099/sid282779,host,99,99
s099/sid282834,s099/sid282779,host,99,99
s099/sid282837,s099/sid282779,host,99,99
s099/sid282838,s099/sid282779,host,99,99
s099/sid282840,s099/sid282779,host,99,99
s099/sid282841,s099/sid282779,host,99,99
s099/sid282842,s099/sid282779,host,99,99
s099/sid282843,s099/sid282779,host,99,99
s099/sid282847,s099/sid282779,host,99,99
s099/sid282848,s099/sid282779,host,99,99
s099/sid282851,s099/sid282783,host,99,99
s099/sid282853,s099/sid282779,host,99,99
s099/sid282856,s099/sid282779,host,99,99
s099/sid282857,s099/sid282787,host,99,99
s099/sid282864,s099/sid282779,host,99,99
s099/sid282865,s099/sid282779,host,99,99
s099/sid282868,s099/sid282779,host,99,99
s099/sid282874,s099/sid282851,host,99,99
s099/sid282876,s099/sid282779,host,99,99
s099/sid282877,s099/sid282779,host,99,99
s099/sid282880,s099/sid282779,host,99,99
s099/sid282884,s099/sid282779,host,99,99
s099/sid282885,s099/sid282779,host,99,99
s099/sid282886,s099/sid282779,host,99,99
s099/sid282887,s099/sid282779,host,99,99
s099/sid282888,s099/sid282779,host,99,99
s099/sid282890,s099/sid282779,host,99,99
s099/sid282891,s099/sid282779,host,99,99
s099/sid282893,s099/sid282779,host,99,99
s099/sid282894,s099/sid282779,host,99,99
s091/sid257348,s099/sid282831,time,91,99
s091/sid257327,s099/sid282803,time,91,99
s091/sid257327,s091/sid257310,host,91,91
s091/sid257337,s099/sid282818,time,91,99
s091/sid257337,s091/sid257305,host,91,91
s091/sid257406,s099/sid282876,time,91,99
s091/sid257406,s091/sid257305,host,91,91
s091/sid257362,s099/sid282841,time,91,99
s091/sid257362,s091/sid257305,host,91,91
s091/sid1024177,s099/sid282865,time,91,99
s091/sid257404,s099/sid282880,time,91,99
s091/sid257404,s091/sid257305,host,91,91
