source,target,kind,layer_from,layer_to
s099/sid447915,s099/sid447914,host,99,99
s099/sid447919,s099/sid447914,host,99,99
s099/sid447920,s099/sid447914,host,99,99
s099/sid447922,s099/sid447914,host,99,99
s099/sid447923,s099/sid447914,host,99,99
s099/sid447924,s099/sid447914,host,99,99
s099/sid447926,s099/sid447914,host,99,99
s099/sid447928,s099/sid447914,host,99,99
s099/sid447933,s099/sid447914,host,99,99
s091/sid415931,s099/sid447924,time,91,99
s091/sid415931,s091/sid415920,host,91,91
s091/sid1018641,s099/sid447928,time,91,99
s091/sid415934,s099/sid447926,time,91,99
s091/sid415934,s091/sid415920,host,91,91
s091/sid415929,s099/sid447922,time,91,99
s091/sid415929,s091/sid415920,host,91,91
s091/sid415924,s099/sid447919,time,91,99
s091/sid415937,s099/sid447933,time,91,99
s091/sid415937,s091/sid415920,host,91,91
s091/sid415930,s099/sid447923,time,91,99
s091/sid415920,s099/sid447914,time,91,99
s091/sid415921,s099/sid447915,time,91,99
s091/sid415926,s099/sid447920,time,91,99
s091/sid415935,s091/sid415920,host,91,91
s091/sid415938,s091/sid415920,host,91,91
s091/sid415940,s091/sid415920,host,91,91
s084/sid384606,s091/sid415938,time,84,91
s084/sid384607,s091/sid415940,time,84,91
s084/sid384607,s084/sid384592,host,84,84
s084/sid384592,s091/sid415920,time,84,91
s084/sid996362,s091/sid1018641,time,84,91
s084/sid833634,s091/sid415934,time,84,91
s084/sid679804,s091/sid415921,time,84,91
s084/sid384596,s091/sid415926,time,84,91
s084/sid384599,s091/sid415931,time,84,91
s084/sid384599,s084/sid384592,host,84,84
s084/sid845051,s091/sid415924,time,84,91
s084/sid384605,s091/sid415937,time,84,91
s084/sid942707,s091/sid415930,time,84,91
s084/sid384597,s091/sid415929,time,84,91
s084/sid384598,s084/sid384592,host,84,84
s084/sid384601,s084/sid384592,host,84,84
s084/sid384603,s084/sid384592,host,84,84
s084/sid384604,s084/sid384592,host,84,84
s084/sid384608,s084/sid384592,host,84,84
s078/sid913600,s084/sid384606,time,78,84
s078/sid653229,s084/sid679804,time,78,84
s078/sid919602,s084/sid942707,time,78,84
s078/sid979244,s084/sid384605,time,78,84
s078/sid358731,s084/sid384599,time,78,84
s078/sid358731,s078/sid358725,host,78,78
s078/sid996729,s084/sid384607,time,78,84
s078/sid358739,s084/sid384604,time,78,84
s078/sid358739,s078/sid358725,host,78,78
s078/sid358725,s084/sid384592,time,78,84
s078/sid358729,s084/sid384596,time,78,84
s078/sid945797,s084/sid833634,time,78,84
s078/sid985496,s084/sid996362,time,78,84
s078/sid829498,s084/sid845051,time,78,84
s078/sid860993,s084/sid384597,time,78,84
s078/sid358726,s078/sid358725,host,78,78
s078/sid358727,s078/sid358725,host,78,78
s078/sid358732,s078/sid358725,host,78,78
s078/sid358733,s078/sid358725,host,78,78
s078/sid358736,s078/sid358725,host,78,78
s078/sid358738,s078/sid358725,host,78,78
s078/sid358740,s078/sid358725,host,78,78
s078/sid358741,s078/sid358725,host,78,78
s078/sid358742,s078/sid358725,host,78,78
s072/sid965002,s078/sid996729,time,72,78
s072/sid848702,s078/sid860993,time,72,78
s072/sid982255,s078/sid979244,time,72,78
s072/sid1008622,s078/sid358740,time,72,78
s072/sid339426,s078/sid358725,time,72,78
s072/sid632808,s078/sid653229,time,72,78
s072/sid339430,s078/sid829498,time,72,78
s072/sid339432,s078/sid358731,time,72,78
s072/sid339432,s072/sid339426,host,72,72
s072/sid960300,s078/sid913600,time,72,78
s072/sid339427,s078/sid358726,time,72,78
s072/sid339427,s072/sid339426,host,72,72
s072/sid339442,s078/sid358741,time,72,78
s072/sid339442,s072/sid339426,host,72,72
s072/sid339431,s078/sid358729,time,72,78
s072/sid339431,s072/sid339426,host,72,72
s072/sid339439,s078/sid358739,time,72,78
s072/sid884365,s078/sid919602,time,72,78
s072/sid899566,s078/sid945797,time,72,78
s072/sid339428,s078/sid358727,time,72,78
s072/sid339428,s072/sid339426,host,72,72
s072/sid978149,s078/sid985496,time,72,78
s072/sid339433,s072/sid339426,host,72,72
s072/sid339438,s072/sid339426,host,72,72
s072/sid339441,s072/sid339426,host,72,72
s067/sid315284,s072/sid339439,time,67,72
s067/sid875027,s072/sid978149,time,67,72
s067/sid843364,s072/sid848702,time,67,72
s067/sid847212,s072/sid884365,time,67,72
s067/sid315276,s072/sid339427,time,67,72
s067/sid315279,s072/sid339430,time,67,72
s067/sid315280,s072/sid339432,time,67,72
s067/sid315280,s067/sid315275,host,67,67
s067/sid621681,s072/sid632808,time,67,72
s067/sid988362,s072/sid960300,time,67,72
s067/sid315282,s072/sid899566,time,67,72
s067/sid315277,s072/sid339428,time,67,72
s067/sid315278,s072/sid339431,time,67,72
s067/sid315278,s067/sid315275,host,67,67
s067/sid987556,s072/sid1008622,time,67,72
s067/sid315275,s072/sid339426,time,67,72
s067/sid315286,s072/sid339442,time,67,72
s067/sid949238,s072/sid965002,time,67,72
s067/sid315287,s072/sid339441,time,67,72
s067/sid315287,s067/sid315275,host,67,67
s067/sid952107,s072/sid982255,time,67,72
s067/sid315283,s067/sid315275,host,67,67
s067/sid315285,s067/sid315275,host,67,67
s067/sid315288,s067/sid315275,host,67,67
s067/sid315289,s067/sid315275,host,67,67
s067/sid315290,s067/sid315275,host,67,67
s059/sid284028,s067/sid949238,time,59,67
s059/sid284028,s059/sid284017,host,59,59
s059/sid284017,s067/sid315275,time,59,67
s059/sid284024,s067/sid315282,time,59,67
s059/sid284024,s059/sid284017,host,59,59
s059/sid284018,s067/sid315279,time,59,67
s059/sid284018,s059/sid284017,host,59,59
s059/sid284031,s067/sid315287,time,59,67
s059/sid284031,s059/sid284017,host,59,59
s059/sid284027,s067/sid315289,time,59,67
s059/sid284023,s067/sid315284,time,59,67
s059/sid971692,s067/sid987556,time,59,67
s059/sid284026,s067/sid875027,time,59,67
s059/sid860352,s067/sid952107,time,59,67
s059/sid284022,s067/sid847212,time,59,67
